Time (s), Binding (nm)
0, 0, Step 1
0.2, -0.00309627
0.4, -0.0023704
0.6, -0.00187988
0.8, -0.00168428
1, -0.00229242
1.2, -0.00141134
1.4, -0.00241507
1.6, -0.00220458
1.8, -0.00227843
2, -0.00128329
2.2, -0.000368085
2.4, -0.000164531
2.6, -0.000402142
2.8, -8.00686e-005
3, -0.00104689
3.2, -0.00155156
3.4, -0.00110968
3.6, -0.00179229
3.8, -0.00228694
4, -0.0016929
4.2, -0.00250111
4.4, -0.00249801
4.6, -0.00154331
4.8, -0.00158954
5, -0.0017339
5.2, -0.000785018
5.4, -0.0013472
5.6, -0.00194535
5.8, -0.00165224
6, -0.00127425
6.2, -0.00170768
6.4, -0.000729327
6.6, -0.000410263
6.8, -0.00161735
7, -0.00150758
7.2, -0.00175065
7.4, -0.00245939
7.6, -0.00291624
7.8, -0.00152074
8, -0.00186688
8.2, -0.00258025
8.4, -0.00268015
8.6, -0.00225254
8.8, -0.00238227
9, -0.00277522
9.2, -0.00235001
9.4, -0.00237062
9.6, -0.00334554
9.8, -0.00353238
10, -0.0034352
10.2, -0.00359587
10.4, -0.00341134
10.6, -0.00422793
10.8, -0.00441185
11, -0.0043807
11.2, -0.00443378
11.4, -0.00581373
11.6, -0.00402731
11.8, -0.00432415
12, -0.00429044
12.2, -0.00380308
12.4, -0.00358267
12.6, -0.00448822
12.8, -0.00458247
13, -0.00515646
13.2, -0.00521528
13.4, -0.00354844
13.6, -0.00325505
13.8, -0.00370627
14, -0.00248133
14.2, -0.00384366
14.4, -0.00489453
14.6, -0.00535592
14.8, -0.00541715
15, -0.00583628
15.2, -0.00573342
15.4, -0.00571137
15.6, -0.00533378
15.8, -0.00466702
16, -0.00526558
16.2, -0.00457989
16.4, -0.00423046
16.6, -0.00561344
16.8, -0.00589799
17, -0.00591506
17.2, -0.00588827
17.4, -0.00651021
17.6, -0.00498133
17.8, -0.00515031
18, -0.00543142
18.2, -0.00550119
18.4, -0.00487849
18.6, -0.00581569
18.8, -0.00632041
19, -0.00571403
19.2, -0.00584647
19.4, -0.00581184
19.6, -0.00520021
19.8, -0.00580546
20, -0.00558493
20.2, -0.00476377
20.4, -0.00569061
20.6, -0.00428754
20.8, -0.00336681
21, -0.00420375
21.2, -0.00492912
21.4, -0.0054038
21.6, -0.00742272
21.8, -0.00806912
22, -0.00822266
22.2, -0.00874861
22.4, -0.00815283
22.6, -0.00790954
22.8, -0.00689892
23, -0.00628134
23.2, -0.00598082
23.4, -0.00578911
23.6, -0.00620936
23.8, -0.00576805
24, -0.00563997
24.2, -0.0062758
24.4, -0.00686543
24.6, -0.00598028
24.8, -0.00712403
25, -0.00847865
25.2, -0.0075238
25.4, -0.00653634
25.6, -0.00694366
25.8, -0.00717129
26, -0.00619909
26.2, -0.00629426
26.4, -0.00704229
26.6, -0.00752163
26.8, -0.00739167
27, -0.00744436
27.2, -0.0080541
27.4, -0.00720073
27.6, -0.00649772
27.8, -0.00593715
28, -0.00535842
28.2, -0.00542073
28.4, -0.00607285
28.6, -0.00559279
28.8, -0.00577288
29, -0.00643962
29.2, -0.00667389
29.4, -0.00677334
29.6, -0.00832396
29.8, -0.00836422
30, 0.102732, Step 2
30.2, 0.0915648
30.4, 0.0940204
30.6, 0.0881381
30.8, 0.0880253
31, 0.0857077
31.2, 0.0859035
31.4, 0.0843833
31.6, 0.0853176
31.8, 0.0861098
32, 0.0865207
32.2, 0.088296
32.4, 0.0912709
32.6, 0.0925328
32.8, 0.0945232
33, 0.096452
33.2, 0.0980591
33.4, 0.0985845
33.6, 0.10024
33.8, 0.100519
34, 0.102535
34.2, 0.103104
34.4, 0.104952
34.6, 0.107127
34.8, 0.110056
35, 0.110333
35.2, 0.112178
35.4, 0.113605
35.6, 0.114309
35.8, 0.114105
36, 0.115517
36.2, 0.1168
36.4, 0.117711
36.6, 0.118412
36.8, 0.121318
37, 0.123895
37.2, 0.125863
37.4, 0.127608
37.6, 0.13007
37.8, 0.129879
38, 0.131001
38.2, 0.13144
38.4, 0.132184
38.6, 0.13344
38.8, 0.136057
39, 0.137628
39.2, 0.138753
39.4, 0.140569
39.6, 0.141776
39.8, 0.142008
40, 0.143247
40.2, 0.145317
40.4, 0.146523
40.6, 0.147822
40.8, 0.150154
41, 0.151378
41.2, 0.152645
41.4, 0.154871
41.6, 0.15701
41.8, 0.158844
42, 0.159621
42.2, 0.162005
42.4, 0.16408
42.6, 0.165296
42.8, 0.166442
43, 0.168164
43.2, 0.169453
43.4, 0.170311
43.6, 0.172594
43.8, 0.173645
44, 0.176245
44.2, 0.177538
44.4, 0.179198
44.6, 0.180921
44.8, 0.183277
45, 0.184962
45.2, 0.186975
45.4, 0.188864
45.6, 0.190598
45.8, 0.191812
46, 0.194156
46.2, 0.195269
46.4, 0.19651
46.6, 0.196457
46.8, 0.198695
47, 0.199472
47.2, 0.200881
47.4, 0.202933
47.6, 0.206506
47.8, 0.208484
48, 0.210959
48.2, 0.213445
48.4, 0.215133
48.6, 0.21576
48.8, 0.216427
49, 0.216694
49.2, 0.218177
49.4, 0.2204
49.6, 0.223416
49.8, 0.225855
50, 0.227116
50.2, 0.228499
50.4, 0.229711
50.6, 0.230752
50.8, 0.23082
51, 0.232193
51.2, 0.233285
51.4, 0.234524
51.6, 0.23544
51.8, 0.238712
52, 0.241591
52.2, 0.245053
52.4, 0.246307
52.6, 0.247732
52.8, 0.249917
53, 0.249986
53.2, 0.250647
53.4, 0.252911
53.6, 0.25462
53.8, 0.255419
54, 0.258796
54.2, 0.259216
54.4, 0.261775
54.6, 0.263207
54.8, 0.264582
55, 0.266463
55.2, 0.268327
55.4, 0.268498
55.6, 0.270981
55.8, 0.271487
56, 0.273228
56.2, 0.274322
56.4, 0.275737
56.6, 0.277095
56.8, 0.279024
57, 0.279429
57.2, 0.282289
57.4, 0.284385
57.6, 0.286725
57.8, 0.288553
58, 0.290245
58.2, 0.290551
58.4, 0.292676
58.6, 0.293106
58.8, 0.294423
59, 0.29564
59.2, 0.298863
59.4, 0.299343
59.6, 0.301483
59.8, 0.303849
60, 0.305062
60.2, 0.306571
60.4, 0.307321
60.6, 0.308748
60.8, 0.309412
61, 0.312952
61.2, 0.314153
61.4, 0.316742
61.6, 0.317555
61.8, 0.32055
62, 0.320456
62.2, 0.321598
62.4, 0.323301
62.6, 0.326208
62.8, 0.32641
63, 0.329242
63.2, 0.330652
63.4, 0.332726
63.6, 0.332998
63.8, 0.335475
64, 0.336267
64.2, 0.338833
64.4, 0.338833
64.6, 0.341001
64.8, 0.342597
65, 0.343671
65.2, 0.344907
65.4, 0.346682
65.6, 0.3489
65.8, 0.350991
66, 0.351289
66.2, 0.353825
66.4, 0.356096
66.6, 0.356582
66.8, 0.357951
67, 0.361461
67.2, 0.361317
67.4, 0.36342
67.6, 0.364968
67.8, 0.367104
68, 0.36835
68.2, 0.370795
68.4, 0.370763
68.6, 0.372161
68.8, 0.373521
69, 0.375303
69.2, 0.376413
69.4, 0.380051
69.6, 0.382036
69.8, 0.382358
70, 0.383878
70.2, 0.385395
70.4, 0.38671
70.6, 0.388975
70.8, 0.390038
71, 0.390873
71.2, 0.392447
71.4, 0.393318
71.6, 0.394266
71.8, 0.397137
72, 0.398653
72.2, 0.401064
72.4, 0.402968
