Time (s), Binding (nm)
0, 0, Step 1
0.2, -0.0021145
0.4, -0.00349973
0.6, -0.00322976
0.8, -0.00147643
1, -0.00196974
1.2, -0.000827712
1.4, -0.000230054
1.6, 0.00121565
1.8, 4.98845e-005
2, 0.000892031
2.2, 0.00085578
2.4, 0.00148943
2.6, 0.000946383
2.8, 0.000300603
3, 0.00154012
3.2, 0.00219054
3.4, 0.0023823
3.6, 0.00232658
3.8, 0.00361895
4, 0.00320633
4.2, 0.00201839
4.4, 0.00298707
4.6, 0.00312295
4.8, 0.00229692
5, 0.00209873
5.2, 0.00146345
5.4, 0.000694579
5.6, -0.000921598
5.8, -7.75508e-005
6, -0.000289391
6.2, 0.00123307
6.4, 0.000141996
6.6, 0.00142059
6.8, 0.000665045
7, 0.000219421
7.2, -0.000550715
7.4, -0.000281983
7.6, 0.000462943
7.8, 0.000817956
8, 0.00148226
8.2, 0.00245728
8.4, 0.00253172
8.6, 0.000772573
8.8, 0.000227185
9, -0.000128564
9.2, -0.0013039
9.4, -0.00103989
9.6, -0.000633895
9.8, 3.89294e-005
10, -0.000782511
10.2, 9.42454e-005
10.4, -9.24332e-005
10.6, -7.01673e-005
10.8, -0.000408613
11, 0.00089156
11.2, 0.000780664
11.4, 0.00108858
11.6, 0.000369883
11.8, -8.57385e-005
12, -0.00106831
12.2, -0.00146053
12.4, -0.00237498
12.6, -0.00250724
12.8, -0.00197273
13, -0.00197654
13.2, -0.00230682
13.4, -0.00188721
13.6, -0.00150906
13.8, -0.00144846
14, -0.00249435
14.2, -0.00243475
14.4, -0.00302998
14.6, -0.00310591
14.8, -0.00335268
15, -0.00240321
15.2, -0.00238678
15.4, -0.00177578
15.6, -0.00265894
15.8, -0.00350391
16, -0.0033249
16.2, -0.00341805
16.4, -0.00464385
16.6, -0.00541964
16.8, -0.00453348
17, -0.00625177
17.2, -0.00611014
17.4, -0.00566425
17.6, -0.00392169
17.8, -0.00497533
18, -0.00415462
18.2, -0.0053495
18.4, -0.00552154
18.6, -0.00643391
18.8, -0.00590054
19, -0.00619033
19.2, -0.00610333
19.4, -0.00525396
19.6, -0.00524492
19.8, -0.0051813
20, -0.00467571
20.2, -0.00409914
20.4, -0.00439014
20.6, -0.00436123
20.8, -0.0042764
21, -0.00480217
21.2, -0.00484667
21.4, -0.00556667
21.6, -0.0053866
21.8, -0.00650796
22, -0.00689829
22.2, -0.00636796
22.4, -0.00629163
22.6, -0.00650671
22.8, -0.00648174
23, -0.00599308
23.2, -0.00618639
23.4, -0.00573611
23.6, -0.00562419
23.8, -0.00572899
24, -0.00545321
24.2, -0.00573506
24.4, -0.0066584
24.6, -0.00721511
24.8, -0.00609624
25, -0.00646656
25.2, -0.00665652
25.4, -0.00491774
25.6, -0.00489723
25.8, -0.00521037
26, -0.00536959
26.2, -0.00554518
26.4, -0.0065438
26.6, -0.00589208
26.8, -0.00589929
27, -0.00549875
27.2, -0.00544202
27.4, -0.00492358
27.6, -0.00613611
27.8, -0.00689493
28, -0.00686871
28.2, -0.00594063
28.4, -0.00590746
28.6, -0.00497648
28.8, -0.00447966
29, -0.00505482
29.2, -0.00588458
29.4, -0.00731155
29.6, -0.00740693
29.8, -0.00754244
30, 0.12134, Step 2
30.2, 0.111879
30.4, 0.10836
30.6, 0.101859
30.8, 0.0970889
31, 0.0929001
31.2, 0.0897452
31.4, 0.0874031
31.6, 0.0864035
31.8, 0.0871449
32, 0.08632
32.2, 0.0868649
32.4, 0.0885073
32.6, 0.0902828
32.8, 0.0903649
33, 0.093031
33.2, 0.095082
33.4, 0.096277
33.6, 0.0982484
33.8, 0.100656
34, 0.102684
34.2, 0.105454
34.4, 0.106813
34.6, 0.10725
34.8, 0.109248
35, 0.111532
35.2, 0.112193
35.4, 0.114148
35.6, 0.115618
35.8, 0.116283
36, 0.116264
36.2, 0.118091
36.4, 0.117975
36.6, 0.121197
36.8, 0.122949
37, 0.123414
37.2, 0.125478
37.4, 0.127362
37.6, 0.128082
37.8, 0.129227
38, 0.131685
38.2, 0.13248
38.4, 0.13554
38.6, 0.136958
38.8, 0.139357
39, 0.14236
39.2, 0.143617
39.4, 0.145123
39.6, 0.147498
39.8, 0.147846
40, 0.149071
40.2, 0.150131
40.4, 0.151043
40.6, 0.152432
40.8, 0.154203
41, 0.155248
41.2, 0.157448
41.4, 0.158718
41.6, 0.16033
41.8, 0.161753
42, 0.163081
42.2, 0.164987
42.4, 0.166909
42.6, 0.167951
42.8, 0.170581
43, 0.172644
43.2, 0.173962
43.4, 0.175915
43.6, 0.178451
43.8, 0.17962
44, 0.181619
44.2, 0.183523
44.4, 0.184818
44.6, 0.185976
44.8, 0.186678
45, 0.187306
45.2, 0.18877
45.4, 0.189397
45.6, 0.191388
45.8, 0.194309
46, 0.196411
46.2, 0.199179
46.4, 0.202185
46.6, 0.202388
46.8, 0.204495
47, 0.205987
47.2, 0.207665
47.4, 0.208919
47.6, 0.211531
47.8, 0.213446
48, 0.214312
48.2, 0.215521
48.4, 0.216861
48.6, 0.218495
48.8, 0.219187
49, 0.22108
49.2, 0.222261
49.4, 0.223585
49.6, 0.225914
49.8, 0.227782
50, 0.229083
50.2, 0.230665
50.4, 0.233136
50.6, 0.235027
50.8, 0.237077
51, 0.239902
51.2, 0.242326
51.4, 0.243798
51.6, 0.244396
51.8, 0.244806
52, 0.246666
52.2, 0.247102
52.4, 0.248889
52.6, 0.250548
52.8, 0.25319
53, 0.254436
53.2, 0.256731
53.4, 0.258281
53.6, 0.259765
53.8, 0.261358
54, 0.262909
54.2, 0.264561
54.4, 0.266094
54.6, 0.26899
54.8, 0.270576
55, 0.27341
55.2, 0.275333
55.4, 0.277454
55.6, 0.279005
55.8, 0.280407
56, 0.281259
56.2, 0.282503
56.4, 0.283528
56.6, 0.284799
56.8, 0.286588
57, 0.288244
57.2, 0.290017
57.4, 0.292178
57.6, 0.293589
57.8, 0.295757
58, 0.298251
58.2, 0.299932
58.4, 0.30184
58.6, 0.303028
58.8, 0.304941
59, 0.305552
59.2, 0.308292
59.4, 0.30921
59.6, 0.311367
59.8, 0.312617
60, 0.314463
60.2, 0.315651
60.4, 0.318149
60.6, 0.320145
60.8, 0.321436
61, 0.32238
61.2, 0.323682
61.4, 0.325801
61.6, 0.326718
61.8, 0.329179
62, 0.331589
62.2, 0.33322
62.4, 0.33427
62.6, 0.335434
62.8, 0.337172
63, 0.338889
63.2, 0.340385
63.4, 0.342363
63.6, 0.345282
63.8, 0.346867
64, 0.349056
64.2, 0.350393
64.4, 0.352091
64.6, 0.353713
64.8, 0.354998
65, 0.355113
65.2, 0.357364
65.4, 0.359168
65.6, 0.36121
65.8, 0.362526
66, 0.365264
66.2, 0.367017
66.4, 0.367279
66.6, 0.369819
66.8, 0.372534
67, 0.374669
67.2, 0.375591
67.4, 0.378998
67.6, 0.379728
67.8, 0.38056
68, 0.38206
68.2, 0.384466
68.4, 0.385722
68.6, 0.386472
68.8, 0.388017
69, 0.388598
69.2, 0.39141
69.4, 0.392244
69.6, 0.394073
69.8, 0.396169
70, 0.398693
70.2, 0.399358
70.4, 0.401802
70.6, 0.40439
70.8, 0.406773
71, 0.40843
71.2, 0.40916
71.4, 0.411748
71.6, 0.412869
71.8, 0.414307
72, 0.417369
72.2, 0.420502
72.4, 0.421569
72.6, 0.424102
72.8, 0.425302
73, 0.425843
73.2, 0.427556
73.4, 0.428906
73.6, 0.428807
73.8, 0.429889
74, 0.431528
74.2, 0.432288
74.4, 0.434252
74.6, 0.437467
74.8, 0.438887
75, 0.441663
75.2, 0.444143
75.4, 0.445251
75.6, 0.446137
75.8, 0.449127
76, 0.449977
76.2, 0.451275
76.4, 0.454416
76.6, 0.456122
76.8, 0.457166
77, 0.459036
77.2, 0.461057
77.4, 0.460847
77.6, 0.463242
77.8, 0.465416
78, 0.466856
78.2, 0.467837
78.4, 0.470058
78.6, 0.470608
78.8, 0.472717
79, 0.474484
79.2, 0.475714
79.4, 0.478137
79.6, 0.48065
79.8, 0.482058
80, 0.484351
80.2, 0.487266
80.4, 0.488153
80.6, 0.489305
80.8, 0.490905
81, 0.491913
81.2, 0.493199
81.4, 0.495003
81.6, 0.496562
81.8, 0.498887
82, 0.501587
82.2, 0.501739
82.4, 0.502908
82.6, 0.504166
82.8, 0.50457
83, 0.505307
83.2, 0.509033
83.4, 0.510992
83.6, 0.514743
83.8, 0.516769
84, 0.517789
84.2, 0.518386
84.4, 0.520653
84.6, 0.521652
84.8, 0.523109
85, 0.525491
85.2, 0.527484
85.4, 0.52848
85.6, 0.529365
85.8, 0.530683
86, 0.531667
86.2, 0.533349
86.4, 0.535012
86.6, 0.536414
86.8, 0.539048
87, 0.540579
87.2, 0.542253
87.4, 0.543772
87.6, 0.546135
87.8, 0.547624
88, 0.550277
88.2, 0.552053
88.4, 0.554772
88.6, 0.55623
88.8, 0.557434
89, 0.559618
89.2, 0.560995
89.4, 0.563397
89.6, 0.564843
89.8, 0.56658
90, 0.568105
90.2, 0.569348
90.4, 0.570104
90.6, 0.572238
90.8, 0.573891
91, 0.575424
91.2, 0.57904
91.4, 0.579607
91.6, 0.582047
91.8, 0.584339
92, 0.585739
92.2, 0.586414
92.4, 0.59032
92.6, 0.591534
92.8, 0.592872
93, 0.593962
93.2, 0.596275
93.4, 0.597851
93.6, 0.598474
93.8, 0.600119
94, 0.601955
94.2, 0.60267
94.4, 0.603586
94.6, 0.606423
94.8, 0.607293
95, 0.609632
95.2, 0.612268
95.4, 0.613603
95.6, 0.614149
95.8, 0.617345
96, 0.61832
96.2, 0.61882
96.4, 0.619454
96.6, 0.6216
96.8, 0.622246
97, 0.623481
97.2, 0.62528
97.4, 0.628252
97.6, 0.629137
97.8, 0.630278
98, 0.632532
98.2, 0.634076
98.4, 0.635442
98.6, 0.637474
98.8, 0.639407
99, 0.641028
99.2, 0.643081
99.4, 0.644389
99.6, 0.646462
99.8, 0.648375
100, 0.650012
100.2, 0.651271
100.4, 0.652027
100.6, 0.653792
100.8, 0.654572
101, 0.655858
101.2, 0.657518
101.4, 0.659546
101.6, 0.661552
101.8, 0.663177
102, 0.665804
102.2, 0.666588
102.4, 0.669042
102.6, 0.67046
102.8, 0.672811
103, 0.67366
103.2, 0.676237
103.4, 0.677358
103.6, 0.678248
103.8, 0.679309
104, 0.680696
104.2, 0.682044
104.4, 0.684943
104.6, 0.687187
104.8, 0.689909
105, 0.692301
105.2, 0.694247
105.4, 0.694011
105.6, 0.694554
105.8, 0.694189
106, 0.695581
106.2, 0.698071
106.4, 0.699881
106.6, 0.702188
106.8, 0.705441
107, 0.70598
107.2, 0.706675
107.4, 0.709411
107.6, 0.711602
107.8, 0.713321
108, 0.71642
108.2, 0.718523
108.4, 0.719586
108.6, 0.72057
108.8, 0.721965
109, 0.723229
109.2, 0.725161
109.4, 0.726993
109.6, 0.728326
109.8, 0.729631
110, 0.731295
110.2, 0.730787
110.4, 0.731306
110.6, 0.733661
110.8, 0.735919
111, 0.737978
111.2, 0.741264
111.4, 0.742963
111.6, 0.744692
111.8, 0.744767
112, 0.746075
112.2, 0.746985
112.4, 0.748966
112.6, 0.749539
112.8, 0.752738
113, 0.753078
113.2, 0.755499
113.4, 0.756665
113.6, 0.75902
113.8, 0.759224
114, 0.760494
114.2, 0.761597
114.4, 0.763621
114.6, 0.765989
114.8, 0.768069
115, 0.770766
115.2, 0.772038
115.4, 0.774339
115.6, 0.77502
115.8, 0.777658
116, 0.780095
116.2, 0.782546
116.4, 0.783735
116.6, 0.785276
116.8, 0.786578
117, 0.787299
117.2, 0.789021
117.4, 0.791541
117.6, 0.792888
117.8, 0.794172
118, 0.794618
118.2, 0.795183
118.4, 0.795918
118.6, 0.797583
118.8, 0.799397
119, 0.801862
119.2, 0.803667
119.4, 0.805476
119.6, 0.806739
119.8, 0.807351
120, 0.809491
120.2, 0.810503
120.4, 0.812139
120.6, 0.814932
120.8, 0.816784
121, 0.817944
121.2, 0.820228
121.4, 0.821402
121.6, 0.822467
121.8, 0.823781
122, 0.825802
122.2, 0.828733
122.4, 0.830351
122.6, 0.831785
122.8, 0.833837
123, 0.835116
123.2, 0.83598
123.4, 0.837589
123.6, 0.838831
123.8, 0.840802
124, 0.842666
124.2, 0.843796
124.4, 0.844876
124.6, 0.846662
124.8, 0.847006
125, 0.848622
125.2, 0.850188
125.4, 0.851765
125.6, 0.852839
125.8, 0.853904
126, 0.85487
126.2, 0.856346
126.4, 0.857679
126.6, 0.86031
126.8, 0.862639
127, 0.864589
127.2, 0.865988
127.4, 0.868145
127.6, 0.869478
127.8, 0.87148
128, 0.87265
128.2, 0.873964
128.4, 0.875061
128.6, 0.876256
128.8, 0.877555
129, 0.879028
129.2, 0.880386
129.4, 0.882369
129.6, 0.883152
129.8, 0.884748
130, 0.886327
130.2, 0.888118
130.4, 0.889215
130.6, 0.891713
130.8, 0.893523
131, 0.895199
131.2, 0.897332
131.4, 0.899239
131.6, 0.900538
131.8, 0.901901
132, 0.903126
132.2, 0.904634
132.4, 0.906259
132.6, 0.907074
132.8, 0.908577
133, 0.91061
133.2, 0.911817
133.4, 0.912784
133.6, 0.914635
133.8, 0.915346
134, 0.916486
134.2, 0.918114
134.4, 0.920368
134.6, 0.922692
134.8, 0.925714
135, 0.927881
135.2, 0.928463
135.4, 0.929961
135.6, 0.930673
135.8, 0.932601
136, 0.934016
136.2, 0.936226
136.4, 0.937737
136.6, 0.938786
136.8, 0.939788
137, 0.940263
137.2, 0.941794
137.4, 0.94346
137.6, 0.945911
137.8, 0.947161
138, 0.949739
138.2, 0.95084
138.4, 0.95241
138.6, 0.953295
138.8, 0.954498
139, 0.955628
139.2, 0.957546
139.4, 0.958636
139.6, 0.959541
139.8, 0.961342
140, 0.963084
140.2, 0.963865
140.4, 0.964821
140.6, 0.967015
140.8, 0.96813
141, 0.970181
141.2, 0.972043
141.4, 0.974856
141.6, 0.976575
141.8, 0.977244
142, 0.977526
142.2, 0.980764
142.4, 0.982234
142.6, 0.983541
142.8, 0.985472
143, 0.988026
143.2, 0.988349
143.4, 0.988815
143.6, 0.991349
143.8, 0.992894
144, 0.994803
144.2, 0.996982
144.4, 0.999339
144.6, 1.00027
144.8, 1.00296
145, 1.00249
145.2, 1.00255
145.4, 1.00342
145.6, 1.00418
145.8, 1.00551
146, 1.00847
146.2, 1.0097
146.4, 1.0114
146.6, 1.01315
146.8, 1.01446
147, 1.01559
147.2, 1.01762
147.4, 1.01849
147.6, 1.0198
147.8, 1.02118
148, 1.02256
148.2, 1.02391
148.4, 1.02517
148.6, 1.02695
148.8, 1.02844
149, 1.03055
149.2, 1.03146
149.4, 1.03258
149.6, 1.03445
149.8, 1.03483
150, 1.03545
150.2, 1.03816
150.4, 1.04022
150.6, 1.04199
150.8, 1.0441
151, 1.04536
151.2, 1.04581
151.4, 1.04695
151.6, 1.04751
151.8, 1.04857
152, 1.05029
152.2, 1.05191
152.4, 1.0537
152.6, 1.05603
152.8, 1.05809
153, 1.06019
153.2, 1.06219
153.4, 1.06418
153.6, 1.0643
153.8, 1.06641
154, 1.06874
154.2, 1.07001
154.4, 1.07167
154.6, 1.07401
154.8, 1.07468
155, 1.07501
155.2, 1.07668
155.4, 1.07774
155.6, 1.07929
155.8, 1.08063
156, 1.08182
156.2, 1.08292
156.4, 1.08387
156.6, 1.08457
156.8, 1.08617
157, 1.08789
157.2, 1.08855
157.4, 1.08991
157.6, 1.09228
157.8, 1.09433
158, 1.09595
158.2, 1.09756
158.4, 1.10042
158.6, 1.10027
158.8, 1.10065
159, 1.10141
159.2, 1.10413
159.4, 1.10427
159.6, 1.10738
159.8, 1.11032
160, 1.1106
160.2, 1.11195
160.4, 1.11343
160.6, 1.11409
160.8, 1.11454
161, 1.1167
161.2, 1.1178
161.4, 1.12027
161.6, 1.12218
161.8, 1.12316
162, 1.12462
162.2, 1.12516
162.4, 1.12558
162.6, 1.1263
162.8, 1.12845
163, 1.13019
163.2, 1.13263
163.4, 1.13414
163.6, 1.1357
163.8, 1.13719
164, 1.13904
164.2, 1.13975
164.4, 1.1413
164.6, 1.14261
164.8, 1.14294
165, 1.14313
165.2, 1.14435
165.4, 1.1462
165.6, 1.1487
165.8, 1.15059
166, 1.15261
166.2, 1.15504
166.4, 1.15573
166.6, 1.15657
166.8, 1.15862
167, 1.15937
167.2, 1.16037
167.4, 1.16115
167.6, 1.16219
167.8, 1.16302
168, 1.16442
168.2, 1.16506
168.4, 1.1672
168.6, 1.16822
168.8, 1.16934
169, 1.17115
169.2, 1.17342
169.4, 1.17472
169.6, 1.17765
169.8, 1.17955
170, 1.18147
170.2, 1.18334
170.4, 1.18552
170.6, 1.18579
170.8, 1.18737
171, 1.18881
171.2, 1.18947
171.4, 1.18932
171.6, 1.19096
171.8, 1.19168
172, 1.19314
172.2, 1.19536
172.4, 1.19746
172.6, 1.19887
172.8, 1.20043
173, 1.20143
173.2, 1.20204
173.4, 1.20333
173.6, 1.20413
173.8, 1.20582
174, 1.20757
174.2, 1.20915
174.4, 1.20927
174.6, 1.21173
174.8, 1.2127
175, 1.21418
175.2, 1.21633
175.4, 1.21921
175.6, 1.22064
175.8, 1.22202
176, 1.22319
176.2, 1.22356
176.4, 1.22561
176.6, 1.22658
176.8, 1.2285
177, 1.22901
177.2, 1.23099
177.4, 1.23215
177.6, 1.23391
177.8, 1.23524
178, 1.23766
178.2, 1.23861
178.4, 1.23896
178.6, 1.23948
178.8, 1.24077
179, 1.24119
179.2, 1.24321
179.4, 1.24543
179.6, 1.24766
179.8, 1.24873
180, 1.25016
180.2, 1.25014
180.4, 1.24999
180.6, 1.25087
180.8, 1.25189
181, 1.25387
181.2, 1.2556
181.4, 1.25848
181.6, 1.26002
181.8, 1.26039
182, 1.26129
182.2, 1.26399
182.4, 1.26401
182.6, 1.26476
182.8, 1.26808
183, 1.26979
183.2, 1.26961
183.4, 1.27126
183.6, 1.27372
183.8, 1.27474
184, 1.2754
184.2, 1.27792
184.4, 1.27921
184.6, 1.27923
184.8, 1.27975
185, 1.28082
185.2, 1.28161
185.4, 1.28409
185.6, 1.28468
185.8, 1.28573
186, 1.28726
186.2, 1.28804
186.4, 1.28852
186.6, 1.29084
186.8, 1.29187
187, 1.29348
187.2, 1.29594
187.4, 1.29678
187.6, 1.29767
187.8, 1.29988
188, 1.30209
188.2, 1.30314
188.4, 1.30665
188.6, 1.30738
188.8, 1.30815
189, 1.30901
