,0: 0.0E+00 0.0E+00,1: 0.0E+00 0.0E+00,2: 0.0E+00 0.0E+00,3: 0.0E+00 0.0E+00,4: 0.0E+00 0.0E+00,5: 0.0E+00 0.0E+00
320.4,-0.0669279,-0.0141914,0.0387431,0.0941467,0.106823,1.23192
320.6,-0.0661206,-0.0141188,0.0381583,0.0946421,0.106368,1.23267
320.8,-0.0659944,-0.014766,0.0384877,0.0939234,0.108271,1.23369
321.0,-0.0669255,-0.0141178,0.0379506,0.0944224,0.106814,1.23339
321.2,-0.0671942,-0.0143064,0.0374209,0.0946491,0.106225,1.23294
321.4,-0.0675254,-0.0138793,0.0368444,0.0949191,0.105481,1.23314
321.6,-0.0686951,-0.0147711,0.0359489,0.0940656,0.105996,1.23177
321.8,-0.0686881,-0.0145042,0.0356385,0.0945648,0.104542,1.23147
322.0,-0.0690114,-0.0139705,0.0354609,0.0937905,0.104968,1.2316
322.2,-0.0688111,-0.0140281,0.0353634,0.0937917,0.105087,1.23208
322.4,-0.0683133,-0.0140526,0.034832,0.0930576,0.105879,1.23202
322.6,-0.0685154,-0.0131596,0.0346791,0.0934589,0.105879,1.23287
322.8,-0.0687936,-0.0134288,0.0347735,0.0926046,0.106121,1.23323
323.0,-0.0677544,-0.0139942,0.0350591,0.0930122,0.106256,1.23378
323.2,-0.0676251,-0.0143067,0.0362081,0.0924355,0.10573,1.23405
323.4,-0.0676981,-0.0147022,0.0370417,0.0925321,0.105046,1.23373
323.6,-0.0674976,-0.0145112,0.037014,0.0924515,0.104872,1.23345
323.8,-0.0672803,-0.0134625,0.0381042,0.0927148,0.105317,1.23444
324.0,-0.067383,-0.0132042,0.0379003,0.0921126,0.105527,1.23319
324.2,-0.0679894,-0.0131455,0.0372522,0.0927974,0.106051,1.233
324.4,-0.0668953,-0.012657,0.0357048,0.0931796,0.106141,1.23327
324.6,-0.066718,-0.0132799,0.0349026,0.0927268,0.105729,1.23405
324.8,-0.0674063,-0.014346,0.0335261,0.0934149,0.105564,1.23318
325.0,-0.0675548,-0.0146166,0.034627,0.0937253,0.105321,1.23397
325.2,-0.0673254,-0.0142582,0.0348547,0.0937622,0.104256,1.23326
325.4,-0.0675491,-0.0142713,0.0367843,0.0934625,0.104132,1.23443
325.6,-0.0679109,-0.0143697,0.0379646,0.0947679,0.10449,1.23413
325.8,-0.0675263,-0.0146762,0.0387161,0.0945092,0.10408,1.23423
326.0,-0.0669496,-0.0143077,0.037698,0.0944519,0.104268,1.23458
326.2,-0.0661427,-0.0143971,0.0373205,0.0932553,0.105,1.23576
326.4,-0.0666329,-0.0145643,0.036669,0.0928185,0.106165,1.23474
326.6,-0.0663536,-0.0152148,0.036339,0.091219,0.106145,1.23507
326.8,-0.0663449,-0.0142077,0.0359414,0.0909507,0.105957,1.23576
327.0,-0.0669692,-0.0143631,0.0362366,0.090609,0.105882,1.23616
327.2,-0.0679889,-0.0147276,0.0359917,0.0907016,0.105637,1.23647
327.4,-0.068179,-0.0147913,0.0355379,0.0916618,0.10349,1.23733
327.6,-0.0689583,-0.0135355,0.036079,0.0922441,0.103543,1.23737
327.8,-0.069763,-0.0139276,0.0366408,0.092918,0.10456,1.23626
328.0,-0.0701635,-0.0148231,0.0366516,0.0934365,0.104686,1.23589
328.2,-0.0696559,-0.0135919,0.0369572,0.0936484,0.1049,1.2358
328.4,-0.0702615,-0.0146095,0.0366698,0.0927679,0.105815,1.23626
328.6,-0.069455,-0.0140899,0.0357338,0.0929366,0.105842,1.23717
328.8,-0.069068,-0.0142672,0.034819,0.092014,0.104295,1.23824
329.0,-0.0687152,-0.0140123,0.0352408,0.091775,0.103771,1.23959
329.2,-0.0692364,-0.0153176,0.0351214,0.092667,0.103553,1.24001
329.4,-0.0683897,-0.0143305,0.0344188,0.0937494,0.103301,1.23958
329.6,-0.0688443,-0.0150074,0.0352874,0.0933954,0.103415,1.23963
329.8,-0.0684065,-0.0150015,0.0352106,0.0933944,0.103749,1.23898
330.0,-0.0689131,-0.0154202,0.0346166,0.0939777,0.103639,1.23766
330.2,-0.0697211,-0.0149534,0.0341885,0.0932709,0.104357,1.23692
330.4,-0.0695008,-0.0153077,0.0353859,0.09309,0.105599,1.23686
330.6,-0.0691431,-0.0152047,0.0349008,0.0930627,0.10562,1.23665
330.8,-0.068881,-0.0150188,0.035264,0.0940098,0.106192,1.23624
331.0,-0.068316,-0.0139444,0.0354438,0.0931951,0.106048,1.23642
331.2,-0.0675342,-0.0137278,0.0354207,0.0928931,0.105951,1.23708
331.4,-0.0678528,-0.0135755,0.0360084,0.0917565,0.105473,1.23736
331.6,-0.0671797,-0.0143526,0.0363391,0.0921393,0.104894,1.23664
331.8,-0.0671602,-0.0142913,0.0364207,0.0917231,0.10508,1.23683
332.0,-0.0675878,-0.0150814,0.0352903,0.0925672,0.10567,1.23687
332.2,-0.0678425,-0.0152242,0.0359573,0.0918927,0.105,1.23637
332.4,-0.0679624,-0.0157234,0.0348645,0.0926907,0.104239,1.23669
332.6,-0.0677174,-0.0152076,0.0339818,0.0925119,0.10438,1.23646
332.8,-0.0680668,-0.0149191,0.0337184,0.0930875,0.103812,1.23755
333.0,-0.0675344,-0.0144252,0.0345534,0.0919381,0.103488,1.23823
333.2,-0.0671386,-0.0148486,0.0342449,0.0935724,0.103983,1.24
333.4,-0.0666006,-0.0149286,0.0344944,0.0937137,0.104244,1.23915
333.6,-0.0681125,-0.0148937,0.0352761,0.0934226,0.104739,1.23946
333.8,-0.0677639,-0.0155743,0.03595,0.0924521,0.10436,1.23946
334.0,-0.0681689,-0.0161081,0.0363895,0.0927807,0.104634,1.23971
334.2,-0.0678571,-0.0155805,0.0370377,0.0924543,0.104331,1.2382
334.4,-0.068266,-0.0150908,0.0365624,0.0922555,0.103909,1.23932
334.6,-0.067929,-0.0143409,0.0357169,0.0918277,0.103681,1.23912
334.8,-0.0686131,-0.0147354,0.0357921,0.0921086,0.104747,1.23904
335.0,-0.0684744,-0.0144429,0.0359456,0.0926139,0.104462,1.23954
335.2,-0.0690884,-0.0144933,0.0357423,0.0921176,0.104614,1.24065
335.4,-0.0694829,-0.0145626,0.0360003,0.0923715,0.105524,1.24082
335.6,-0.0691181,-0.0152141,0.0368919,0.0930992,0.1051,1.24211
335.8,-0.0691776,-0.013858,0.0361171,0.0937781,0.105115,1.24192
336.0,-0.0694154,-0.0143281,0.0353639,0.0931601,0.105323,1.24168
336.2,-0.0698316,-0.014293,0.0351791,0.0937719,0.10529,1.24129
336.4,-0.0693189,-0.0138463,0.0349395,0.0928055,0.104945,1.24148
336.6,-0.0696744,-0.0149074,0.0345121,0.0918091,0.10531,1.24117
336.8,-0.0694044,-0.0155666,0.0345551,0.0906775,0.104474,1.24156
337.0,-0.0696889,-0.0152177,0.0353321,0.0904579,0.104164,1.24164
337.2,-0.0695074,-0.0158295,0.034311,0.0899761,0.104387,1.24139
337.4,-0.0700136,-0.0162688,0.0345268,0.0905546,0.103926,1.24246
337.6,-0.0699777,-0.0152381,0.0344351,0.0916176,0.104132,1.24196
337.8,-0.0699428,-0.0153563,0.0349526,0.0923995,0.104961,1.24246
338.0,-0.0694811,-0.0158612,0.0342049,0.0930934,0.10529,1.2432
338.2,-0.0689161,-0.0160919,0.0351563,0.0930179,0.104581,1.24378
338.4,-0.0687979,-0.0158026,0.0352858,0.0934501,0.104668,1.24285
338.6,-0.0688665,-0.0165751,0.0352459,0.0928005,0.104123,1.24416
338.8,-0.0693179,-0.0161927,0.0353221,0.0918798,0.103404,1.24399
339.0,-0.0694605,-0.0150635,0.035559,0.0914715,0.103735,1.24363
339.2,-0.0686334,-0.015532,0.0350119,0.0918747,0.104381,1.24291
339.4,-0.0686045,-0.0160174,0.035283,0.0912909,0.104858,1.24283
339.6,-0.0684885,-0.0150845,0.0356748,0.0915293,0.104546,1.24329
339.8,-0.0682843,-0.0152779,0.0360264,0.092945,0.104059,1.24296
340.0,-0.0690383,-0.0162231,0.0354346,0.0926903,0.103662,1.24296
340.2,-0.0708614,-0.0158954,0.0349905,0.0930343,0.103636,1.24347
340.4,-0.0706915,-0.0170251,0.0356226,0.0935096,0.103493,1.24319
340.6,-0.0707228,-0.0179767,0.0354482,0.0937945,0.103822,1.24286
340.8,-0.0703632,-0.0185291,0.0346858,0.0928982,0.103791,1.24284
341.0,-0.0702289,-0.0183745,0.0348859,0.0933094,0.103827,1.24244
341.2,-0.0694258,-0.0177577,0.0353118,0.0931723,0.103282,1.24237
341.4,-0.0694494,-0.0160543,0.0342872,0.0933579,0.103132,1.24334
341.6,-0.0692383,-0.0156281,0.0336706,0.0930491,0.103111,1.24346
341.8,-0.0702689,-0.0152309,0.0331847,0.0926323,0.104152,1.24464
342.0,-0.0702427,-0.0143768,0.0334179,0.0925658,0.1036,1.24502
342.2,-0.0711144,-0.013859,0.0337841,0.0917861,0.103718,1.24623
342.4,-0.0714849,-0.0140077,0.0334864,0.0914662,0.104236,1.24568
342.6,-0.0717574,-0.0137128,0.0336651,0.0916665,0.103899,1.24479
342.8,-0.0715966,-0.0143383,0.0342618,0.0921559,0.102965,1.24506
343.0,-0.071094,-0.0155159,0.0350068,0.0920242,0.103185,1.2451
343.2,-0.0703239,-0.0165199,0.0351997,0.0918584,0.102675,1.24484
343.4,-0.0704121,-0.0170137,0.0358073,0.092136,0.101591,1.24518
343.6,-0.0718519,-0.0170998,0.0352652,0.0918798,0.1022,1.2473
343.8,-0.0717905,-0.0162597,0.0356164,0.0918277,0.102148,1.24726
344.0,-0.0722775,-0.015877,0.0347675,0.0918727,0.102969,1.24745
344.2,-0.0726224,-0.0156892,0.0343872,0.0925559,0.104011,1.24742
344.4,-0.07279,-0.0155585,0.0342174,0.0921236,0.104222,1.24683
344.6,-0.0711787,-0.0160371,0.0350666,0.0918029,0.104448,1.24515
344.8,-0.0712654,-0.0164548,0.0348675,0.0923181,0.104833,1.24519
345.0,-0.0707976,-0.0157547,0.0353878,0.0918151,0.105388,1.24568
345.2,-0.0708705,-0.0160546,0.0355068,0.0918492,0.104927,1.24498
345.4,-0.0704993,-0.0156509,0.0357119,0.0927234,0.105609,1.24618
345.6,-0.0709237,-0.0153472,0.0357771,0.0926528,0.105237,1.246
345.8,-0.0717356,-0.0150807,0.0354758,0.0918568,0.105493,1.24544
346.0,-0.0722073,-0.016945,0.0360305,0.0922104,0.104276,1.24534
346.2,-0.0721581,-0.0163367,0.0353436,0.0917631,0.104336,1.24541
346.4,-0.072002,-0.0162587,0.0349864,0.0916186,0.103553,1.2441
346.6,-0.0720173,-0.0165152,0.0348933,0.0925067,0.103009,1.24538
346.8,-0.0708673,-0.0167345,0.0362537,0.0926345,0.10304,1.24508
347.0,-0.0708634,-0.0156859,0.0352568,0.0937966,0.103729,1.24495
347.2,-0.0712695,-0.015999,0.0357722,0.0942308,0.103334,1.24613
347.4,-0.0716139,-0.0164965,0.0352221,0.0931896,0.104126,1.24566
347.6,-0.0716612,-0.016448,0.0360885,0.0925128,0.104484,1.24544
347.8,-0.0715189,-0.016357,0.0347178,0.0928486,0.104406,1.24599
348.0,-0.0714716,-0.0156452,0.0350942,0.0908775,0.104093,1.24611
348.2,-0.0704643,-0.0157589,0.0345123,0.0905793,0.104686,1.24552
348.4,-0.0705837,-0.0160712,0.0354452,0.0912976,0.10455,1.24708
348.6,-0.0705017,-0.0157569,0.034902,0.0914195,0.105835,1.2465
348.8,-0.0702588,-0.0159904,0.0347386,0.0909902,0.105122,1.24639
349.0,-0.0706889,-0.0175286,0.0348823,0.0919612,0.104396,1.24642
349.2,-0.0713762,-0.0177374,0.0349792,0.0925286,0.104001,1.2474
349.4,-0.0719058,-0.0170792,0.0344725,0.0922031,0.103775,1.24742
349.6,-0.0716509,-0.018215,0.0341668,0.0920339,0.102276,1.24839
349.8,-0.0725789,-0.0182721,0.0340292,0.0922989,0.102776,1.24864
350.0,-0.0720122,-0.0178798,0.0334909,0.0919845,0.102675,1.17727
350.2,-0.0714816,-0.0171972,0.0334396,0.0914803,0.102742,1.17767
350.4,-0.0709445,-0.0182695,0.0343678,0.0914226,0.102404,1.17981
350.6,-0.0718183,-0.0178101,0.0339098,0.0907163,0.102614,1.17897
350.8,-0.0718862,-0.0174764,0.0344232,0.0899775,0.102987,1.1845
351.0,-0.0722762,-0.0184379,0.0352142,0.0895821,0.103548,1.18332
351.2,-0.0730685,-0.0194881,0.0354522,0.0894143,0.103197,1.18367
351.4,-0.0728678,-0.0182635,0.0341089,0.0892464,0.103528,1.18402
351.6,-0.0723341,-0.017635,0.0343339,0.0905822,0.103342,1.1833
351.8,-0.0720574,-0.0177478,0.0340294,0.0909713,0.103225,1.18201
352.0,-0.0718682,-0.0158761,0.033756,0.0912832,0.103297,1.18229
352.2,-0.0724669,-0.0157342,0.0343036,0.0908579,0.103483,1.1821
352.4,-0.0728585,-0.0164745,0.0350308,0.0904241,0.103343,1.18184
352.6,-0.0733088,-0.0160008,0.0355855,0.0898707,0.103983,1.18264
352.8,-0.0735848,-0.0161689,0.0346052,0.0903813,0.103761,1.18181
353.0,-0.0737231,-0.0176871,0.0344703,0.090846,0.103468,1.18244
353.2,-0.073878,-0.0169913,0.0339085,0.0909848,0.104257,1.18235
353.4,-0.0742228,-0.0174944,0.0337588,0.0914142,0.104761,1.18046
353.6,-0.0741883,-0.018428,0.0331591,0.0914797,0.103947,1.18056
353.8,-0.0732478,-0.0184126,0.0339341,0.0907588,0.103907,1.18064
354.0,-0.0743808,-0.0177414,0.0343865,0.0901355,0.103853,1.17966
354.2,-0.0724121,-0.0174522,0.0342589,0.0910204,0.103379,1.17967
354.4,-0.0729491,-0.0173514,0.0341095,0.0915694,0.103577,1.18101
354.6,-0.0726187,-0.0177371,0.0347743,0.0913965,0.103432,1.18063
354.8,-0.0731681,-0.0180249,0.0351861,0.091756,0.103266,1.18137
355.0,-0.0727305,-0.0185906,0.0346742,0.0917779,0.104025,1.18138
355.2,-0.0739412,-0.0185787,0.0349431,0.0910076,0.104265,1.18123
355.4,-0.0732266,-0.0179665,0.0349572,0.0898383,0.103437,1.18051
355.6,-0.0726986,-0.0176879,0.0342461,0.0897261,0.103767,1.18006
355.8,-0.0732441,-0.0179068,0.0337472,0.0896558,0.103863,1.18015
356.0,-0.0730282,-0.0175741,0.0329854,0.0900958,0.103507,1.18028
356.2,-0.072297,-0.0190296,0.0331801,0.0895929,0.102948,1.18012
356.4,-0.0718665,-0.0187517,0.0335636,0.0904747,0.103886,1.18058
356.6,-0.0721012,-0.0185803,0.0331706,0.0902912,0.103865,1.18045
356.8,-0.0715509,-0.0178159,0.0336863,0.0914921,0.103959,1.17951
357.0,-0.0712227,-0.0177747,0.0343616,0.0911128,0.103734,1.17955
357.2,-0.0714511,-0.0164803,0.0339908,0.0920101,0.104111,1.1785
357.4,-0.0714624,-0.017122,0.0343669,0.0909681,0.103354,1.17876
357.6,-0.0720551,-0.0171787,0.0347035,0.0914949,0.103051,1.1795
357.8,-0.0722434,-0.0169702,0.0344802,0.0899938,0.103215,1.17987
358.0,-0.0717279,-0.0173608,0.0345786,0.0896697,0.102961,1.1796
358.2,-0.0720012,-0.0185798,0.0346745,0.0886376,0.103806,1.18054
358.4,-0.0726125,-0.0186892,0.0337114,0.0903144,0.104024,1.18011
358.6,-0.0722104,-0.0181702,0.034389,0.0898045,0.104642,1.17886
358.8,-0.072577,-0.0195762,0.0342052,0.090657,0.104358,1.17796
359.0,-0.0733153,-0.0192577,0.0341249,0.0915736,0.104503,1.17773
359.2,-0.0733963,-0.0191717,0.0337548,0.0926801,0.104228,1.17669
359.4,-0.0732204,-0.0178308,0.0339079,0.0916049,0.103821,1.17634
359.6,-0.0728911,-0.0182018,0.0340605,0.0925368,0.103968,1.17706
359.8,-0.0727751,-0.0171165,0.0338802,0.0917954,0.104256,1.17791
360.0,-0.0729864,-0.0176967,0.0335303,0.0910597,0.10473,1.17791
360.2,-0.0733616,-0.0174649,0.0337437,0.0906818,0.104529,1.17832
360.4,-0.0736497,-0.0193913,0.0339652,0.0912299,0.104925,1.17903
360.6,-0.0743802,-0.020146,0.0341695,0.0910538,0.104907,1.1789
360.8,-0.07419,-0.0200064,0.0346917,0.0917573,0.104457,1.17875
361.0,-0.0738298,-0.0194066,0.0342639,0.0921369,0.104452,1.17952
361.2,-0.0740364,-0.0191558,0.0343564,0.0924964,0.103665,1.17962
361.4,-0.073723,-0.0181252,0.0345276,0.0925244,0.103381,1.17944
361.6,-0.0739852,-0.0173782,0.0335955,0.092952,0.103472,1.17913
361.8,-0.0742218,-0.0181981,0.0333144,0.0923914,0.103361,1.17904
362.0,-0.0740908,-0.0172453,0.0341597,0.0919742,0.103605,1.17854
362.2,-0.0729913,-0.0172807,0.0345096,0.0912068,0.104329,1.17888
362.4,-0.0732965,-0.0175792,0.033923,0.0915928,0.104512,1.17801
362.6,-0.0736553,-0.0179788,0.0337279,0.0907438,0.103415,1.17876
362.8,-0.0736228,-0.017961,0.0343207,0.0905574,0.103651,1.1791
363.0,-0.074315,-0.0188963,0.0335083,0.090526,0.102028,1.17902
363.2,-0.0756048,-0.0192172,0.0329187,0.090888,0.101459,1.17895
363.4,-0.0754501,-0.0191613,0.033211,0.0903953,0.101303,1.17948
363.6,-0.0754235,-0.019671,0.0330223,0.090526,0.102149,1.17837
363.8,-0.0746799,-0.0195115,0.0324516,0.0899763,0.101689,1.17717
364.0,-0.0739112,-0.0193305,0.0326902,0.0899546,0.102638,1.17658
364.2,-0.0733279,-0.0189104,0.0320068,0.0895284,0.102605,1.17621
364.4,-0.0740611,-0.0192137,0.0312803,0.0894974,0.102896,1.17626
364.6,-0.0737717,-0.0188301,0.0315557,0.0900917,0.102157,1.17622
364.8,-0.0746587,-0.0188152,0.0314796,0.0911762,0.102692,1.177
365.0,-0.0754115,-0.0192604,0.0318988,0.0910458,0.102467,1.17786
365.2,-0.0759768,-0.0199665,0.0325642,0.0919053,0.102929,1.17772
365.4,-0.0757145,-0.0199238,0.0329151,0.0914261,0.102251,1.17765
365.6,-0.0755706,-0.0205964,0.0331287,0.0906404,0.101834,1.17872
365.8,-0.0751664,-0.0198761,0.0337362,0.0896646,0.102113,1.17813
366.0,-0.0758556,-0.0192108,0.0337081,0.0894217,0.103107,1.17736
366.2,-0.0752741,-0.0188531,0.0342478,0.0893677,0.102492,1.17769
366.4,-0.0759301,-0.0189256,0.0351294,0.0896257,0.103316,1.17692
366.6,-0.0757053,-0.0187146,0.0344917,0.0900165,0.104041,1.17568
366.8,-0.0758994,-0.0187719,0.0337034,0.0907949,0.104444,1.17535
367.0,-0.0743846,-0.0197517,0.0340259,0.0915348,0.103863,1.17621
367.2,-0.0741046,-0.0197519,0.0338133,0.0919338,0.10382,1.17514
367.4,-0.0746592,-0.0190608,0.0332089,0.0907595,0.104111,1.17574
367.6,-0.0749199,-0.0187301,0.0335895,0.0905949,0.105101,1.17623
367.8,-0.0753523,-0.0194439,0.0337457,0.0904965,0.10396,1.17681
368.0,-0.0756149,-0.0185864,0.0322366,0.0902593,0.103495,1.17624
368.2,-0.0759369,-0.0180271,0.0326139,0.0892786,0.103185,1.17656
368.4,-0.0746424,-0.0183808,0.0326509,0.0898554,0.101929,1.17534
368.6,-0.0753127,-0.0182132,0.0324733,0.0899301,0.100912,1.17538
368.8,-0.0749464,-0.0179786,0.0328118,0.089199,0.100722,1.17449
369.0,-0.075491,-0.0180592,0.0342071,0.0895821,0.100606,1.17359
369.2,-0.0751286,-0.0184855,0.0341026,0.0895804,0.101751,1.17389
369.4,-0.0755741,-0.0183853,0.0345327,0.0904337,0.102806,1.17574
369.6,-0.0753503,-0.0184372,0.0346204,0.0902455,0.103703,1.17551
369.8,-0.0754794,-0.0188735,0.0346156,0.0903349,0.104527,1.1758
370.0,-0.0757767,-0.0195804,0.0342172,0.0899527,0.105232,1.17674
370.2,-0.0767739,-0.0197111,0.0337069,0.0897422,0.104898,1.17714
370.4,-0.0754059,-0.0201734,0.0327232,0.0898886,0.1043,1.17523
370.6,-0.075137,-0.0189983,0.032884,0.0890768,0.103386,1.17613
370.8,-0.0744303,-0.0185926,0.032855,0.0906258,0.103704,1.17653
371.0,-0.0738968,-0.0180985,0.0328204,0.0904284,0.103122,1.17625
371.2,-0.0733855,-0.0183979,0.0319098,0.0908408,0.102556,1.17537
371.4,-0.0744935,-0.0184068,0.0322501,0.0908344,0.103316,1.17686
371.6,-0.0751837,-0.0196409,0.0317304,0.0916507,0.103395,1.17531
371.8,-0.0755451,-0.0199194,0.0318582,0.090574,0.103692,1.17548
372.0,-0.076561,-0.0195442,0.0327024,0.0923763,0.104327,1.17545
372.2,-0.0764614,-0.0193151,0.0336245,0.0925384,0.104049,1.17573
372.4,-0.0756715,-0.0182215,0.0334192,0.091858,0.104328,1.17507
372.6,-0.0749719,-0.0181268,0.0335422,0.0914989,0.104521,1.17553
372.8,-0.0750554,-0.0181171,0.0335131,0.0910997,0.103956,1.17529
373.0,-0.0744355,-0.0184548,0.0326911,0.0895247,0.103972,1.17494
373.2,-0.0747559,-0.0184424,0.0328778,0.0896348,0.104544,1.17462
373.4,-0.0760437,-0.0191969,0.0331198,0.0896283,0.103338,1.17478
373.6,-0.0763349,-0.0185422,0.0335502,0.0901792,0.10366,1.17497
373.8,-0.0767027,-0.0186673,0.0331323,0.0909451,0.103353,1.17487
374.0,-0.0761148,-0.0187788,0.033637,0.0911201,0.103206,1.17497
374.2,-0.0761828,-0.0180472,0.0335803,0.0912665,0.103346,1.17574
374.4,-0.0761054,-0.0185566,0.0334343,0.0906309,0.10311,1.17566
374.6,-0.0756866,-0.0185682,0.0335937,0.0904649,0.103512,1.17483
374.8,-0.0754268,-0.018533,0.0329501,0.0902663,0.103475,1.17504
375.0,-0.0761524,-0.019286,0.0318898,0.0895154,0.103564,1.17507
375.2,-0.076114,-0.0202455,0.0318896,0.0895353,0.103625,1.17351
375.4,-0.0756359,-0.0199866,0.0317498,0.0898431,0.104307,1.17305
375.6,-0.07582,-0.0205806,0.0312455,0.0889245,0.103699,1.17312
375.8,-0.0759739,-0.0203378,0.0313695,0.089883,0.103594,1.17347
376.0,-0.075525,-0.0190411,0.0311607,0.0902664,0.103605,1.17287
376.2,-0.0753882,-0.0190784,0.0309356,0.0886127,0.103105,1.17354
376.4,-0.075569,-0.0199759,0.0317987,0.0888608,0.102114,1.17323
376.6,-0.0753311,-0.0194917,0.0319444,0.0897845,0.102422,1.17362
376.8,-0.0757928,-0.0199023,0.0324264,0.0874482,0.102775,1.17255
377.0,-0.0763525,-0.020962,0.0325779,0.0878139,0.102098,1.17276
377.2,-0.0770113,-0.0203112,0.0332409,0.088624,0.101488,1.17335
377.4,-0.0766328,-0.0199602,0.0314541,0.0895454,0.102127,1.17373
377.6,-0.0766712,-0.0203509,0.0311198,0.0885262,0.101845,1.17339
377.8,-0.0757191,-0.0204153,0.03117,0.0898494,0.102035,1.1743
378.0,-0.0754225,-0.0197973,0.031534,0.089967,0.102621,1.17443
378.2,-0.0748183,-0.0207847,0.0313948,0.0895842,0.103397,1.17396
378.4,-0.0747412,-0.0200305,0.0334285,0.0890968,0.102977,1.17388
378.6,-0.0752869,-0.0198859,0.0337301,0.0906793,0.103871,1.17436
378.8,-0.0760185,-0.0197478,0.0337,0.0903643,0.102968,1.17327
379.0,-0.0767566,-0.0202795,0.0340258,0.0899665,0.102988,1.17322
379.2,-0.0769467,-0.0195172,0.0333005,0.0908684,0.101671,1.17292
379.4,-0.0777005,-0.0191324,0.0319096,0.0899238,0.101875,1.17321
379.6,-0.0776681,-0.0202098,0.0313714,0.0891518,0.0994303,1.17332
379.8,-0.0778897,-0.0197045,0.0315047,0.0891594,0.0995851,1.17255
380.0,-0.0767229,-0.0195747,0.0310718,0.0889854,0.0996354,1.17289
380.2,-0.077028,-0.0199887,0.0319886,0.0889694,0.102017,1.17306
380.4,-0.0767615,-0.0204504,0.0327887,0.0899707,0.101556,1.17172
380.6,-0.0761161,-0.0196543,0.0333668,0.0895744,0.103097,1.17091
380.8,-0.0761838,-0.020859,0.0331553,0.0897433,0.102759,1.17262
381.0,-0.0765875,-0.0202913,0.0337122,0.0895635,0.102584,1.1723
381.2,-0.0767991,-0.020146,0.0324721,0.0895542,0.101675,1.17239
381.4,-0.076213,-0.021166,0.0331421,0.0892187,0.102023,1.17347
381.6,-0.0774478,-0.0218974,0.033412,0.0901125,0.10215,1.17352
381.8,-0.0776152,-0.0214929,0.0339793,0.0903228,0.10289,1.17136
382.0,-0.0768915,-0.0221456,0.0340968,0.090898,0.102808,1.17035
382.2,-0.0768785,-0.0221037,0.0355005,0.0898694,0.102646,1.169
382.4,-0.0778408,-0.0216273,0.0338895,0.0905561,0.10326,1.16909
382.6,-0.0785954,-0.0203823,0.0335694,0.0907267,0.102871,1.16874
382.8,-0.0786809,-0.020186,0.0325962,0.0902048,0.102515,1.16965
383.0,-0.0799135,-0.0201879,0.0332909,0.0905866,0.10262,1.17002
383.2,-0.0796289,-0.0207052,0.0326854,0.0908174,0.102608,1.17099
383.4,-0.0800124,-0.0206541,0.0338778,0.0906512,0.102362,1.16985
383.6,-0.0787985,-0.0206959,0.0333195,0.0895801,0.102078,1.17007
383.8,-0.0791074,-0.0205723,0.0327264,0.0902162,0.103037,1.17089
384.0,-0.0782615,-0.021256,0.0317134,0.0894599,0.102581,1.17162
384.2,-0.0792456,-0.0208629,0.0313758,0.0894064,0.102135,1.1713
384.4,-0.0784513,-0.0208074,0.0306169,0.0897829,0.101619,1.17231
384.6,-0.0780935,-0.0204858,0.0313729,0.0899871,0.102331,1.17267
384.8,-0.077599,-0.0200018,0.0321306,0.0906894,0.101573,1.17166
385.0,-0.0781322,-0.0188658,0.0330428,0.0902979,0.101564,1.17099
385.2,-0.0772667,-0.0188833,0.0325566,0.0912727,0.101547,1.17091
385.4,-0.0766363,-0.0189571,0.0324764,0.0902511,0.102432,1.17046
385.6,-0.076952,-0.0191884,0.032744,0.0902061,0.101195,1.17025
385.8,-0.0771657,-0.019722,0.0319624,0.0885061,0.101589,1.1704
386.0,-0.0781863,-0.0198206,0.0314792,0.0892681,0.101507,1.16959
386.2,-0.0784791,-0.0198965,0.0318095,0.0895801,0.102108,1.16974
386.4,-0.0803897,-0.0206454,0.032489,0.0889641,0.101604,1.16994
386.6,-0.0808473,-0.0218753,0.0322896,0.089316,0.102457,1.16999
386.8,-0.0809238,-0.0216745,0.0337858,0.0892256,0.102481,1.17038
387.0,-0.079911,-0.0223577,0.0328897,0.0893419,0.10289,1.1713
387.2,-0.0796534,-0.0222993,0.0331826,0.0880684,0.102034,1.17147
387.4,-0.0776866,-0.0211989,0.0331821,0.0889769,0.102299,1.17071
387.6,-0.0776092,-0.0196909,0.0325753,0.0891233,0.10194,1.17082
387.8,-0.0768652,-0.0207149,0.0323164,0.0898998,0.101417,1.17012
388.0,-0.0772654,-0.0208503,0.0321306,0.0884308,0.101586,1.16998
388.2,-0.077413,-0.0204161,0.0319712,0.0889076,0.10201,1.16941
388.4,-0.0784307,-0.0201558,0.0314391,0.0888403,0.101866,1.17
388.6,-0.0786341,-0.021156,0.0314652,0.0888346,0.102223,1.16991
388.8,-0.0789342,-0.0203069,0.0313429,0.0885807,0.101808,1.16988
389.0,-0.0783738,-0.0202741,0.0323549,0.0898746,0.102092,1.1697
389.2,-0.078776,-0.0207794,0.0324451,0.090081,0.102005,1.17003
389.4,-0.0781685,-0.0219092,0.0334667,0.0900864,0.101793,1.16986
389.6,-0.0777088,-0.0219636,0.0331202,0.0899603,0.101343,1.16976
389.8,-0.0779468,-0.0224187,0.0333882,0.0908024,0.101718,1.1702
390.0,-0.0781798,-0.0223924,0.0328989,0.0908263,0.101244,1.17103
390.2,-0.0770613,-0.0223939,0.0330604,0.0909367,0.101059,1.17087
