,0: 0.0E+00 0.0E+00,1: 0.0E+00 0.0E+00,2: 0.0E+00 0.0E+00,3: 0.0E+00 0.0E+00,4: 0.0E+00 0.0E+00,5: 0.0E+00 0.0E+00
162.6,0.0563085,0.0956397,0.145963,0.20033,0.231571,0.93163
162.8,0.05549,0.0949777,0.145872,0.201109,0.232006,0.930548
163.0,0.0560299,0.0950481,0.146476,0.201425,0.230557,0.930382
163.2,0.056021,0.0951558,0.145513,0.199168,0.230982,0.929277
163.4,0.0558664,0.094831,0.145283,0.199676,0.230704,0.929405
163.6,0.0577123,0.096123,0.14579,0.200795,0.230605,0.929299
163.8,0.0573682,0.0960247,0.145462,0.199797,0.230237,0.928223
164.0,0.0567185,0.0963761,0.144752,0.199712,0.230592,0.927289
164.2,0.0571946,0.0974457,0.144879,0.200258,0.231254,0.926835
164.4,0.0580859,0.0973984,0.145383,0.200285,0.231774,0.926644
164.6,0.056714,0.0956978,0.143988,0.19978,0.233056,0.926759
164.8,0.0572351,0.0963911,0.144547,0.200499,0.232732,0.926538
165.0,0.0579204,0.0961338,0.144693,0.200291,0.234541,0.926802
165.2,0.0570419,0.0952345,0.145599,0.201589,0.234431,0.9263
165.4,0.0567456,0.0942881,0.145584,0.201685,0.234188,0.924696
165.6,0.0565711,0.0938881,0.145738,0.202471,0.233304,0.923529
165.8,0.0564054,0.0935368,0.146153,0.203449,0.233787,0.92245
166.0,0.0563416,0.094461,0.146214,0.20282,0.233874,0.921492
166.2,0.0569058,0.0949356,0.145414,0.202665,0.233715,0.921156
166.4,0.0566895,0.0942684,0.146268,0.203211,0.233905,0.920625
166.6,0.0567899,0.0956149,0.146814,0.202698,0.234173,0.920361
166.8,0.0575974,0.0961025,0.147007,0.202101,0.234101,0.920079
167.0,0.0561765,0.0946704,0.146809,0.203162,0.23308,0.918891
167.2,0.055052,0.0949615,0.146822,0.202909,0.233345,0.91816
167.4,0.0556683,0.0962718,0.145772,0.202708,0.233047,0.91747
167.6,0.0552503,0.0954136,0.144678,0.203452,0.231554,0.917502
167.8,0.0555273,0.0950725,0.144854,0.203165,0.231538,0.916728
168.0,0.0565847,0.0957518,0.144705,0.203315,0.230396,0.917917
168.2,0.0570538,0.0955303,0.14426,0.203772,0.23174,0.917591
168.4,0.0561568,0.0957928,0.144523,0.203825,0.232455,0.918041
168.6,0.0565337,0.0959747,0.14532,0.202563,0.234225,0.91649
168.8,0.0555797,0.0964632,0.143887,0.202543,0.234749,0.9166
169.0,0.0561257,0.096547,0.144812,0.202554,0.23712,0.91512
169.2,0.0561847,0.0979317,0.144985,0.203505,0.23527,0.914244
169.4,0.0565019,0.0968076,0.145119,0.202482,0.234477,0.913206
169.6,0.0565192,0.0977388,0.145468,0.203916,0.235067,0.912692
169.8,0.0561852,0.0972537,0.146523,0.205396,0.234843,0.911823
170.0,0.0545459,0.0967471,0.1462,0.204519,0.234071,0.91138
170.2,0.0551124,0.0956649,0.146925,0.203398,0.234324,0.91103
170.4,0.0543607,0.0962529,0.147073,0.204788,0.234459,0.909975
170.6,0.05437,0.0951222,0.14748,0.204878,0.233479,0.910151
170.8,0.0550038,0.0954806,0.148276,0.203617,0.233611,0.910022
171.0,0.0561777,0.0957562,0.14766,0.204159,0.233576,0.909318
171.2,0.0562467,0.0956118,0.147192,0.204887,0.234184,0.909573
171.4,0.0560465,0.0965406,0.147086,0.203301,0.234739,0.910151
171.6,0.0568954,0.0972634,0.14662,0.203389,0.235439,0.909103
171.8,0.0570812,0.0965069,0.146581,0.205093,0.235311,0.908274
172.0,0.057332,0.0963817,0.146117,0.205685,0.235338,0.908013
172.2,0.0562323,0.0968966,0.146117,0.204972,0.235017,0.906763
172.4,0.0578407,0.0961753,0.145506,0.205742,0.234726,0.906126
172.6,0.0567872,0.0959394,0.14539,0.206048,0.233891,0.905469
172.8,0.0557079,0.0957166,0.144373,0.204749,0.234693,0.903976
173.0,0.0546758,0.0959269,0.14593,0.204097,0.234816,0.90313
173.2,0.056044,0.0952972,0.146075,0.205318,0.234434,0.902759
173.4,0.054907,0.0957826,0.146249,0.205982,0.235422,0.90175
173.6,0.0550892,0.0961426,0.147096,0.204909,0.235995,0.901406
173.8,0.055425,0.0968417,0.148271,0.205223,0.235114,0.902836
174.0,0.0559561,0.0968148,0.147492,0.206338,0.235667,0.902459
174.2,0.0546078,0.0963052,0.147553,0.20589,0.23755,0.902117
174.4,0.0544215,0.0964581,0.147967,0.204991,0.236836,0.902533
174.6,0.0542534,0.0974696,0.147261,0.204926,0.237479,0.902353
174.8,0.0550783,0.096412,0.147264,0.2056,0.238259,0.901424
175.0,0.0556833,0.0965656,0.147881,0.20478,0.238353,0.901646
175.2,0.0563797,0.0969786,0.148233,0.206211,0.237782,0.901695
175.4,0.0568617,0.0957887,0.14865,0.206657,0.238427,0.901424
175.6,0.0570179,0.0951327,0.148771,0.206777,0.238678,0.900973
175.8,0.0562569,0.0958774,0.148018,0.207381,0.237899,0.899771
176.0,0.0557757,0.0949319,0.148012,0.207004,0.237811,0.899365
176.2,0.0556362,0.0951528,0.147632,0.205096,0.23704,0.898914
176.4,0.0549251,0.0956568,0.146975,0.205344,0.237623,0.897816
176.6,0.054696,0.0948075,0.146698,0.206671,0.237349,0.897338
176.8,0.0545204,0.0954229,0.14708,0.205037,0.237928,0.89799
177.0,0.0542024,0.0969443,0.146734,0.206221,0.237125,0.897035
177.2,0.0539309,0.0957391,0.147068,0.207167,0.237294,0.89624
177.4,0.0540449,0.0955311,0.147051,0.206452,0.236278,0.895578
177.6,0.0536139,0.0953881,0.147015,0.205422,0.235902,0.894046
177.8,0.0540242,0.0951635,0.146833,0.206013,0.235377,0.893919
178.0,0.054389,0.0949987,0.14664,0.205814,0.23604,0.892583
178.2,0.0541881,0.0961853,0.147251,0.20552,0.236344,0.892553
178.4,0.054218,0.0961264,0.147832,0.206145,0.236812,0.893043
178.6,0.054329,0.096561,0.148047,0.207889,0.236603,0.893362
178.8,0.0539824,0.0965441,0.14746,0.208873,0.237321,0.891709
179.0,0.0534346,0.095477,0.147832,0.208087,0.236733,0.891049
179.2,0.0544863,0.0950842,0.146994,0.207947,0.237258,0.889658
179.4,0.0545401,0.09544,0.147039,0.208184,0.236633,0.888865
179.6,0.0555844,0.0960415,0.147876,0.206945,0.237065,0.888446
179.8,0.0558005,0.0955903,0.148386,0.20518,0.236991,0.888438
180.0,0.0554387,0.0951512,0.147849,0.20612,0.237338,0.889669
180.2,0.0553099,0.0949492,0.148165,0.206431,0.237397,0.890024
180.4,0.0547257,0.0956577,0.147073,0.206581,0.23743,0.889472
180.6,0.0530995,0.0952694,0.14687,0.205708,0.237712,0.889033
180.8,0.0539898,0.0946134,0.147834,0.207482,0.238055,0.888974
181.0,0.0546397,0.0960965,0.147601,0.207099,0.23712,0.887317
181.2,0.0534593,0.0964443,0.14837,0.207422,0.236625,0.886494
181.4,0.0552003,0.0949103,0.148832,0.206996,0.236485,0.886166
181.6,0.0552071,0.0941131,0.148398,0.207565,0.236582,0.885948
181.8,0.0543762,0.0951611,0.1466,0.206432,0.23661,0.884815
182.0,0.0532896,0.0941367,0.147612,0.206381,0.237181,0.884975
182.2,0.0545391,0.0935191,0.147197,0.205607,0.237389,0.885025
182.4,0.0535645,0.094132,0.147762,0.207325,0.237606,0.884367
182.6,0.0543781,0.0945275,0.147136,0.208044,0.237857,0.883553
182.8,0.0544564,0.0944186,0.148893,0.207346,0.238269,0.883931
183.0,0.0567358,0.0949673,0.147835,0.207716,0.239122,0.882795
183.2,0.0555784,0.0950445,0.146622,0.208506,0.238849,0.881782
183.4,0.0554028,0.094964,0.146533,0.207113,0.239588,0.882332
183.6,0.0562559,0.094943,0.147345,0.207566,0.23903,0.882143
183.8,0.0559365,0.0947664,0.14652,0.209609,0.237681,0.881041
184.0,0.054319,0.0954176,0.147118,0.208719,0.238157,0.881615
184.2,0.0550529,0.0957516,0.147719,0.208355,0.238538,0.882006
184.4,0.0563056,0.0961589,0.147906,0.207724,0.238168,0.880844
184.6,0.0546915,0.0971423,0.147138,0.207351,0.237395,0.880595
184.8,0.0547154,0.0969245,0.147764,0.20716,0.236727,0.879771
185.0,0.0549663,0.0961008,0.148425,0.207857,0.236241,0.878936
185.2,0.0544532,0.0963022,0.148052,0.207739,0.235644,0.878334
185.4,0.0538905,0.0961472,0.147919,0.209784,0.236344,0.877939
185.6,0.0545621,0.0955277,0.149221,0.210253,0.237982,0.877279
185.8,0.0542696,0.0962913,0.149228,0.209436,0.239214,0.877707
186.0,0.0555145,0.0968965,0.148784,0.209204,0.238472,0.877527
186.2,0.0567102,0.0962113,0.149464,0.210456,0.239286,0.876459
186.4,0.0558515,0.096193,0.149758,0.209451,0.239236,0.87614
186.6,0.0552977,0.095834,0.149232,0.20861,0.237867,0.87689
186.8,0.0559786,0.0946401,0.149744,0.209362,0.238077,0.876433
187.0,0.0558899,0.094305,0.149845,0.209708,0.23991,0.874859
187.2,0.0550974,0.0945436,0.151158,0.208395,0.239649,0.875259
187.4,0.0555113,0.0951509,0.151623,0.209175,0.238961,0.874691
187.6,0.0561525,0.0963492,0.151891,0.20972,0.240596,0.873936
187.8,0.0564008,0.0961176,0.151423,0.209885,0.240598,0.874098
188.0,0.055732,0.0964146,0.151415,0.209989,0.23902,0.8752
188.2,0.0557343,0.0966127,0.1508,0.209567,0.238577,0.874559
188.4,0.0554868,0.0966397,0.14943,0.209608,0.238873,0.874702
188.6,0.055556,0.0957954,0.149618,0.209746,0.238446,0.873772
188.8,0.0542309,0.0959798,0.149507,0.209674,0.238939,0.873482
189.0,0.0539418,0.0953807,0.149734,0.209606,0.239839,0.873306
189.2,0.0536468,0.0955275,0.14896,0.210112,0.240348,0.873024
189.4,0.0544378,0.0948849,0.149716,0.209689,0.240288,0.872867
189.6,0.0549833,0.0956273,0.148641,0.209309,0.240536,0.872792
189.8,0.0552462,0.0959129,0.149083,0.209741,0.240025,0.872549
190.0,0.055016,0.0968082,0.148873,0.209389,0.238437,0.871425
190.2,0.0557524,0.0969476,0.149414,0.210142,0.23922,0.870251
190.4,0.0539482,0.0971469,0.149607,0.2093,0.239693,0.868709
190.6,0.0534959,0.09553,0.150425,0.21015,0.239942,0.868879
190.8,0.0534299,0.0968849,0.150054,0.21001,0.24008,0.867464
191.0,0.0530108,0.0954201,0.150954,0.210863,0.241953,0.867857
191.2,0.0526428,0.0953621,0.151359,0.210193,0.241258,0.868716
191.4,0.0542422,0.0955247,0.15113,0.211524,0.241368,0.868221
191.6,0.0532463,0.0969127,0.152085,0.21048,0.241567,0.868847
191.8,0.0536175,0.0966331,0.152108,0.209615,0.241641,0.868843
192.0,0.0545289,0.0961334,0.15086,0.209536,0.241277,0.868226
192.2,0.0542715,0.0962888,0.150576,0.210031,0.241457,0.867684
192.4,0.0527674,0.0954945,0.150819,0.208442,0.241026,0.867894
192.6,0.0538887,0.0944413,0.149998,0.208226,0.241446,0.866125
192.8,0.0539417,0.0928223,0.149997,0.20909,0.24198,0.865478
193.0,0.0535105,0.0935244,0.150569,0.208537,0.242091,0.865743
193.2,0.0539412,0.0933843,0.151216,0.208232,0.241848,0.864831
193.4,0.0545061,0.0930914,0.151678,0.209626,0.242652,0.864642
193.6,0.054224,0.0938386,0.151565,0.211433,0.241867,0.864402
193.8,0.0551519,0.0943314,0.151455,0.210873,0.242341,0.86396
194.0,0.0558291,0.0953485,0.152456,0.21209,0.242891,0.862549
194.2,0.0545965,0.0965615,0.15265,0.212941,0.242738,0.861757
194.4,0.0569187,0.0972996,0.152158,0.212684,0.242455,0.861448
194.6,0.0563336,0.0965531,0.153028,0.211367,0.242221,0.860306
194.8,0.0547808,0.0978001,0.153478,0.211953,0.241676,0.861262
195.0,0.0552253,0.0976188,0.151683,0.211558,0.241398,0.861672
195.2,0.0553594,0.0957711,0.150661,0.210598,0.242423,0.862595
195.4,0.0532504,0.0967752,0.150586,0.210124,0.241403,0.8618
195.6,0.0541199,0.0980883,0.149635,0.210955,0.241374,0.861721
195.8,0.0542094,0.0971671,0.149151,0.20922,0.242015,0.860879
196.0,0.0527141,0.0964425,0.150154,0.209657,0.241818,0.860706
196.2,0.0540665,0.0984765,0.150047,0.210704,0.24188,0.859315
196.4,0.0538088,0.097736,0.150226,0.210435,0.243619,0.858502
196.6,0.0529603,0.0968608,0.150028,0.210475,0.243964,0.857967
196.8,0.0540494,0.0972278,0.15069,0.211261,0.242833,0.857598
197.0,0.0536769,0.0975103,0.150653,0.210431,0.242735,0.856536
197.2,0.0534598,0.0965243,0.150306,0.209652,0.24253,0.855432
197.4,0.0538377,0.0971254,0.150438,0.21076,0.241884,0.855887
197.6,0.0539863,0.0963439,0.151549,0.209746,0.241804,0.856131
197.8,0.0536925,0.0958576,0.151172,0.210808,0.242047,0.855429
198.0,0.0541968,0.0953037,0.151276,0.211675,0.241955,0.855625
198.2,0.0542036,0.0940778,0.152266,0.212255,0.242176,0.856274
198.4,0.0540637,0.0929934,0.151418,0.211277,0.24251,0.856139
198.6,0.0551724,0.093337,0.151276,0.21287,0.242961,0.855335
198.8,0.0544045,0.0931294,0.150972,0.212234,0.24332,0.854612
199.0,0.0545152,0.0944534,0.150803,0.212263,0.243032,0.854514
199.2,0.0545614,0.0947715,0.15011,0.212225,0.243156,0.854105
199.4,0.0541826,0.0947691,0.15107,0.21294,0.24187,0.85369
199.6,0.0540213,0.0950703,0.150568,0.213468,0.242063,0.854362
199.8,0.0550209,0.0968873,0.149979,0.213381,0.241994,0.853942
200.0,-0.0277524,0.0103352,0.0507664,0.108117,0.142161,0.854323
200.2,-0.034436,0.00890821,0.0470248,0.106716,0.131668,0.854376
200.4,-0.0348098,0.00531686,0.0500341,0.10668,0.133429,0.8545
200.6,-0.0332183,0.00493121,0.0479532,0.104153,0.131489,0.853651
200.8,-0.037635,0.00668298,0.0473709,0.106145,0.128517,0.854176
201.0,-0.0384696,0.00528527,0.0474574,0.1048,0.12673,0.852285
201.2,-0.0387737,0.00554698,0.0483405,0.104356,0.126185,0.851913
201.4,-0.0388298,0.00632481,0.0478605,0.104494,0.125734,0.85137
201.6,-0.0395552,0.00603881,0.0481906,0.105276,0.124637,0.85143
201.8,-0.0391975,0.00581554,0.0488109,0.104967,0.123847,0.850758
202.0,-0.0398802,0.00685259,0.0489003,0.105056,0.122785,0.851076
202.2,-0.0391985,0.00598205,0.0484092,0.105312,0.122534,0.850401
202.4,-0.0396805,0.00654286,0.0489936,0.104904,0.120561,0.849864
202.6,-0.0391193,0.00712866,0.0489543,0.104709,0.120423,0.849695
202.8,-0.03893,0.00702661,0.048902,0.105193,0.120156,0.848776
203.0,-0.0381472,0.00706309,0.0484617,0.106338,0.119823,0.848509
203.2,-0.0384399,0.00725319,0.0486372,0.105933,0.118997,0.848771
203.4,-0.0379646,0.00656517,0.0481694,0.10672,0.118896,0.849201
203.6,-0.0389865,0.00592338,0.048534,0.106535,0.117852,0.848084
203.8,-0.0386797,0.00686036,0.0482331,0.105702,0.117265,0.848608
204.0,-0.0388203,0.00696493,0.0476795,0.104865,0.117003,0.847505
204.2,-0.038857,0.00675916,0.0474501,0.10527,0.116644,0.846962
204.4,-0.0397258,0.00705611,0.0467709,0.104483,0.11686,0.845689
204.6,-0.0389029,0.00830243,0.0461484,0.10489,0.117923,0.846079
204.8,-0.0392,0.00793016,0.0464933,0.104751,0.118202,0.845952
205.0,-0.0400669,0.0071317,0.0464079,0.105084,0.117386,0.845537
205.2,-0.039563,0.00831261,0.0466273,0.104886,0.118439,0.845993
205.4,-0.0387178,0.00782106,0.0468176,0.105406,0.118276,0.845773
205.6,-0.0390297,0.00765701,0.0464,0.104063,0.117477,0.845492
205.8,-0.0387488,0.00711753,0.0454678,0.104363,0.117108,0.844729
206.0,-0.0381038,0.00694973,0.0460702,0.105157,0.117498,0.844514
206.2,-0.0388911,0.00577909,0.0460356,0.104638,0.117337,0.843867
206.4,-0.0394898,0.00599682,0.0458338,0.105266,0.116918,0.842926
206.6,-0.0392399,0.00482488,0.0462671,0.105402,0.117074,0.842594
206.8,-0.0396832,0.00457146,0.0471182,0.105953,0.117641,0.841671
207.0,-0.0394901,0.00499711,0.0469615,0.104235,0.117612,0.841734
207.2,-0.0399178,0.00548349,0.0456614,0.104698,0.115675,0.841089
207.4,-0.0394784,0.00461441,0.0462186,0.10323,0.115503,0.842715
207.6,-0.0393521,0.00602254,0.0468098,0.104181,0.115863,0.841911
207.8,-0.0400873,0.00596501,0.0458121,0.103288,0.115113,0.841718
208.0,-0.039779,0.00627932,0.0459256,0.1038,0.114938,0.841341
208.2,-0.0395589,0.0065376,0.0461007,0.103448,0.116299,0.841802
208.4,-0.0396808,0.00666328,0.0461824,0.103809,0.116282,0.840574
208.6,-0.0398778,0.00572919,0.0455541,0.103014,0.115352,0.839852
208.8,-0.0393148,0.00640599,0.0457435,0.103746,0.115439,0.83928
209.0,-0.0395621,0.00628763,0.0451408,0.102571,0.115571,0.839106
209.2,-0.0386976,0.00594708,0.0459238,0.102975,0.115493,0.838295
209.4,-0.038153,0.00729608,0.0452831,0.102766,0.115754,0.838832
209.6,-0.0384044,0.00668404,0.0453894,0.102881,0.116312,0.839537
209.8,-0.0381562,0.00660457,0.0454688,0.102572,0.117161,0.840922
210.0,-0.0392422,0.00639796,0.0455733,0.104355,0.116855,0.840829
210.2,-0.0405843,0.00646458,0.0456044,0.103399,0.116731,0.840148
210.4,-0.0406613,0.00473734,0.0462751,0.103893,0.116572,0.838954
210.6,-0.0404188,0.00592149,0.0461614,0.103944,0.116504,0.837664
210.8,-0.0407727,0.00550665,0.0461712,0.103812,0.115818,0.837468
211.0,-0.0398665,0.00513187,0.0463773,0.103317,0.115744,0.836587
211.2,-0.0390761,0.00515638,0.0462626,0.103924,0.115463,0.837
211.4,-0.0390583,0.0062055,0.0457238,0.103058,0.114471,0.836011
211.6,-0.0399721,0.00529693,0.0453339,0.102874,0.114946,0.836802
211.8,-0.0405745,0.00515379,0.0453205,0.102801,0.115124,0.835415
212.0,-0.0419542,0.00494658,0.044584,0.102286,0.11541,0.836028
212.2,-0.0417526,0.00518448,0.0438103,0.102063,0.115523,0.83493
212.4,-0.042771,0.00528152,0.0432781,0.102355,0.115776,0.835609
212.6,-0.0431027,0.0051236,0.0440989,0.101972,0.115078,0.835187
212.8,-0.0419692,0.00540725,0.0434652,0.101921,0.114715,0.835217
213.0,-0.0414907,0.00516497,0.0445785,0.101488,0.114451,0.834039
213.2,-0.0424603,0.0049484,0.0448705,0.101903,0.114977,0.834333
213.4,-0.0429185,0.00467168,0.0454947,0.100842,0.116341,0.834186
213.6,-0.0428503,0.00510531,0.0445717,0.101384,0.116587,0.833796
213.8,-0.0434608,0.00502698,0.0442745,0.100615,0.116186,0.833087
214.0,-0.0439247,0.00511031,0.0442885,0.100935,0.116489,0.833029
214.2,-0.0442093,0.00428815,0.0447184,0.100257,0.115589,0.832332
214.4,-0.0435906,0.00405871,0.0442264,0.101455,0.115473,0.832173
214.6,-0.0428768,0.00352767,0.0440764,0.101156,0.114846,0.83151
214.8,-0.0429532,0.00346337,0.0452984,0.101716,0.11502,0.83135
215.0,-0.0431386,0.00304163,0.0439154,0.101752,0.114839,0.830574
215.2,-0.0424362,0.00414749,0.0433149,0.101913,0.115767,0.830793
215.4,-0.0425601,0.00331702,0.0438665,0.102168,0.114895,0.830035
215.6,-0.0425285,0.00273017,0.043352,0.103027,0.115017,0.830192
215.8,-0.0423549,0.00190615,0.0428954,0.103112,0.115102,0.830419
216.0,-0.042452,0.00150843,0.0426981,0.102926,0.115165,0.830626
216.2,-0.0428821,9.7404e-05,0.04306,0.103281,0.114976,0.830738
216.4,-0.0438103,0.000267589,0.0422128,0.102839,0.115713,0.830707
216.6,-0.0444127,0.00115324,0.043416,0.101612,0.115947,0.830989
216.8,-0.0442506,0.0019287,0.0431577,0.101465,0.115296,0.830049
217.0,-0.0442797,0.00237079,0.043608,0.101387,0.115137,0.830357
217.2,-0.0442586,0.00271814,0.0434723,0.102056,0.114563,0.829148
217.4,-0.0447675,0.00393782,0.043772,0.102145,0.113275,0.828782
217.6,-0.0458415,0.00368147,0.0431429,0.103072,0.113602,0.828285
217.8,-0.0465003,0.00342972,0.0430297,0.103551,0.114111,0.828471
218.0,-0.0462674,0.0038144,0.0437791,0.104133,0.11465,0.828007
218.2,-0.0463622,0.00398903,0.0439304,0.103927,0.114744,0.828857
218.4,-0.0456266,0.0033317,0.044419,0.104027,0.115852,0.828787
218.6,-0.0443406,0.00412165,0.0443735,0.103531,0.115369,0.828747
218.8,-0.0448054,0.00411737,0.0446034,0.10342,0.115314,0.82882
219.0,-0.0446591,0.00357418,0.0449473,0.103473,0.114982,0.828035
219.2,-0.0446022,0.00310571,0.0441106,0.102561,0.115256,0.827264
219.4,-0.0442454,0.00352407,0.0443836,0.101491,0.113964,0.826903
219.6,-0.0444582,0.00258014,0.0448393,0.10221,0.113318,0.826049
219.8,-0.0441466,0.0030687,0.0452076,0.101648,0.113565,0.825614
220.0,-0.0437032,0.0035618,0.0440639,0.101164,0.113644,0.825864
220.2,-0.0436561,0.00449607,0.0450734,0.101189,0.113677,0.82536
220.4,-0.043719,0.00275384,0.044269,0.101753,0.114732,0.825423
220.6,-0.044037,0.00307061,0.0438496,0.101326,0.1152,0.825702
220.8,-0.0441708,0.00200801,0.0434584,0.10092,0.114299,0.825008
221.0,-0.04488,0.00152402,0.0441441,0.100953,0.1147,0.825938
221.2,-0.0457189,0.00064377,0.043584,0.101934,0.114147,0.825753
221.4,-0.0459,0.00124956,0.0435539,0.101322,0.114336,0.825236
221.6,-0.0456499,0.00111138,0.043547,0.100759,0.114806,0.825374
221.8,-0.045793,0.000955891,0.0425258,0.101041,0.115433,0.824563
222.0,-0.0459287,0.00133878,0.0419845,0.101497,0.114116,0.823983
222.2,-0.0450856,0.00137688,0.0430871,0.100353,0.113943,0.824544
222.4,-0.0460233,0.0012861,0.0430229,0.100215,0.113792,0.82446
222.6,-0.045861,0.00155023,0.0433326,0.100296,0.113402,0.823285
222.8,-0.0456892,0.00224435,0.044064,0.10185,0.113542,0.824012
223.0,-0.0451041,0.00215646,0.0447845,0.101211,0.113224,0.822774
223.2,-0.0451627,0.00262368,0.0442677,0.101635,0.113683,0.8221
223.4,-0.0444712,0.0023142,0.0439547,0.10284,0.112793,0.821924
223.6,-0.0454037,0.00248009,0.0437108,0.102413,0.112953,0.822328
223.8,-0.0454491,0.00272982,0.0446178,0.102475,0.112886,0.822455
224.0,-0.0455841,0.00158985,0.0431048,0.1024,0.114045,0.821808
224.2,-0.0454888,0.000887094,0.0428484,0.101834,0.11339,0.821533
224.4,-0.0457736,0.00105625,0.0426988,0.101329,0.113954,0.820705
224.6,-0.0458531,0.000868516,0.0425329,0.101365,0.114234,0.819449
224.8,-0.0458074,0.000428438,0.0414795,0.100209,0.114528,0.819059
225.0,-0.0464793,0.001184,0.042308,0.100341,0.114281,0.81945
225.2,-0.0481703,0.00109019,0.0418699,0.100579,0.114868,0.819541
225.4,-0.0476328,0.00117133,0.0419442,0.100544,0.11499,0.820062
225.6,-0.0475168,0.000217937,0.0426705,0.10115,0.114545,0.820467
225.8,-0.04788,0.000336855,0.0429245,0.100263,0.114405,0.820428
226.0,-0.0473367,0.000641438,0.042198,0.0998986,0.113735,0.821213
226.2,-0.0461852,0.00130024,0.0422747,0.0994742,0.113621,0.820356
226.4,-0.047107,0.000998398,0.0429981,0.0996101,0.113256,0.820065
226.6,-0.0471544,0.00146889,0.0424092,0.0992976,0.113198,0.819918
226.8,-0.0471197,0.00110598,0.0422944,0.0999757,0.112384,0.818887
227.0,-0.0475392,0.000816136,0.0430511,0.0998738,0.113625,0.818005
227.2,-0.0476451,0.000322676,0.0428308,0.100355,0.114132,0.817998
227.4,-0.0459518,0.000836411,0.0426744,0.100345,0.114401,0.817732
227.6,-0.0449763,0.000380979,0.043299,0.100308,0.114212,0.818125
227.8,-0.0447607,0.000584942,0.0430957,0.100953,0.114746,0.818804
228.0,-0.0446269,-0.000485424,0.0440681,0.10135,0.113912,0.818565
228.2,-0.0442094,-0.000940643,0.0452925,0.101572,0.112874,0.818308
228.4,-0.0453524,-0.00084606,0.0449499,0.101329,0.112949,0.817833
228.6,-0.0463976,-0.000777097,0.0446767,0.100813,0.113574,0.817214
228.8,-0.04671,-0.000489795,0.0448223,0.0997429,0.113453,0.81578
229.0,-0.0471711,0.000774339,0.0442339,0.100201,0.113328,0.815704
229.2,-0.0473895,0.00127661,0.0424831,0.0999385,0.113434,0.815557
229.4,-0.0477595,0.001196,0.0425843,0.099718,0.112826,0.81513
229.6,-0.0477743,0.00124153,0.0418296,0.100845,0.112144,0.815108
229.8,-0.0482103,0.000685332,0.0426307,0.100508,0.111946,0.816122
230.0,-0.0477917,0.000154565,0.0422156,0.100206,0.112211,0.927917
230.2,-0.0484458,9.51272e-05,0.0438145,0.100123,0.112103,0.92977
230.4,-0.0476525,-0.000487707,0.0441049,0.100895,0.112898,0.923448
230.6,-0.0480194,-0.000649695,0.0446692,0.100416,0.113096,0.921925
230.8,-0.0478201,-0.000292593,0.0443668,0.102077,0.112513,0.924681
231.0,-0.0479582,0.000378976,0.0439229,0.101616,0.113046,0.922956
231.2,-0.0470673,3.07879e-05,0.0436471,0.101827,0.114009,0.922697
231.4,-0.0470902,-0.000398108,0.0432125,0.101689,0.113194,0.924377
231.6,-0.0467442,0.000107501,0.0432604,0.101537,0.11356,0.925343
231.8,-0.0466681,-0.00107803,0.0429364,0.101196,0.114373,0.927057
232.0,-0.0464092,-0.00126715,0.0438482,0.101702,0.113765,0.929087
232.2,-0.0470854,-0.000899907,0.0436943,0.1014,0.113215,0.932259
232.4,-0.0479079,0.00010897,0.043655,0.100673,0.113778,0.935733
232.6,-0.0473436,-0.000505906,0.0426136,0.101127,0.112694,0.940246
232.8,-0.0478698,0.00023155,0.0424916,0.100617,0.113332,0.943751
233.0,-0.0481405,-0.000793026,0.0424066,0.100304,0.11309,0.948156
233.2,-0.0479856,-0.000736979,0.0418809,0.100977,0.11288,0.951668
233.4,-0.0478585,-0.00121658,0.0418605,0.101165,0.112886,0.955118
233.6,-0.0486064,-0.000990722,0.0430826,0.100192,0.113806,0.958943
233.8,-0.0486985,-0.000659266,0.0440668,0.0998774,0.11384,0.962527
234.0,-0.0487924,-0.0005775,0.0438738,0.0999849,0.113541,0.967733
234.2,-0.0493089,-0.000193678,0.0438276,0.100366,0.113963,0.97272
234.4,-0.0492837,-0.00100667,0.0442126,0.0998774,0.114543,0.976055
234.6,-0.0484173,-0.000328646,0.0444824,0.100325,0.113903,0.980073
234.8,-0.0470338,-0.000999751,0.0436884,0.100091,0.112888,0.984692
235.0,-0.0470099,-0.00055524,0.0432548,0.0997168,0.1132,0.98861
235.2,-0.0460421,-0.00150926,0.0432717,0.0984717,0.112743,0.991454
235.4,-0.046261,-0.00148921,0.0434,0.0997516,0.111686,0.997038
235.6,-0.0470279,-0.00133864,0.0429534,0.0992109,0.111292,1.00023
235.8,-0.0469949,-0.00170853,0.0422124,0.0996953,0.11185,1.00332
236.0,-0.0473434,-0.00178234,0.0425289,0.0993736,0.111686,1.00659
236.2,-0.0489348,-0.000603018,0.0432611,0.100116,0.110839,1.00895
236.4,-0.0482062,0.000188607,0.0430137,0.10039,0.110821,1.01091
236.6,-0.0488216,-0.00081393,0.0429761,0.100943,0.111202,1.01441
236.8,-0.050453,-0.000609086,0.0435027,0.10017,0.110755,1.0188
237.0,-0.0500162,-0.000573833,0.0432783,0.101327,0.110499,1.02052
237.2,-0.0490168,-0.00210217,0.0427559,0.10022,0.112073,1.02466
237.4,-0.0497046,-0.0020406,0.0430491,0.0984555,0.112296,1.02771
237.6,-0.0486955,-0.00186014,0.0423876,0.0985923,0.112327,1.03007
