Time (s), Binding (nm)
0, 0, Step 1
0.2, -0.00139805
0.4, -0.00258411
0.6, -0.00362955
0.8, -0.00432233
1, -0.00351383
1.2, -0.0030034
1.4, -0.00325656
1.6, -0.00311074
1.8, -0.00447022
2, -0.00465496
2.2, -0.00496945
2.4, -0.00479643
2.6, -0.00513507
2.8, -0.00376707
3, -0.00474984
3.2, -0.00607529
3.4, -0.00660239
3.6, -0.00640803
3.8, -0.00616365
4, -0.00725236
4.2, -0.00617402
4.4, -0.00669766
4.6, -0.00699644
4.8, -0.0076721
5, -0.0068846
5.2, -0.00737039
5.4, -0.00694609
5.6, -0.00666883
5.8, -0.00709089
6, -0.00795805
6.2, -0.00921175
6.4, -0.0091268
6.6, -0.00983824
6.8, -0.0111838
7, -0.011397
7.2, -0.0102807
7.4, -0.0102827
7.6, -0.0100022
7.8, -0.00839413
8, -0.00828406
8.2, -0.0102275
8.4, -0.0115396
8.6, -0.0124742
8.8, -0.0142246
9, -0.0146514
9.2, -0.013933
9.4, -0.0136257
9.6, -0.0139502
9.8, -0.0144507
10, -0.0145166
10.2, -0.0152167
10.4, -0.0160213
10.6, -0.0163465
10.8, -0.0159049
11, -0.017064
11.2, -0.0156933
11.4, -0.0156049
11.6, -0.0159834
11.8, -0.0155805
12, -0.0150079
12.2, -0.015356
12.4, -0.0159466
12.6, -0.0153866
12.8, -0.0162086
13, -0.0166116
13.2, -0.0178953
13.4, -0.0169529
13.6, -0.018294
13.8, -0.0177011
14, -0.0175446
14.2, -0.0166013
14.4, -0.0166361
14.6, -0.016052
14.8, -0.0158004
15, -0.0157943
15.2, -0.0174237
15.4, -0.0184054
15.6, -0.0190299
15.8, -0.0183945
16, -0.0177263
16.2, -0.0177276
16.4, -0.0183848
16.6, -0.0173657
16.8, -0.0182938
17, -0.0190028
17.2, -0.0190931
17.4, -0.0178474
17.6, -0.0172718
17.8, -0.0186886
18, -0.0182357
18.2, -0.0173847
18.4, -0.0177336
18.6, -0.0185296
18.8, -0.0182037
19, -0.017925
19.2, -0.0171995
19.4, -0.0169901
19.6, -0.0172695
19.8, -0.0167841
20, -0.0171685
20.2, -0.0179235
20.4, -0.0182018
20.6, -0.0186185
20.8, -0.0185217
21, -0.0189028
21.2, -0.01897
21.4, -0.0198182
21.6, -0.0190903
21.8, -0.0191024
22, -0.0189299
22.2, -0.0187968
22.4, -0.017719
22.6, -0.0174955
22.8, -0.0187258
23, -0.0185098
23.2, -0.0190628
23.4, -0.0183853
23.6, -0.0191235
23.8, -0.0182206
24, -0.0177673
24.2, -0.0181317
24.4, -0.0189551
24.6, -0.0189448
24.8, -0.0194066
25, -0.0209187
25.2, -0.0193594
25.4, -0.0200501
25.6, -0.0207096
25.8, -0.0200371
26, -0.0206445
26.2, -0.0211274
26.4, -0.0201483
26.6, -0.0196944
26.8, -0.0204745
27, -0.0184304
27.2, -0.0192736
27.4, -0.0198947
27.6, -0.0198228
27.8, -0.0196031
28, -0.020944
28.2, -0.0213212
28.4, -0.0211973
28.6, -0.0209914
28.8, -0.0207194
29, -0.0203525
29.2, -0.019089
29.4, -0.0187433
29.6, -0.0191499
29.8, -0.0196999
30, 0.220594, Step 2
30.2, 0.225154
30.4, 0.232992
30.6, 0.245928
30.8, 0.252824
31, 0.260938
31.2, 0.265332
31.4, 0.268928
31.6, 0.271953
31.8, 0.272386
32, 0.27484
32.2, 0.279767
32.4, 0.28086
32.6, 0.280953
32.8, 0.282176
33, 0.28051
33.2, 0.279572
33.4, 0.281622
33.6, 0.283743
33.8, 0.287011
34, 0.289549
34.2, 0.291844
34.4, 0.292939
34.6, 0.293978
34.8, 0.293817
35, 0.294408
35.2, 0.296626
35.4, 0.298237
35.6, 0.300066
35.8, 0.304095
36, 0.305222
36.2, 0.306764
36.4, 0.307899
36.6, 0.308639
36.8, 0.309669
37, 0.31076
37.2, 0.311818
37.4, 0.314232
37.6, 0.316203
37.8, 0.316881
38, 0.320372
38.2, 0.321132
38.4, 0.3222
38.6, 0.323543
38.8, 0.325339
39, 0.325511
39.2, 0.327053
39.4, 0.327944
39.6, 0.330593
39.8, 0.333075
40, 0.333691
40.2, 0.336408
40.4, 0.338199
40.6, 0.338118
40.8, 0.336448
41, 0.340302
41.2, 0.338796
41.4, 0.339991
41.6, 0.342437
41.8, 0.346821
42, 0.34529
42.2, 0.348657
42.4, 0.350123
42.6, 0.351951
42.8, 0.352742
43, 0.3545
43.2, 0.355213
43.4, 0.355753
43.6, 0.355551
43.8, 0.357092
44, 0.357668
44.2, 0.358792
44.4, 0.361484
44.6, 0.364019
44.8, 0.363317
45, 0.367406
45.2, 0.36831
45.4, 0.368636
45.6, 0.368636
45.8, 0.370569
46, 0.369287
46.2, 0.370614
46.4, 0.371762
46.6, 0.371116
46.8, 0.372741
47, 0.374175
47.2, 0.375897
47.4, 0.378035
47.6, 0.3805
