Time (s), Binding (nm)
0, 0, Step 1
0.2, 0.00210221
0.4, 0.000598002
0.6, -4.41122e-005
0.8, -0.000213509
1, -0.00105578
1.2, 0.000104569
1.4, 0.00135737
1.6, 0.00136618
1.8, 0.00139961
2, 0.00305785
2.2, 0.000817497
2.4, 0.000594955
2.6, 0.000999385
2.8, 0.000401754
3, -0.000825841
3.2, -0.000299704
3.4, -0.000942344
3.6, -0.000671833
3.8, -0.00094698
4, -0.00164072
4.2, -0.00126317
4.4, -0.000307525
4.6, -0.00116428
4.8, -0.00158551
5, -0.000773006
5.2, -0.00290656
5.4, -0.00260227
5.6, -0.00269935
5.8, -0.00201826
6, -0.00288508
6.2, -0.000934545
6.4, -0.000950912
6.6, -0.00125766
6.8, 4.70507e-005
7, 0.00108384
7.2, 0.00132989
7.4, 0.00150838
7.6, 0.00262999
7.8, 0.00233129
8, 0.00236844
8.2, 0.00195139
8.4, 0.000207182
8.6, 0.00166171
8.8, 0.00110946
9, -0.000161509
9.2, 0.000884345
9.4, 0.0015339
9.6, 0.000292912
9.8, -0.000336396
10, 0.0010619
10.2, 0.000550549
10.4, 0.000912714
10.6, 0.000588128
10.8, 0.000877758
11, 0.000431019
11.2, 0.00044612
11.4, -0.000413512
11.6, -5.07135e-005
11.8, 0.000383428
12, -0.000606718
12.2, -0.00206575
12.4, -0.00102408
12.6, -0.00251195
12.8, -0.00291062
13, -0.00114955
13.2, -0.000507947
13.4, -0.00178401
13.6, -0.00148543
13.8, -0.000106106
14, -0.0010829
14.2, -0.00155572
14.4, -0.00174408
14.6, -0.00195617
14.8, -0.00371994
15, -0.00405802
15.2, -0.00419701
15.4, -0.0053272
15.6, -0.00399161
15.8, -0.00230903
16, -0.00294799
16.2, -0.00311477
16.4, -0.00118733
16.6, -0.00218991
16.8, -0.00395347
17, -0.00419414
17.2, -0.00458428
17.4, -0.00459097
17.6, -0.0061989
17.8, -0.00659631
18, -0.00634723
18.2, -0.00646758
18.4, -0.00763985
18.6, -0.00633478
18.8, -0.00593157
19, -0.00662423
19.2, -0.00605966
19.4, -0.00603432
19.6, -0.00583188
19.8, -0.00543927
20, -0.0052029
20.2, -0.00623045
20.4, -0.00510096
20.6, -0.0049705
20.8, -0.00602352
21, -0.00609363
21.2, -0.00603425
21.4, -0.00578692
21.6, -0.00650026
21.8, -0.00603227
22, -0.00503309
22.2, -0.0049849
22.4, -0.00660436
22.6, -0.00682696
22.8, -0.00737202
23, -0.00728262
23.2, -0.00787323
23.4, -0.00728986
23.6, -0.00520057
23.8, -0.00549763
24, -0.00608239
24.2, -0.00458867
24.4, -0.00479989
24.6, -0.00684075
24.8, -0.00699827
25, -0.00738336
25.2, -0.00676818
25.4, -0.00785455
25.6, -0.00863595
25.8, -0.0088246
26, -0.00906666
26.2, -0.0108418
26.4, -0.00908006
26.6, -0.00863262
26.8, -0.00807814
27, -0.00810049
27.2, -0.00790858
27.4, -0.00864675
27.6, -0.00753641
27.8, -0.00756265
28, -0.00833258
28.2, -0.00861902
28.4, -0.00817807
28.6, -0.00999422
28.8, -0.00921403
29, -0.0082883
29.2, -0.00697195
29.4, -0.00715907
29.6, -0.00648651
29.8, -0.00687421
30, 0.210267, Step 2
30.2, 0.222832
30.4, 0.231919
30.6, 0.237604
30.8, 0.239365
31, 0.245893
31.2, 0.247847
31.4, 0.248968
31.6, 0.250476
31.8, 0.251365
32, 0.252714
32.2, 0.255128
32.4, 0.256485
32.6, 0.256545
32.8, 0.258232
33, 0.25876
33.2, 0.258645
33.4, 0.262119
33.6, 0.262638
33.8, 0.2641
34, 0.265702
34.2, 0.268519
34.4, 0.26808
34.6, 0.270284
34.8, 0.274144
35, 0.277292
35.2, 0.279036
35.4, 0.279933
35.6, 0.28245
35.8, 0.282923
36, 0.284705
