Time (s), Binding (nm)
0, 0, Step 1
0.2, -0.000634992
0.4, -0.0012583
0.6, -0.00204732
0.8, -0.0031519
1, -0.00305556
1.2, -0.00386728
1.4, -0.00265659
1.6, -0.00260755
1.8, -0.00241834
2, -0.00257184
2.2, -0.00225687
2.4, -0.00349918
2.6, -0.0042865
2.8, -0.00428784
3, -0.00545873
3.2, -0.00536452
3.4, -0.00577739
3.6, -0.00435722
3.8, -0.00451138
4, -0.00358318
4.2, -0.00426288
4.4, -0.00391887
4.6, -0.00482944
4.8, -0.00459316
5, -0.00370951
5.2, -0.00480652
5.4, -0.00420804
5.6, -0.00467854
5.8, -0.00457687
6, -0.00432358
6.2, -0.00345735
6.4, -0.00462236
6.6, -0.0051861
6.8, -0.00576198
7, -0.00801857
7.2, -0.00771366
7.4, -0.00692573
7.6, -0.00597116
7.8, -0.00553728
8, -0.00487628
8.2, -0.00488687
8.4, -0.00554782
8.6, -0.00717861
8.8, -0.00770952
9, -0.00864666
9.2, -0.00721259
9.4, -0.00745491
9.6, -0.00625451
9.8, -0.00599954
10, -0.00607863
10.2, -0.00787472
10.4, -0.00872905
10.6, -0.00881161
10.8, -0.00970802
11, -0.0089938
11.2, -0.00933429
11.4, -0.00830785
11.6, -0.0073735
11.8, -0.00819404
12, -0.00824866
12.2, -0.00677126
12.4, -0.00747688
12.6, -0.00993009
12.8, -0.00871773
13, -0.00847997
13.2, -0.00986131
13.4, -0.0101046
13.6, -0.00988322
13.8, -0.00981009
14, -0.0105782
14.2, -0.00900688
14.4, -0.00892675
14.6, -0.00812341
14.8, -0.00836575
15, -0.00759329
15.2, -0.00915094
15.4, -0.0093601
15.6, -0.00798626
15.8, -0.0080457
16, -0.00863604
16.2, -0.00868527
16.4, -0.00887574
16.6, -0.00983765
16.8, -0.00919467
17, -0.00921077
17.2, -0.009714
17.4, -0.00867691
17.6, -0.00844353
17.8, -0.00896912
18, -0.00938963
18.2, -0.00850069
18.4, -0.0088459
18.6, -0.0101008
18.8, -0.0106036
19, -0.0105287
19.2, -0.0112229
19.4, -0.0113819
19.6, -0.0105705
19.8, -0.0102433
20, -0.0106111
20.2, -0.00932933
20.4, -0.00948721
20.6, -0.00958149
20.8, -0.0113166
21, -0.0103536
21.2, -0.0115469
21.4, -0.0117962
21.6, -0.0129638
21.8, -0.0101228
22, -0.0102798
22.2, -0.00931019
22.4, -0.00805777
22.6, -0.00762265
22.8, -0.009927
23, -0.00941435
23.2, -0.0106742
23.4, -0.0122915
23.6, -0.0107574
23.8, -0.00934637
24, -0.0103357
24.2, -0.00947236
24.4, -0.00982768
24.6, -0.0115442
24.8, -0.0109302
25, -0.0114337
25.2, -0.0128302
25.4, -0.0120132
25.6, -0.0118872
25.8, -0.0139925
26, -0.0137588
26.2, -0.0134781
26.4, -0.0129962
26.6, -0.0109694
26.8, -0.0103223
27, -0.00979145
27.2, -0.0099189
27.4, -0.0104281
27.6, -0.0113439
27.8, -0.012379
28, -0.0135531
28.2, -0.013363
28.4, -0.0127354
28.6, -0.0138011
28.8, -0.0115948
29, -0.0116118
29.2, -0.012289
29.4, -0.0137562
29.6, -0.0140087
29.8, -0.0158746
30, 0.260847, Step 2
30.2, 0.286642
30.4, 0.29863
30.6, 0.314832
30.8, 0.315167
31, 0.325032
31.2, 0.330195
31.4, 0.333656
31.6, 0.333812
31.8, 0.335573
32, 0.340626
32.2, 0.340101
32.4, 0.341197
32.6, 0.3425
32.8, 0.343495
33, 0.344936
33.2, 0.344349
33.4, 0.344538
33.6, 0.346819
33.8, 0.34637
34, 0.344071
34.2, 0.348024
34.4, 0.35117
34.6, 0.35052
34.8, 0.355939
35, 0.359552
35.2, 0.361184
35.4, 0.363148
35.6, 0.364555
35.8, 0.364532
36, 0.366472
36.2, 0.369473
36.4, 0.368447
36.6, 0.371108
36.8, 0.372773
37, 0.370878
37.2, 0.371099
37.4, 0.372562
37.6, 0.372341
37.8, 0.374882
38, 0.380142
38.2, 0.380205
38.4, 0.3797
38.6, 0.383312
38.8, 0.382656
39, 0.382641
39.2, 0.387173
39.4, 0.39191
39.6, 0.392731
39.8, 0.394993
40, 0.395756
40.2, 0.395517
40.4, 0.396574
40.6, 0.397251
40.8, 0.398481
41, 0.399838
41.2, 0.402779
41.4, 0.403108
41.6, 0.405995
41.8, 0.407801
42, 0.411281
42.2, 0.412025
42.4, 0.414982
42.6, 0.417879
42.8, 0.420197
43, 0.418289
43.2, 0.420408
43.4, 0.419233
43.6, 0.420157
43.8, 0.423218
44, 0.425656
44.2, 0.427245
44.4, 0.431132
44.6, 0.428458
44.8, 0.427175
45, 0.430223
45.2, 0.429553
45.4, 0.431036
45.6, 0.435746
45.8, 0.436876
46, 0.438049
46.2, 0.442685
46.4, 0.441977
46.6, 0.442751
46.8, 0.444585
47, 0.445775
47.2, 0.445067
47.4, 0.446231
47.6, 0.446749
47.8, 0.450096
48, 0.451802
48.2, 0.449927
48.4, 0.45457
48.6, 0.457451
48.8, 0.456533
49, 0.459302
49.2, 0.460827
49.4, 0.461989
49.6, 0.46301
49.8, 0.46217
50, 0.460543
50.2, 0.46398
50.4, 0.466196
50.6, 0.465259
50.8, 0.471658
51, 0.474372
51.2, 0.47319
51.4, 0.472758
51.6, 0.473213
51.8, 0.47236
52, 0.472954
52.2, 0.476321
52.4, 0.476861
52.6, 0.481176
52.8, 0.47985
53, 0.479525
53.2, 0.482092
53.4, 0.484036
53.6, 0.483165
53.8, 0.486033
54, 0.488449
54.2, 0.488523
54.4, 0.488632
54.6, 0.490324
54.8, 0.493198
55, 0.49414
55.2, 0.495084
55.4, 0.496602
55.6, 0.49651
55.8, 0.496173
56, 0.499797
56.2, 0.500352
56.4, 0.499347
56.6, 0.5026
56.8, 0.502169
57, 0.500989
57.2, 0.503944
57.4, 0.505993
57.6, 0.506637
57.8, 0.510638
58, 0.513175
58.2, 0.512073
58.4, 0.514209
58.6, 0.516151
58.8, 0.514508
59, 0.514619
59.2, 0.516246
59.4, 0.515363
59.6, 0.515856
59.8, 0.516813
60, 0.517061
60.2, 0.520609
60.4, 0.521547
60.6, 0.522857
60.8, 0.526078
61, 0.525336
61.2, 0.525372
61.4, 0.527176
61.6, 0.526774
61.8, 0.526323
62, 0.530396
62.2, 0.5306
62.4, 0.529996
62.6, 0.532945
62.8, 0.535058
63, 0.534854
63.2, 0.537354
63.4, 0.539682
63.6, 0.538528
63.8, 0.540852
64, 0.540675
64.2, 0.541292
64.4, 0.543063
64.6, 0.543785
64.8, 0.543829
65, 0.545222
65.2, 0.544087
65.4, 0.546116
65.6, 0.547131
65.8, 0.546522
66, 0.550347
66.2, 0.553942
66.4, 0.554808
66.6, 0.555978
66.8, 0.557797
67, 0.556725
67.2, 0.554998
67.4, 0.555468
67.6, 0.558255
67.8, 0.558581
68, 0.557047
68.2, 0.558058
68.4, 0.560204
68.6, 0.558435
68.8, 0.562015
69, 0.564317
69.2, 0.564129
69.4, 0.56504
69.6, 0.566599
69.8, 0.563094
70, 0.565989
70.2, 0.569737
70.4, 0.569531
70.6, 0.571906
70.8, 0.573722
71, 0.575093
71.2, 0.574328
71.4, 0.575169
71.6, 0.573252
71.8, 0.57453
72, 0.574633
72.2, 0.575151
72.4, 0.577088
72.6, 0.578514
72.8, 0.578026
73, 0.57917
73.2, 0.581776
73.4, 0.580288
73.6, 0.581543
73.8, 0.585082
74, 0.584644
74.2, 0.583622
74.4, 0.584927
74.6, 0.586035
74.8, 0.585354
75, 0.585311
75.2, 0.58723
75.4, 0.587584
75.6, 0.588318
75.8, 0.591459
76, 0.594559
76.2, 0.594058
76.4, 0.593475
76.6, 0.595503
76.8, 0.593651
77, 0.594039
77.2, 0.595063
77.4, 0.595894
77.6, 0.598068
77.8, 0.600455
78, 0.601403
78.2, 0.599708
78.4, 0.606209
78.6, 0.607167
78.8, 0.605315
79, 0.605807
79.2, 0.60778
79.4, 0.604236
79.6, 0.604386
79.8, 0.604257
80, 0.605586
80.2, 0.606085
80.4, 0.606567
80.6, 0.608962
80.8, 0.612309
81, 0.611376
81.2, 0.614712
81.4, 0.616227
81.6, 0.616355
81.8, 0.614807
82, 0.617049
82.2, 0.616015
82.4, 0.616102
82.6, 0.615331
82.8, 0.615975
83, 0.616078
83.2, 0.61945
83.4, 0.620516
83.6, 0.623302
83.8, 0.627026
84, 0.625299
84.2, 0.624217
84.4, 0.626264
84.6, 0.624954
84.8, 0.623338
85, 0.628659
85.2, 0.626645
85.4, 0.626818
85.6, 0.627523
85.8, 0.627937
86, 0.62364
86.2, 0.627327
86.4, 0.627832
86.6, 0.627147
86.8, 0.630105
87, 0.633823
87.2, 0.632579
87.4, 0.63473
87.6, 0.636576
87.8, 0.636081
88, 0.63845
88.2, 0.638101
88.4, 0.636898
88.6, 0.63667
88.8, 0.636772
89, 0.634697
89.2, 0.638392
89.4, 0.640192
89.6, 0.639966
89.8, 0.641099
90, 0.643668
90.2, 0.64398
90.4, 0.645753
90.6, 0.648081
90.8, 0.649195
91, 0.649769
91.2, 0.648765
91.4, 0.648727
91.6, 0.649822
91.8, 0.651396
92, 0.648532
92.2, 0.652638
92.4, 0.651875
92.6, 0.653527
92.8, 0.655075
93, 0.659288
93.2, 0.656183
93.4, 0.65792
93.6, 0.656735
93.8, 0.654547
94, 0.655953
94.2, 0.657121
94.4, 0.657613
94.6, 0.659975
