Time (s), Binding (nm)
0, 0, Step 1
0.2, 0.00500077
0.4, 0.00637787
0.6, 0.00651858
0.8, 0.00608441
1, 0.00628918
1.2, 0.00589408
1.4, 0.00596631
1.6, 0.00641575
1.8, 0.00706767
2, 0.0075729
2.2, 0.00707525
2.4, 0.00725682
2.6, 0.0077586
2.8, 0.00808614
3, 0.00826555
3.2, 0.00881213
3.4, 0.0090885
3.6, 0.00946693
3.8, 0.00962675
4, 0.00998699
4.2, 0.00991245
4.4, 0.00948637
4.6, 0.00875802
4.8, 0.00836006
5, 0.00796073
5.2, 0.00883176
5.4, 0.00984327
5.6, 0.0105749
5.8, 0.0112902
6, 0.0119649
6.2, 0.0117318
6.4, 0.0117837
6.6, 0.0119833
6.8, 0.0125744
7, 0.0127353
7.2, 0.0136046
7.4, 0.0127063
7.6, 0.0132357
7.8, 0.0138554
8, 0.0137388
8.2, 0.0130305
8.4, 0.0141907
8.6, 0.0140883
8.8, 0.0135858
9, 0.0137696
9.2, 0.0133327
9.4, 0.0133256
9.6, 0.0128305
9.8, 0.0132789
10, 0.0129012
10.2, 0.0139394
10.4, 0.0139542
10.6, 0.0135348
10.8, 0.01285
11, 0.0138037
11.2, 0.0135704
11.4, 0.0136729
11.6, 0.0142764
11.8, 0.0136305
12, 0.0125367
12.2, 0.0125898
12.4, 0.0124103
12.6, 0.0127903
12.8, 0.0135144
13, 0.0143185
13.2, 0.0145087
13.4, 0.0146931
13.6, 0.0151698
13.8, 0.01519
14, 0.015116
14.2, 0.0148648
14.4, 0.014081
14.6, 0.0145408
14.8, 0.0145159
15, 0.0133171
15.2, 0.0138568
15.4, 0.0149232
15.6, 0.0139265
15.8, 0.013742
16, 0.0151687
16.2, 0.0149645
16.4, 0.0146126
16.6, 0.0151456
16.8, 0.0157135
17, 0.0152719
17.2, 0.0159929
17.4, 0.0159546
17.6, 0.0157533
17.8, 0.0152677
18, 0.0148743
18.2, 0.0138008
18.4, 0.0130523
18.6, 0.0125822
18.8, 0.0124166
19, 0.0124825
19.2, 0.0131492
19.4, 0.0133375
19.6, 0.0128757
19.8, 0.0128182
20, 0.0133866
20.2, 0.0128638
20.4, 0.0134759
20.6, 0.0143012
