Time (s), Binding (nm)
0, 0, Step 1
0.2, -0.0041051
0.4, -0.00853719
0.6, -0.0105681
0.8, -0.0134975
1, -0.0156415
1.2, -0.0164006
1.4, -0.0168225
1.6, -0.0178167
1.8, -0.0166371
2, -0.0161752
2.2, -0.0159116
2.4, -0.0164487
2.6, -0.0165369
2.8, -0.0159073
3, -0.0155194
3.2, -0.0153988
3.4, -0.0141162
3.6, -0.0137293
3.8, -0.0141438
4, -0.0142998
4.2, -0.0135275
4.4, -0.0138086
4.6, -0.0129982
4.8, -0.0140295
5, -0.0139327
5.2, -0.0149629
5.4, -0.0146464
5.6, -0.0151377
5.8, -0.0138981
6, -0.0140994
6.2, -0.0138694
6.4, -0.0130504
6.6, -0.0134629
6.8, -0.0141642
7, -0.0143493
7.2, -0.0140754
7.4, -0.0148395
7.6, -0.0139925
7.8, -0.013403
8, -0.0129291
8.2, -0.0132373
8.4, -0.013474
8.6, -0.0131176
8.8, -0.0136602
9, -0.013207
9.2, -0.0123154
9.4, -0.0116012
9.6, -0.0119872
9.8, -0.0109383
10, -0.0116025
10.2, -0.0119865
10.4, -0.0126718
10.6, -0.012389
10.8, -0.0140325
11, -0.012893
11.2, -0.0128623
11.4, -0.0124508
11.6, -0.0127846
11.8, -0.0117355
12, -0.012043
12.2, -0.0118553
12.4, -0.0116267
12.6, -0.0111274
12.8, -0.0106032
13, -0.0109788
13.2, -0.0119973
13.4, -0.011836
13.6, -0.0120384
13.8, -0.0127684
14, -0.0130613
14.2, -0.0123914
14.4, -0.0125019
14.6, -0.012191
14.8, -0.0118281
15, -0.0112997
15.2, -0.0111266
15.4, -0.0102512
15.6, -0.0106573
15.8, -0.010386
16, -0.0109968
16.2, -0.0112415
16.4, -0.011435
16.6, -0.0111582
16.8, -0.0107166
17, -0.00997913
17.2, -0.0101031
17.4, -0.0106346
17.6, -0.010437
17.8, -0.0106751
18, -0.0110441
18.2, -0.0106876
18.4, -0.0106935
18.6, -0.0105764
18.8, -0.0115559
19, -0.0107307
19.2, -0.0103583
19.4, -0.0103441
19.6, -0.0104672
19.8, -0.0095889
20, -0.00934601
20.2, -0.00873902
20.4, -0.00881042
20.6, -0.00873617
20.8, -0.00848972
21, -0.00890257
21.2, -0.00981473
21.4, -0.00887154
21.6, -0.00871666
21.8, -0.00869691
22, -0.00837122
22.2, -0.00790685
22.4, -0.00798837
22.6, -0.00811332
