Time (s), Binding (nm)
0, 0, Step 1
0.2, -0.00359501
0.4, -0.00715171
0.6, -0.0087589
0.8, -0.0105868
1, -0.01226
1.2, -0.0130815
1.4, -0.0140741
1.6, -0.014085
1.8, -0.0142932
2, -0.0144055
2.2, -0.0146437
2.4, -0.0138364
2.6, -0.0144193
2.8, -0.0136623
3, -0.0133905
3.2, -0.012827
3.4, -0.0122392
3.6, -0.0131255
3.8, -0.0137488
4, -0.0133479
4.2, -0.0137559
4.4, -0.0128813
4.6, -0.0113748
4.8, -0.0105848
5, -0.00984573
5.2, -0.00932504
5.4, -0.0102255
5.6, -0.0113961
5.8, -0.0114197
6, -0.0118211
6.2, -0.0116389
6.4, -0.0117282
6.6, -0.0117021
6.8, -0.0123277
7, -0.01295
7.2, -0.0129574
7.4, -0.0126457
7.6, -0.0119387
7.8, -0.0116956
8, -0.0117209
8.2, -0.0114741
8.4, -0.0121616
8.6, -0.0116732
8.8, -0.0125824
9, -0.0119005
9.2, -0.0117723
9.4, -0.0122805
9.6, -0.0124166
9.8, -0.0114319
10, -0.0120728
10.2, -0.0124998
10.4, -0.0112322
10.6, -0.011271
10.8, -0.0113104
11, -0.0114989
11.2, -0.0108285
11.4, -0.0115006
11.6, -0.0116536
11.8, -0.0116833
12, -0.0116025
12.2, -0.0121342
12.4, -0.0119547
12.6, -0.0119219
12.8, -0.0114806
13, -0.0112731
13.2, -0.0113487
13.4, -0.0117363
13.6, -0.0113762
13.8, -0.0118272
14, -0.0115327
14.2, -0.0117725
14.4, -0.0114406
14.6, -0.0112457
14.8, -0.0109852
15, -0.0113783
15.2, -0.0116048
15.4, -0.0116678
15.6, -0.0124404
15.8, -0.0123535
16, -0.011245
16.2, -0.0100866
16.4, -0.00993192
16.6, -0.00931996
16.8, -0.00910313
17, -0.0097924
17.2, -0.00974864
17.4, -0.00969064
17.6, -0.0102261
17.8, -0.00990136
18, -0.0103338
18.2, -0.00988953
18.4, -0.00990506
18.6, -0.00962052
18.8, -0.0107193
19, -0.00944881
19.2, -0.01082
19.4, -0.0118628
19.6, -0.0117058
19.8, -0.0120065
20, -0.0128718
20.2, -0.0127834
20.4, -0.0126729
20.6, -0.0121413
20.8, -0.0122939
21, -0.0123204
21.2, -0.0123073
