Time (s), Binding (nm)
0, 0, Step 1
0.2, 0.00562431
0.4, 0.00839563
0.6, 0.00814425
0.8, 0.00882895
1, 0.00992629
1.2, 0.00942785
1.4, 0.0100199
1.6, 0.0115399
1.8, 0.0122374
2, 0.0114009
2.2, 0.0126873
2.4, 0.0108623
2.6, 0.0109311
2.8, 0.0100056
3, 0.00995043
3.2, 0.00816724
3.4, 0.00961206
3.6, 0.00776918
3.8, 0.00872961
4, 0.00833413
4.2, 0.00861692
4.4, 0.00879658
4.6, 0.00991722
4.8, 0.00980318
5, 0.0111253
5.2, 0.0114365
5.4, 0.00986577
5.6, 0.0106145
5.8, 0.010268
6, 0.00935329
6.2, 0.00857908
6.4, 0.00932461
6.6, 0.00945419
6.8, 0.00811183
7, 0.0088565
7.2, 0.01008
7.4, 0.00967965
7.6, 0.00880648
7.8, 0.0106862
8, 0.0117502
8.2, 0.0108896
8.4, 0.0117985
8.6, 0.0116922
8.8, 0.0111341
9, 0.0100992
9.2, 0.0101841
9.4, 0.00953069
9.6, 0.00969238
9.8, 0.00913621
10, 0.00849769
10.2, 0.00779286
10.4, 0.00760931
10.6, 0.00756605
10.8, 0.00907686
11, 0.00955172
11.2, 0.00959965
11.4, 0.0102822
11.6, 0.00993218
11.8, 0.00862273
12, 0.00781553
12.2, 0.0086821
12.4, 0.00842481
12.6, 0.00922384
12.8, 0.00900486
13, 0.0102621
13.2, 0.00993626
13.4, 0.00993259
13.6, 0.00905826
13.8, 0.00944711
14, 0.00904598
14.2, 0.00947376
14.4, 0.00931779
14.6, 0.00952867
14.8, 0.0100948
15, 0.0102655
15.2, 0.00960819
15.4, 0.00928933
15.6, 0.0103927
15.8, 0.00919689
16, 0.00857319
16.2, 0.00831773
16.4, 0.00860809
16.6, 0.00738608
16.8, 0.00884474
17, 0.00951031
17.2, 0.0102626
17.4, 0.0103138
17.6, 0.0101129
17.8, 0.00932011
18, 0.00748334
18.2, 0.00726573
18.4, 0.00646179
18.6, 0.00688876
18.8, 0.00726341
19, 0.00875879
19.2, 0.00896601
19.4, 0.00975831
19.6, 0.00974874
19.8, 0.00899845
20, 0.00955421
20.2, 0.0095267
20.4, 0.00970513
20.6, 0.00948982
20.8, 0.0095984
21, 0.00921909
21.2, 0.00928269
21.4, 0.00932979
21.6, 0.0095679
21.8, 0.00953769
22, 0.00933211
22.2, 0.00960866
22.4, 0.0102972
22.6, 0.0106882
22.8, 0.0101744
23, 0.0111342
23.2, 0.0100843
23.4, 0.00932762
23.6, 0.00899215
23.8, 0.00929399
24, 0.00901371
24.2, 0.00982758
24.4, 0.0103258
24.6, 0.0108808
24.8, 0.0110236
25, 0.010085
25.2, 0.0090449
25.4, 0.00880017
25.6, 0.00888249
25.8, 0.00929343
26, 0.0100746
26.2, 0.0104243
26.4, 0.00990137
26.6, 0.0086495
26.8, 0.0070881
27, 0.00678532
27.2, 0.00739056
27.4, 0.00682593
27.6, 0.00809262
27.8, 0.00869425
28, 0.00833241
28.2, 0.00832172
28.4, 0.00903979
28.6, 0.00985033
28.8, 0.0099393
29, 0.0101036
29.2, 0.0100058
29.4, 0.0095244
29.6, 0.00723737
29.8, 0.00791863
30, 0.124604, Step 2
30.2, 0.116578
30.4, 0.117276
30.6, 0.111915
30.8, 0.109946
31, 0.106874
31.2, 0.106217
31.4, 0.10563
31.6, 0.106272
31.8, 0.106526
32, 0.107836
32.2, 0.107199
32.4, 0.105998
32.6, 0.105161
32.8, 0.105121
33, 0.103522
33.2, 0.103569
33.4, 0.104084
33.6, 0.104235
33.8, 0.10338
34, 0.103635
34.2, 0.103877
34.4, 0.103321
34.6, 0.102027
34.8, 0.102551
35, 0.103506
35.2, 0.103101
35.4, 0.103391
35.6, 0.103921
35.8, 0.103028
36, 0.102091
36.2, 0.10101
36.4, 0.100236
36.6, 0.101329
36.8, 0.102213
37, 0.101428
37.2, 0.102475
37.4, 0.102353
37.6, 0.101382
37.8, 0.101067
38, 0.100982
38.2, 0.0999481
38.4, 0.0990674
38.6, 0.0989146
38.8, 0.0986331
39, 0.0993259
39.2, 0.100461
39.4, 0.101216
39.6, 0.101049
39.8, 0.100849
40, 0.101509
40.2, 0.101713
40.4, 0.102787
40.6, 0.102672
40.8, 0.103036
41, 0.102147
41.2, 0.101906
41.4, 0.101241
41.6, 0.101867
41.8, 0.101542
42, 0.101987
42.2, 0.101822
42.4, 0.101078
42.6, 0.100127
42.8, 0.100148
43, 0.099399
43.2, 0.0994825
43.4, 0.100688
43.6, 0.100223
43.8, 0.0999285
44, 0.100285
44.2, 0.0992965
44.4, 0.0980079
44.6, 0.0989486
44.8, 0.0991994
45, 0.0996072
45.2, 0.100084
45.4, 0.100103
45.6, 0.100752
45.8, 0.100645
46, 0.100564
46.2, 0.100868
46.4, 0.101715
46.6, 0.100105
46.8, 0.101398
47, 0.100872
47.2, 0.101135
47.4, 0.10082
47.6, 0.102805
47.8, 0.101227
48, 0.100477
48.2, 0.100377
48.4, 0.100134
48.6, 0.099425
48.8, 0.0999935
49, 0.100292
49.2, 0.0999578
49.4, 0.100104
49.6, 0.0992886
49.8, 0.0983539
50, 0.0989994
50.2, 0.0988966
50.4, 0.0985348
50.6, 0.0995033
50.8, 0.100638
51, 0.0996775
51.2, 0.0984682
51.4, 0.0991822
51.6, 0.0981644
51.8, 0.0987556
52, 0.0989572
52.2, 0.10006
52.4, 0.100398
52.6, 0.101558
52.8, 0.100808
53, 0.101038
53.2, 0.101481
53.4, 0.100906
53.6, 0.0998685
53.8, 0.100152
54, 0.100036
54.2, 0.0996671
54.4, 0.100061
54.6, 0.0994115
54.8, 0.0991624
55, 0.0990379
55.2, 0.0978208
55.4, 0.0978737
55.6, 0.0975041
55.8, 0.0963601
56, 0.0972844
56.2, 0.0980234
56.4, 0.0975552
56.6, 0.0992827
56.8, 0.0989775
57, 0.0981536
57.2, 0.0978658
57.4, 0.0979495
57.6, 0.0970824
57.8, 0.0972937
58, 0.0970845
58.2, 0.0968003
58.4, 0.097673
58.6, 0.0969822
58.8, 0.097274
59, 0.0984185
59.2, 0.0990339
59.4, 0.0979048
59.6, 0.0982052
59.8, 0.0986385
60, 0.0988157
60.2, 0.0990034
60.4, 0.0990726
60.6, 0.0993237
60.8, 0.0988763
61, 0.0984485
61.2, 0.0978443
61.4, 0.0979144
61.6, 0.0987753
61.8, 0.098968
62, 0.0988204
62.2, 0.0999944
62.4, 0.0995764
62.6, 0.0976851
62.8, 0.0979428
63, 0.0973154
63.2, 0.0971202
63.4, 0.0975356
63.6, 0.0999124
63.8, 0.0991175
64, 0.100272
64.2, 0.099895
64.4, 0.100109
64.6, 0.0983965
64.8, 0.100001
65, 0.0986296
65.2, 0.0986193
65.4, 0.0990439
65.6, 0.0996953
65.8, 0.0994313
66, 0.0994063
66.2, 0.0999349
66.4, 0.098623
66.6, 0.0997484
66.8, 0.0986571
67, 0.0990299
67.2, 0.0983279
67.4, 0.0978793
67.6, 0.0970013
67.8, 0.0985919
68, 0.0986633
68.2, 0.099815
68.4, 0.101468
68.6, 0.101575
68.8, 0.100563
69, 0.100934
69.2, 0.100373
69.4, 0.100487
69.6, 0.100818
69.8, 0.101487
70, 0.10121
70.2, 0.101215
70.4, 0.100234
70.6, 0.100428
70.8, 0.100542
71, 0.10034
71.2, 0.0989253
71.4, 0.0994206
71.6, 0.0980722
71.8, 0.0975689
72, 0.099334
72.2, 0.101351
72.4, 0.102085
72.6, 0.102402
72.8, 0.101972
73, 0.101562
73.2, 0.100178
73.4, 0.0994356
73.6, 0.100725
73.8, 0.100467
74, 0.100494
74.2, 0.100719
74.4, 0.100723
74.6, 0.0997653
74.8, 0.100564
75, 0.0989996
75.2, 0.0998525
75.4, 0.098756
75.6, 0.0982049
75.8, 0.0971848
76, 0.098236
76.2, 0.0969634
76.4, 0.0973222
76.6, 0.0974313
76.8, 0.0988351
77, 0.0970882
77.2, 0.0980576
77.4, 0.0985375
77.6, 0.0989289
77.8, 0.0969958
78, 0.0973652
78.2, 0.0971541
78.4, 0.0967804
78.6, 0.096664
78.8, 0.0974575
79, 0.0978054
79.2, 0.097726
79.4, 0.0987329
79.6, 0.0975344
79.8, 0.0979172
80, 0.097856
80.2, 0.0984243
80.4, 0.0988303
80.6, 0.099094
80.8, 0.0976773
81, 0.0981475
81.2, 0.0976381
81.4, 0.0962121
81.6, 0.0984379
81.8, 0.100114
82, 0.100174
82.2, 0.100819
82.4, 0.10108
82.6, 0.100852
82.8, 0.100192
83, 0.100951
83.2, 0.100358
83.4, 0.0996474
83.6, 0.0988071
83.8, 0.0988645
84, 0.0982147
84.2, 0.0989411
84.4, 0.100266
84.6, 0.100063
84.8, 0.0998646
85, 0.098869
85.2, 0.0976521
85.4, 0.0967875
85.6, 0.0983761
85.8, 0.099262
86, 0.099912
