Time (s), Binding (nm)
0, 0, Step 1
0.2, 0.00384792
0.4, 0.00367501
0.6, 0.0043488
0.8, 0.00421033
1, 0.00382664
1.2, 0.0027368
1.4, 0.00298172
1.6, 0.00240054
1.8, 0.00299803
2, 0.00253431
2.2, 0.0026437
2.4, 0.00229539
2.6, 0.00377972
2.8, 0.00318766
3, 0.00440294
3.2, 0.004363
3.4, 0.00571041
3.6, 0.00485876
3.8, 0.00459441
4, 0.00387686
4.2, 0.00328329
4.4, 0.00244721
4.6, 0.00348147
4.8, 0.0044112
5, 0.00530882
5.2, 0.00634915
5.4, 0.00622886
5.6, 0.00508368
5.8, 0.00497119
6, 0.00537458
6.2, 0.00575205
6.4, 0.00607115
6.6, 0.00484076
6.8, 0.00524189
7, 0.00459586
7.2, 0.00460792
7.4, 0.00491788
7.6, 0.0059988
7.8, 0.00522397
8, 0.00554998
8.2, 0.00530538
8.4, 0.00542987
8.6, 0.00541632
8.8, 0.00611159
9, 0.00550627
9.2, 0.00551206
9.4, 0.00513456
9.6, 0.00559006
9.8, 0.0057056
10, 0.00651835
10.2, 0.00635187
10.4, 0.00654259
10.6, 0.00521543
10.8, 0.00463416
11, 0.00398771
11.2, 0.00375301
11.4, 0.00389307
11.6, 0.00498739
11.8, 0.00517224
12, 0.00544999
12.2, 0.00511482
12.4, 0.00467984
12.6, 0.00496971
12.8, 0.00508644
13, 0.004498
13.2, 0.00496628
13.4, 0.00479529
13.6, 0.00436099
13.8, 0.00420337
14, 0.00417517
14.2, 0.00384071
14.4, 0.00349666
14.6, 0.00471585
14.8, 0.00396335
15, 0.00395219
15.2, 0.00475471
15.4, 0.00595697
15.6, 0.00567131
15.8, 0.00586519
16, 0.00624221
16.2, 0.00569649
16.4, 0.00561881
16.6, 0.00446618
16.8, 0.00574464
17, 0.00629921
17.2, 0.00586443
17.4, 0.00546463
17.6, 0.00585543
17.8, 0.00567483
18, 0.00559028
18.2, 0.00679482
18.4, 0.00661092
18.6, 0.00645406
18.8, 0.00593089
19, 0.00584017
19.2, 0.00577123
19.4, 0.00450105
19.6, 0.00535439
19.8, 0.0059276
20, 0.00531971
20.2, 0.0039033
20.4, 0.00523965
20.6, 0.00350458
20.8, 0.00282636
21, 0.00285871
21.2, 0.00304889
21.4, 0.0038256
21.6, 0.00509915
21.8, 0.00444047
22, 0.00499215
22.2, 0.00495046
22.4, 0.00362936
22.6, 0.00267216
22.8, 0.00298598
23, 0.00209339
23.2, 0.00200928
23.4, 0.00257586
23.6, 0.00335052
23.8, 0.00351796
24, 0.00376681
24.2, 0.00388882
24.4, 0.00394425
24.6, 0.00427545
24.8, 0.0041933
25, 0.00411137
25.2, 0.00457976
25.4, 0.00434262
25.6, 0.00412732
25.8, 0.00469888
26, 0.00490942
26.2, 0.00467008
26.4, 0.00428739
26.6, 0.00345415
26.8, 0.00296161
27, 0.00338296
