Time (s), Binding (nm)
0, 0, Step 1
0.2, 0.00263273
0.4, 0.00250313
0.6, 0.00367686
0.8, 0.00379878
1, 0.00382442
1.2, 0.0029775
1.4, 0.00375461
1.6, 0.00464822
1.8, 0.0042803
2, 0.00497336
2.2, 0.00599018
2.4, 0.00557665
2.6, 0.00490291
2.8, 0.00605575
3, 0.00586699
3.2, 0.00524435
3.4, 0.00580698
3.6, 0.00560847
3.8, 0.00534996
4, 0.00554449
4.2, 0.00538199
4.4, 0.00571686
4.6, 0.00562266
4.8, 0.0047832
5, 0.00419902
5.2, 0.00438743
5.4, 0.00335147
5.6, 0.00347172
5.8, 0.00300964
6, 0.00434124
6.2, 0.00519476
6.4, 0.0062345
6.6, 0.00618145
6.8, 0.00769003
7, 0.00715298
7.2, 0.00685746
7.4, 0.00674131
7.6, 0.00637008
7.8, 0.006077
8, 0.00565066
8.2, 0.00463211
8.4, 0.00366185
8.6, 0.00429405
8.8, 0.00482135
9, 0.00497414
9.2, 0.00572395
9.4, 0.00543101
9.6, 0.00505781
9.8, 0.00453021
10, 0.00389273
10.2, 0.00337549
10.4, 0.00322983
10.6, 0.00353669
10.8, 0.00320998
11, 0.00407003
11.2, 0.0043723
11.4, 0.00506907
11.6, 0.00501111
11.8, 0.00448596
12, 0.00434576
12.2, 0.00403278
12.4, 0.00427048
12.6, 0.00331904
12.8, 0.00346755
13, 0.00276942
13.2, 0.00304944
13.4, 0.00253572
13.6, 0.00292975
13.8, 0.00321523
14, 0.00386923
14.2, 0.00383386
14.4, 0.00390061
14.6, 0.00428838
14.8, 0.00482472
15, 0.00486427
15.2, 0.0052404
15.4, 0.00575706
15.6, 0.00598677
15.8, 0.00597
16, 0.00539458
16.2, 0.00484315
16.4, 0.00444598
16.6, 0.00306716
16.8, 0.00243709
17, 0.00287025
17.2, 0.00425266
17.4, 0.00406137
17.6, 0.00455206
17.8, 0.00541533
18, 0.00565823
18.2, 0.00424146
18.4, 0.00446551
18.6, 0.00498603
18.8, 0.004003
19, 0.00356035
19.2, 0.00328359
19.4, 0.00252477
19.6, 0.00232397
19.8, 0.00252833
20, 0.00284701
20.2, 0.00291547
20.4, 0.00339263
20.6, 0.00253207
20.8, 0.00179502
21, 0.00101564
21.2, 0.00230154
21.4, 0.00290696
21.6, 0.00410583
21.8, 0.00508756
22, 0.00566818
22.2, 0.00582492
22.4, 0.00479431
22.6, 0.00418141
22.8, 0.00338594
23, 0.00234008
23.2, 0.00184185
23.4, 0.00264444
23.6, 0.00353034
23.8, 0.00538048
24, 0.0066121
24.2, 0.0054222
24.4, 0.00554818
24.6, 0.00445627
24.8, 0.0040428
25, 0.00320496
25.2, 0.00402214
25.4, 0.00402794
25.6, 0.00388637
25.8, 0.00357462
26, 0.00491079
26.2, 0.00421312
26.4, 0.00370757
26.6, 0.00446477
26.8, 0.00388028
27, 0.00313995
27.2, 0.00447693
27.4, 0.00548251
27.6, 0.00577156
27.8, 0.00672079
28, 0.006285
28.2, 0.00518888
28.4, 0.00365041
28.6, 0.00404685
28.8, 0.00333775
29, 0.00382655
29.2, 0.00413458
29.4, 0.00471621
29.6, 0.00380458
29.8, 0.00417945
30, 0.112406, Step 2
30.2, 0.109834
30.4, 0.109046
30.6, 0.108093
30.8, 0.108019
31, 0.10656
31.2, 0.105928
31.4, 0.104593
31.6, 0.103799
31.8, 0.103013
32, 0.103317
32.2, 0.103182
32.4, 0.102879
32.6, 0.102648
32.8, 0.102323
33, 0.101602
33.2, 0.102304
33.4, 0.102775
33.6, 0.102505
33.8, 0.103463
34, 0.103377
34.2, 0.102026
34.4, 0.102476
34.6, 0.10285
34.8, 0.101373
35, 0.101128
35.2, 0.10092
35.4, 0.100469
35.6, 0.0996211
35.8, 0.100494
36, 0.100051
36.2, 0.100156
36.4, 0.10111
36.6, 0.100162
36.8, 0.100012
37, 0.0990418
37.2, 0.098511
37.4, 0.0982974
37.6, 0.0991729
37.8, 0.0979615
38, 0.0983025
38.2, 0.0979465
38.4, 0.0985396
38.6, 0.0976634
38.8, 0.09872
39, 0.0989262
39.2, 0.100034
39.4, 0.0981159
39.6, 0.0992601
39.8, 0.099764
40, 0.100574
40.2, 0.100296
40.4, 0.101557
40.6, 0.102065
40.8, 0.10227
41, 0.101622
41.2, 0.099677
41.4, 0.0988988
41.6, 0.0985129
41.8, 0.0968621
42, 0.0971117
42.2, 0.0981412
42.4, 0.09702
42.6, 0.0976314
42.8, 0.0979478
43, 0.0973546
43.2, 0.0985568
43.4, 0.0994434
43.6, 0.0983613
43.8, 0.0993912
44, 0.100766
44.2, 0.100121
44.4, 0.0997977
44.6, 0.099555
44.8, 0.0985456
45, 0.0980722
45.2, 0.0977327
45.4, 0.0985446
45.6, 0.100116
45.8, 0.100958
46, 0.100487
46.2, 0.100732
46.4, 0.10019
46.6, 0.0985914
46.8, 0.0980557
47, 0.0970736
47.2, 0.0980856
47.4, 0.0983612
47.6, 0.098406
47.8, 0.0978086
48, 0.0987245
48.2, 0.0981602
48.4, 0.0976523
48.6, 0.0993362
48.8, 0.099024
49, 0.0990937
49.2, 0.0994575
49.4, 0.0989095
49.6, 0.0965012
49.8, 0.097106
50, 0.0979247
50.2, 0.0970929
50.4, 0.0984184
50.6, 0.0985275
50.8, 0.0995653
51, 0.0986403
51.2, 0.0982519
51.4, 0.0965244
51.6, 0.0973218
51.8, 0.0974086
52, 0.097182
52.2, 0.0978746
52.4, 0.0995946
52.6, 0.0997723
52.8, 0.0976186
53, 0.0981604
53.2, 0.0976696
53.4, 0.096002
53.6, 0.0966147
53.8, 0.0978858
54, 0.0979877
54.2, 0.0992077
54.4, 0.0991365
54.6, 0.0983572
54.8, 0.0983278
55, 0.0976478
55.2, 0.0967833
55.4, 0.0971059
55.6, 0.0966563
55.8, 0.0962528
56, 0.0974502
56.2, 0.0975726
56.4, 0.0978456
56.6, 0.0989015
56.8, 0.0994819
57, 0.0988378
57.2, 0.0990107
57.4, 0.0984677
57.6, 0.0979762
57.8, 0.0976078
58, 0.096563
58.2, 0.0957307
58.4, 0.0964786
58.6, 0.0962239
58.8, 0.0973831
59, 0.0978578
59.2, 0.0969937
59.4, 0.0979797
59.6, 0.0977472
59.8, 0.0948516
60, 0.0938746
60.2, 0.0958974
60.4, 0.0943068
60.6, 0.0955803
60.8, 0.097802
61, 0.0996677
61.2, 0.0992297
61.4, 0.100378
61.6, 0.0989709
61.8, 0.097029
62, 0.0960618
62.2, 0.0956254
62.4, 0.0955682
62.6, 0.0958122
62.8, 0.0973366
63, 0.0976746
63.2, 0.0974033
63.4, 0.0974259
63.6, 0.0978021
63.8, 0.0968565
64, 0.0969646
64.2, 0.0968268
64.4, 0.0957094
64.6, 0.0954082
64.8, 0.0958856
65, 0.0944987
65.2, 0.0943368
65.4, 0.0943717
65.6, 0.0945422
65.8, 0.0942508
66, 0.0956304
66.2, 0.0971337
66.4, 0.0970568
66.6, 0.0977287
66.8, 0.0974203
67, 0.096361
67.2, 0.0953373
67.4, 0.0957134
67.6, 0.0947784
67.8, 0.0955257
68, 0.0965129
68.2, 0.0955441
68.4, 0.0946127
68.6, 0.0951935
68.8, 0.0954379
69, 0.0942337
69.2, 0.0949945
69.4, 0.0964594
69.6, 0.0952001
69.8, 0.0950117
70, 0.095215
70.2, 0.0956317
70.4, 0.0947951
70.6, 0.0948194
70.8, 0.0950995
71, 0.0954916
71.2, 0.094911
71.4, 0.0952839
71.6, 0.0959312
71.8, 0.0959963
72, 0.0958353
72.2, 0.0963446
72.4, 0.0959303
72.6, 0.0962638
72.8, 0.0962512
73, 0.0964737
73.2, 0.0960272
73.4, 0.0968207
73.6, 0.0953964
73.8, 0.0951689
74, 0.0944155
74.2, 0.0943419
74.4, 0.0940327
74.6, 0.0959286
74.8, 0.0951861
75, 0.0959578
75.2, 0.0965148
75.4, 0.0963613
75.6, 0.0945476
75.8, 0.0957149
76, 0.0953858
76.2, 0.0958155
76.4, 0.0957615
76.6, 0.0973959
76.8, 0.096272
77, 0.0969029
77.2, 0.0954448
77.4, 0.0961003
77.6, 0.0951075
77.8, 0.0952999
78, 0.0950823
78.2, 0.0966933
78.4, 0.0953562
78.6, 0.0956014
78.8, 0.0966741
79, 0.0968142
79.2, 0.096608
79.4, 0.0971548
79.6, 0.0973109
79.8, 0.0954976
80, 0.0954398
80.2, 0.0951045
80.4, 0.0949537
80.6, 0.0943858
