Time (s), Binding (nm)
0, 0, Step 1
0.2, -0.00158955
0.4, -0.00010038
0.6, 0.000339698
0.8, -0.000379534
1, -0.00126117
1.2, -0.000857855
1.4, -0.00200525
1.6, -0.00251095
1.8, -0.00206736
2, -0.00179582
2.2, -0.00261148
2.4, -0.00108939
2.6, -0.000654403
2.8, 0.000728736
3, 0.000297602
3.2, 0.00152815
3.4, -0.000435637
3.6, -0.000317871
3.8, -0.00326941
4, -0.000998921
4.2, -0.00165023
4.4, 2.75516e-005
4.6, 0.000259775
4.8, 0.00255365
5, -0.000351832
5.2, -0.000538944
5.4, -0.00204089
5.6, -0.00276613
5.8, -0.00262134
6, -0.00211951
6.2, -0.00155487
6.4, -0.000861931
6.6, -0.00181903
6.8, -0.00235039
7, -0.00246779
7.2, -0.00196385
7.4, -0.00240937
7.6, -0.00106437
7.8, -0.00106292
8, 0.00103059
8.2, 0.000806591
8.4, 0.00056302
8.6, -0.000322472
8.8, -5.41901e-005
9, -0.00239203
9.2, -0.00339485
9.4, -0.00270462
9.6, -0.00227368
9.8, -0.00219892
10, -0.00229191
10.2, -0.00223086
10.4, -0.00244353
10.6, -0.00230319
10.8, -0.00374138
11, -0.00413458
11.2, -0.00424335
11.4, -0.00419098
11.6, -0.00496365
11.8, -0.00409542
12, -0.00147468
12.2, -0.00128732
12.4, -0.00169573
12.6, -0.00138464
12.8, -0.000986974
13, -0.00227882
13.2, -0.00281121
13.4, -0.00212894
13.6, -0.00170843
13.8, -0.00200462
14, -0.00137382
14.2, -4.4782e-005
14.4, 0.000394318
14.6, -0.000888973
14.8, -0.00129581
15, -0.00185204
15.2, -0.0030638
15.4, -0.00307391
15.6, -0.00209268
15.8, -0.00190614
16, -0.00115723
16.2, -0.00162626
16.4, -0.00237289
16.6, -0.00251703
16.8, -0.00320141
17, -0.00360935
17.2, -0.00281368
17.4, -0.00292765
17.6, -0.00249256
17.8, -0.00204547
18, -0.00174238
18.2, -0.0013071
18.4, 0.000384539
18.6, -0.000332909
18.8, 0.000479126
19, -0.00108021
19.2, -0.00186408
19.4, -0.00400368
19.6, -0.00357869
19.8, -0.00534346
20, -0.00497993
20.2, -0.00472438
20.4, -0.00369216
20.6, -0.00271694
20.8, -0.00191301
21, -0.00101811
21.2, -0.000229055
21.4, -0.000795346
21.6, -0.00178397
21.8, -0.00142011
22, -0.00184322
22.2, -0.0031847
22.4, -0.0029736
22.6, -0.00259245
22.8, -0.00289426
23, -0.00295098
23.2, -0.00242356
23.4, -0.00312511
23.6, -0.00386629
23.8, -0.00433638
24, -0.00420664
24.2, -0.00432691
24.4, -0.00301621
24.6, -0.00183932
24.8, -0.000560368
25, -0.000440987
25.2, -2.6502e-005
25.4, 6.36288e-005
25.6, -0.000982261
25.8, -0.000738699
26, -0.0018979
26.2, -0.00219513
26.4, -0.00379476
26.6, -0.00259246
26.8, -0.00448002
27, -0.00272665
27.2, -0.00300911
27.4, -0.00215793
27.6, -0.00292355
27.8, -0.00121741
28, -0.00267018
28.2, -0.00254473
28.4, -0.00292917
28.6, -0.00335218
28.8, -0.00395394
29, -0.00159271
29.2, -0.0010354
29.4, -0.000683639
29.6, 0.000198925
29.8, 0.000467031
30, 0.189677, Step 2
30.2, 0.184288
30.4, 0.182258
30.6, 0.178036
30.8, 0.177092
31, 0.175416
31.2, 0.173796
31.4, 0.17197
31.6, 0.170302
31.8, 0.170174
32, 0.169885
32.2, 0.169587
32.4, 0.171346
32.6, 0.172714
32.8, 0.172422
33, 0.169898
33.2, 0.1703
33.4, 0.167473
33.6, 0.167077
33.8, 0.166849
34, 0.169302
34.2, 0.169009
34.4, 0.170509
34.6, 0.170143
34.8, 0.169465
35, 0.167926
35.2, 0.167164
35.4, 0.16749
35.6, 0.167786
35.8, 0.168236
36, 0.169078
36.2, 0.169332
36.4, 0.169285
36.6, 0.168939
36.8, 0.168226
37, 0.167452
37.2, 0.16797
37.4, 0.167516
37.6, 0.167358
37.8, 0.168108
38, 0.168471
38.2, 0.167244
38.4, 0.167782
38.6, 0.168115
38.8, 0.167589
39, 0.168797
39.2, 0.17117
39.4, 0.17055
39.6, 0.170023
39.8, 0.171704
40, 0.170854
40.2, 0.170091
40.4, 0.171478
40.6, 0.172583
40.8, 0.172135
41, 0.170316
41.2, 0.170152
41.4, 0.169325
41.6, 0.168749
41.8, 0.169426
42, 0.171714
42.2, 0.171534
42.4, 0.172343
42.6, 0.173125
42.8, 0.172577
43, 0.172374
43.2, 0.174401
43.4, 0.174416
43.6, 0.175689
43.8, 0.175187
44, 0.175887
44.2, 0.17526
44.4, 0.174805
44.6, 0.172768
44.8, 0.173697
45, 0.173876
45.2, 0.17365
45.4, 0.174485
45.6, 0.175909
45.8, 0.174666
46, 0.174993
46.2, 0.175374
46.4, 0.174753
