Time (s), Binding (nm)
0, 0, Step 1
0.2, -8.80257e-005
0.4, 0.00171181
0.6, 0.00116799
0.8, 0.00184773
1, 0.0030873
1.2, 0.00324484
1.4, 0.00338065
1.6, 0.0039516
1.8, 0.00401726
2, 0.00284358
2.2, 0.00351249
2.4, 0.00433993
2.6, 0.00453746
2.8, 0.00350044
3, 0.004157
3.2, 0.00323569
3.4, 0.0015086
3.6, 0.00229309
3.8, 0.00349994
4, 0.00341376
4.2, 0.00418789
4.4, 0.00439455
4.6, 0.00445692
4.8, 0.00334306
5, 0.00425059
5.2, 0.00318003
5.4, 0.00295826
5.6, 0.00311355
5.8, 0.00297568
6, 0.00310429
6.2, 0.00501058
6.4, 0.00512639
6.6, 0.0041073
6.8, 0.00653923
7, 0.0038354
7.2, 0.00420479
7.4, 0.00480891
7.6, 0.00548027
7.8, 0.00386596
8, 0.00600207
8.2, 0.00524056
8.4, 0.00558376
8.6, 0.00557378
8.8, 0.00658045
9, 0.0059198
9.2, 0.00619891
9.4, 0.00554423
9.6, 0.00710036
9.8, 0.00703479
10, 0.00672212
10.2, 0.00653302
10.4, 0.00715185
10.6, 0.0051394
10.8, 0.00444532
11, 0.00637806
11.2, 0.00604066
11.4, 0.00536082
11.6, 0.00406655
11.8, 0.00524457
12, 0.00390525
12.2, 0.00319696
12.4, 0.00458858
12.6, 0.0053016
12.8, 0.00457552
13, 0.00272408
13.2, 0.00245071
13.4, 0.00137148
13.6, 0.00290958
13.8, 0.00352557
14, 0.00507428
14.2, 0.00670353
14.4, 0.00595348
14.6, 0.00491835
14.8, 0.00566535
15, 0.00600877
15.2, 0.00431308
15.4, 0.00397787
15.6, 0.00481019
15.8, 0.00444167
16, 0.0056424
16.2, 0.0070643
16.4, 0.0089877
16.6, 0.00823971
16.8, 0.00733694
17, 0.00527966
17.2, 0.00515525
17.4, 0.00537698
17.6, 0.00643232
17.8, 0.00576195
18, 0.00709147
18.2, 0.00745459
18.4, 0.00595796
18.6, 0.00574853
18.8, 0.0069825
19, 0.00626093
19.2, 0.00643779
19.4, 0.00672901
19.6, 0.00573209
19.8, 0.00644704
20, 0.00561287
20.2, 0.00450066
20.4, 0.00595477
20.6, 0.00561232
20.8, 0.00419453
21, 0.00570104
21.2, 0.00569281
21.4, 0.00580976
21.6, 0.00645604
21.8, 0.00751906
22, 0.00732279
22.2, 0.00828001
22.4, 0.00804694
22.6, 0.00834258
22.8, 0.00793424
23, 0.00822264
23.2, 0.00856018
23.4, 0.0086342
23.6, 0.00736397
23.8, 0.00677992
24, 0.00684733
24.2, 0.00569688
24.4, 0.00542196
24.6, 0.00608177
24.8, 0.00540823
25, 0.00473172
25.2, 0.0058616
25.4, 0.00651383
25.6, 0.00770483
25.8, 0.00697536
26, 0.00740506
26.2, 0.00692484
26.4, 0.00586017
26.6, 0.0037678
26.8, 0.00569917
27, 0.00473902
27.2, 0.0037423
27.4, 0.00310128
27.6, 0.00500912
27.8, 0.00509383
28, 0.00736415
28.2, 0.0078267
28.4, 0.00763419
28.6, 0.00833183
28.8, 0.00762611
29, 0.00558374
29.2, 0.00649005
29.4, 0.00606196
29.6, 0.00428564
29.8, 0.00413415
30, 0.194282, Step 2
30.2, 0.187783
30.4, 0.183707
30.6, 0.184131
30.8, 0.184496
31, 0.18247
31.2, 0.181629
31.4, 0.180774
31.6, 0.180906
31.8, 0.178464
32, 0.176829
32.2, 0.177286
32.4, 0.177828
32.6, 0.17686
32.8, 0.178641
33, 0.178583
33.2, 0.177241
33.4, 0.176447
33.6, 0.175457
33.8, 0.175811
34, 0.177275
34.2, 0.17702
34.4, 0.177479
34.6, 0.177312
34.8, 0.177164
35, 0.176017
35.2, 0.176957
35.4, 0.177018
35.6, 0.178092
35.8, 0.17764
36, 0.178574
36.2, 0.178521
36.4, 0.18006
36.6, 0.179942
36.8, 0.180723
37, 0.180768
37.2, 0.181162
37.4, 0.18041
37.6, 0.181661
37.8, 0.181752
38, 0.182717
38.2, 0.183293
38.4, 0.183138
38.6, 0.182612
38.8, 0.182689
39, 0.182169
39.2, 0.182003
39.4, 0.1833
39.6, 0.184015
39.8, 0.184124
40, 0.184547
40.2, 0.18458
40.4, 0.182836
40.6, 0.183531
40.8, 0.183049
41, 0.182695
41.2, 0.183141
41.4, 0.185327
41.6, 0.185056
41.8, 0.186604
42, 0.186955
42.2, 0.187511
42.4, 0.186534
42.6, 0.186117
42.8, 0.185204
43, 0.184453
43.2, 0.183516
43.4, 0.182718
43.6, 0.183055
43.8, 0.181641
44, 0.182642
44.2, 0.184049
44.4, 0.184724
44.6, 0.183944
44.8, 0.185622
45, 0.185889
45.2, 0.185996
45.4, 0.185007
45.6, 0.184836
45.8, 0.184934
46, 0.186138
46.2, 0.185555
46.4, 0.186663
46.6, 0.1874
46.8, 0.187262
47, 0.185209
47.2, 0.184945
47.4, 0.185394
47.6, 0.186171
47.8, 0.18476
48, 0.186085
48.2, 0.186244
48.4, 0.186057
48.6, 0.185209
48.8, 0.187425
49, 0.186946
49.2, 0.186863
49.4, 0.186581
49.6, 0.186718
49.8, 0.185281
50, 0.185476
50.2, 0.185708
50.4, 0.184357
50.6, 0.184429
50.8, 0.184745
51, 0.1846
51.2, 0.183854
51.4, 0.184325
51.6, 0.18377
51.8, 0.184238
52, 0.184035
52.2, 0.184855
52.4, 0.186811
52.6, 0.187886
52.8, 0.188888
53, 0.18794
53.2, 0.188711
53.4, 0.187443
53.6, 0.187583
53.8, 0.186338
54, 0.186679
54.2, 0.186122
54.4, 0.186733
54.6, 0.186189
54.8, 0.187064
55, 0.187947
55.2, 0.187821
55.4, 0.187858
55.6, 0.188975
55.8, 0.187514
56, 0.186657
56.2, 0.18648
56.4, 0.185149
56.6, 0.18398
56.8, 0.185402
57, 0.187242
57.2, 0.188198
57.4, 0.19053
57.6, 0.19067
57.8, 0.190648
58, 0.18822
58.2, 0.185828
58.4, 0.185423
58.6, 0.184954
58.8, 0.184332
59, 0.185208
59.2, 0.18671
59.4, 0.186612
59.6, 0.186656
59.8, 0.186748
60, 0.186629
60.2, 0.18794
60.4, 0.188063
60.6, 0.187792
60.8, 0.187814
61, 0.187773
61.2, 0.186888
61.4, 0.185195
61.6, 0.186869
61.8, 0.18627
62, 0.185837
62.2, 0.185469
62.4, 0.186004
62.6, 0.185359
62.8, 0.184961
63, 0.186213
63.2, 0.187124
63.4, 0.187228
63.6, 0.187066
63.8, 0.188366
64, 0.188473
64.2, 0.18718
64.4, 0.188129
64.6, 0.187708
64.8, 0.187738
65, 0.187687
65.2, 0.187455
65.4, 0.186841
65.6, 0.186956
65.8, 0.18747
