Time (s), Binding (nm)
0, 0, Step 1
0.2, 0.00168798
0.4, 0.00154635
0.6, 0.000294639
0.8, 0.00118277
1, 0.00130988
1.2, 0.00158033
1.4, 0.00061469
1.6, 0.00174365
1.8, 0.00018591
2, -0.000336964
2.2, -0.0012841
2.4, -7.87647e-005
2.6, -0.000455054
2.8, 0.00188186
3, 0.00150349
3.2, 0.00214179
3.4, 0.00120189
3.6, 0.00106668
3.8, -0.000870492
4, 0.000399885
4.2, -0.000444876
4.4, -0.000294976
4.6, -0.000119937
4.8, -6.35889e-005
5, -0.0015048
5.2, -0.00159551
5.4, -0.000308327
5.6, -0.001475
5.8, -0.000502017
6, -6.89772e-005
6.2, 0.00055661
6.4, -0.000343736
6.6, 0.000370076
6.8, -0.000948694
7, -0.000917922
7.2, -0.000973815
7.4, -0.00183664
7.6, -0.00180051
7.8, -0.000992583
8, -8.51515e-005
8.2, -0.00151762
8.4, -0.000374316
8.6, -0.000233666
8.8, -0.000955943
9, -0.00116892
9.2, -0.000578188
9.4, 0.000811427
9.6, 0.00042762
9.8, -0.000885497
10, -0.000950924
10.2, -0.000355915
10.4, -0.00118744
10.6, -0.0019454
10.8, 0.00054173
11, 0.000450581
11.2, 0.00111238
11.4, 0.000445507
11.6, 0.0022566
11.8, 0.00193176
12, 0.00161297
12.2, 0.000956238
12.4, 0.00167525
12.6, 0.00229469
12.8, 0.000607796
13, 0.000337179
13.2, -7.32056e-005
13.4, -0.00156207
13.6, -0.00220431
13.8, -0.000465558
14, 0.000716036
14.2, 0.000520413
14.4, 0.000733784
14.6, -0.000504653
14.8, -0.00143617
15, -0.00193108
15.2, -0.000991076
15.4, -0.00122204
15.6, 8.99095e-005
15.8, 0.000941311
16, 0.000525293
16.2, 0.000273821
16.4, 0.00162137
16.6, 0.00096256
16.8, -0.000566554
17, -0.000364735
17.2, -0.00109674
17.4, -0.000999429
17.6, -0.000695315
17.8, 0.000778009
18, 0.00032706
18.2, 0.0011048
18.4, -0.000295308
18.6, -0.0007449
18.8, -0.00236708
19, -0.00236974
19.2, -0.0022555
19.4, -0.00177686
19.6, -0.000991172
19.8, 0.000895234
20, 0.000578262
20.2, -0.000586036
20.4, -0.00166963
20.6, -0.00185414
20.8, -0.00200421
21, -0.00151785
21.2, 0.000461484
21.4, 0.00122595
21.6, 0.000421143
21.8, 0.000105619
22, 0.000193188
22.2, -0.00182462
22.4, -0.00220539
22.6, -0.00212583
22.8, -0.00297389
23, -0.00429299
23.2, -0.00271426
23.4, -0.00187575
23.6, -0.00178566
23.8, -0.000219853
24, 0.000358217
24.2, -0.000521959
24.4, 0.000251167
24.6, 0.000444054
24.8, -0.000582009
25, 0.000301172
25.2, 0.000179441
25.4, -0.000378406
25.6, -0.000371814
25.8, -0.000585156
26, -0.000475196
26.2, 0.00028194
26.4, 0.00068845
26.6, 0.00131139
26.8, 0.000190121
27, 0.000156496
27.2, -0.000787975
27.4, -0.000904583
27.6, -0.00147314
27.8, 0.000160946
28, 0.000355143
28.2, 0.000164067
28.4, -0.000718335
28.6, -0.00147942
28.8, -0.00112975
29, -0.00265324
29.2, -0.00179582
29.4, -0.00118914
29.6, -0.000880295
29.8, -0.002084
30, 0.253525, Step 2
30.2, 0.258853
30.4, 0.257527
30.6, 0.245746
30.8, 0.254637
31, 0.251995
31.2, 0.251198
31.4, 0.253432
31.6, 0.255027
31.8, 0.256819
32, 0.257226
32.2, 0.25951
32.4, 0.259893
32.6, 0.260909
32.8, 0.262767
33, 0.263254
33.2, 0.261932
33.4, 0.263154
33.6, 0.266886
33.8, 0.265589
34, 0.267328
34.2, 0.272697
34.4, 0.271593
34.6, 0.26987
34.8, 0.271486
35, 0.271906
35.2, 0.270952
35.4, 0.274341
35.6, 0.275958
35.8, 0.277098
36, 0.278112
36.2, 0.277891
36.4, 0.279863
36.6, 0.282118
36.8, 0.279908
37, 0.280993
37.2, 0.282594
37.4, 0.280474
37.6, 0.280526
37.8, 0.286169
38, 0.286929
38.2, 0.288045
38.4, 0.290353
38.6, 0.291583
38.8, 0.292511
39, 0.294764
39.2, 0.292661
39.4, 0.293416
39.6, 0.296355
39.8, 0.293145
40, 0.293847
40.2, 0.299062
40.4, 0.298093
40.6, 0.296758
40.8, 0.298488
41, 0.299065
41.2, 0.299076
41.4, 0.299161
41.6, 0.30111
41.8, 0.301307
42, 0.300317
42.2, 0.300782
42.4, 0.302425
42.6, 0.299069
42.8, 0.300432
43, 0.304427
43.2, 0.301722
43.4, 0.302361
43.6, 0.30669
43.8, 0.306011
44, 0.304088
44.2, 0.30753
44.4, 0.308605
44.6, 0.305659
44.8, 0.307382
45, 0.310238
45.2, 0.308526
45.4, 0.306747
45.6, 0.307855
45.8, 0.30594
46, 0.307554
46.2, 0.307184
46.4, 0.306872
46.6, 0.308585
46.8, 0.313979
47, 0.310359
47.2, 0.312222
47.4, 0.315657
47.6, 0.314748
47.8, 0.313919
48, 0.313448
48.2, 0.314344
48.4, 0.315941
48.6, 0.316318
48.8, 0.313147
49, 0.318061
49.2, 0.317284
49.4, 0.315085
49.6, 0.318918
49.8, 0.319237
50, 0.318068
50.2, 0.318681
50.4, 0.319073
50.6, 0.314753
50.8, 0.319061
51, 0.317671
51.2, 0.31705
51.4, 0.317866
51.6, 0.319417
51.8, 0.318315
52, 0.320875
52.2, 0.320206
52.4, 0.320654
52.6, 0.322846
52.8, 0.322064
53, 0.319371
53.2, 0.324062
53.4, 0.32177
53.6, 0.32142
53.8, 0.321296
54, 0.322499
54.2, 0.32203
54.4, 0.324105
54.6, 0.321143
54.8, 0.32305
55, 0.325179
55.2, 0.322611
55.4, 0.323106
55.6, 0.32624
55.8, 0.32571
56, 0.322726
56.2, 0.324396
56.4, 0.322608
56.6, 0.323758
56.8, 0.323062
57, 0.325317
57.2, 0.327524
57.4, 0.328105
57.6, 0.325859
57.8, 0.328385
58, 0.330518
58.2, 0.326978
58.4, 0.330436
58.6, 0.330381
58.8, 0.329778
59, 0.327407
59.2, 0.327847
59.4, 0.327057
59.6, 0.33069
59.8, 0.329751
60, 0.329729
60.2, 0.330257
60.4, 0.328207
60.6, 0.326558
60.8, 0.327183
61, 0.32666
61.2, 0.328572
61.4, 0.330421
61.6, 0.327606
61.8, 0.327253
62, 0.328301
62.2, 0.328551
62.4, 0.326162
62.6, 0.331745
62.8, 0.330745
63, 0.331904
63.2, 0.333079
63.4, 0.333279
63.6, 0.328559
63.8, 0.331353
64, 0.330968
64.2, 0.328083
64.4, 0.332323
64.6, 0.333784
64.8, 0.332981
65, 0.33341
65.2, 0.332052
65.4, 0.330267
65.6, 0.331618
65.8, 0.330636
66, 0.329006
66.2, 0.333732
66.4, 0.332019
66.6, 0.331338
66.8, 0.33363
67, 0.333414
67.2, 0.333412
67.4, 0.336372
67.6, 0.337949
67.8, 0.336402
68, 0.339459
68.2, 0.337071
68.4, 0.335937
68.6, 0.336083
68.8, 0.334013
69, 0.333098
69.2, 0.336122
69.4, 0.33463
69.6, 0.331907
69.8, 0.336006
70, 0.336314
70.2, 0.334064
70.4, 0.336401
70.6, 0.33719
70.8, 0.334794
71, 0.333931
71.2, 0.33194
71.4, 0.330929
71.6, 0.33465
71.8, 0.335851
72, 0.33483
72.2, 0.33944
72.4, 0.337541
72.6, 0.335612
72.8, 0.335726
73, 0.335523
73.2, 0.335263
73.4, 0.339773
73.6, 0.338339
73.8, 0.338109
74, 0.342104
74.2, 0.340013
74.4, 0.337842
74.6, 0.341003
74.8, 0.340214
75, 0.341106
75.2, 0.341328
75.4, 0.339925
75.6, 0.339171
75.8, 0.342773
76, 0.339371
76.2, 0.339809
76.4, 0.343787
76.6, 0.342629
76.8, 0.339199
77, 0.341551
77.2, 0.341313
77.4, 0.337822
77.6, 0.341581
77.8, 0.34335
78, 0.339925
78.2, 0.342407
78.4, 0.34312
78.6, 0.339514
78.8, 0.340785
79, 0.341858
79.2, 0.341106
79.4, 0.344123
79.6, 0.342937
79.8, 0.340296
80, 0.342958
80.2, 0.340697
80.4, 0.339608
80.6, 0.34303
80.8, 0.343295
81, 0.345254
81.2, 0.345817
81.4, 0.344325
81.6, 0.344686
81.8, 0.3456
82, 0.341695
82.2, 0.342341
82.4, 0.342692
82.6, 0.341514
82.8, 0.343633
83, 0.343236
83.2, 0.344129
83.4, 0.346727
83.6, 0.344951
83.8, 0.342848
84, 0.344962
84.2, 0.34654
84.4, 0.346793
84.6, 0.345914
84.8, 0.348099
85, 0.348838
85.2, 0.345247
85.4, 0.344702
85.6, 0.347881
85.8, 0.345024
86, 0.34602
86.2, 0.345558
86.4, 0.345301
86.6, 0.345905
86.8, 0.345521
87, 0.342831
87.2, 0.346963
87.4, 0.34463
87.6, 0.345162
87.8, 0.347083
88, 0.3484
88.2, 0.347576
88.4, 0.348252
88.6, 0.345181
88.8, 0.346798
89, 0.348871
89.2, 0.345676
89.4, 0.348034
89.6, 0.349595
89.8, 0.347836
90, 0.345656
90.2, 0.346156
90.4, 0.345887
90.6, 0.346838
90.8, 0.347488
91, 0.345476
91.2, 0.346523
91.4, 0.345882
91.6, 0.345934
91.8, 0.343902
92, 0.346971
92.2, 0.348188
92.4, 0.34622
92.6, 0.346631
92.8, 0.347427
93, 0.347624
93.2, 0.346842
93.4, 0.347153
93.6, 0.347195
93.8, 0.350681
94, 0.349529
94.2, 0.349331
94.4, 0.351447
94.6, 0.350441
94.8, 0.349093
95, 0.34906
95.2, 0.350535
95.4, 0.351872
95.6, 0.352542
95.8, 0.350075
96, 0.352246
96.2, 0.353085
96.4, 0.349559
96.6, 0.351043
96.8, 0.351049
97, 0.350849
97.2, 0.348356
97.4, 0.347927
97.6, 0.347019
97.8, 0.348026
98, 0.346373
98.2, 0.346498
98.4, 0.349679
98.6, 0.347917
98.8, 0.347246
99, 0.346729
99.2, 0.346091
99.4, 0.34472
99.6, 0.348978
99.8, 0.348979
100, 0.347624
100.2, 0.352249
100.4, 0.351804
100.6, 0.350315
100.8, 0.350957
101, 0.353355
101.2, 0.353142
101.4, 0.353573
101.6, 0.350247
101.8, 0.351924
102, 0.35353
