Time (s), Binding (nm)
0, 0, Step 1
0.2, -0.00658619
0.4, -0.0058226
0.6, -0.00866214
0.8, -0.00974164
1, -0.0113379
1.2, -0.0104799
1.4, -0.0119019
1.6, -0.010707
1.8, -0.0112204
2, -0.00975966
2.2, -0.0104896
2.4, -0.0108682
2.6, -0.0116511
2.8, -0.0116521
3, -0.0127892
3.2, -0.0126691
3.4, -0.0124618
3.6, -0.0131463
3.8, -0.013903
4, -0.0142135
4.2, -0.0145985
4.4, -0.0149922
4.6, -0.015496
4.8, -0.0161022
5, -0.0163803
5.2, -0.0154859
5.4, -0.0157218
5.6, -0.0146448
5.8, -0.0137155
6, -0.0135827
6.2, -0.0143001
6.4, -0.0136727
6.6, -0.0148825
6.8, -0.0147487
7, -0.0152722
7.2, -0.0155128
7.4, -0.0176543
7.6, -0.0184543
7.8, -0.0197192
8, -0.0193631
8.2, -0.0207923
8.4, -0.0194374
8.6, -0.0196447
8.8, -0.0201568
9, -0.0212548
9.2, -0.0213659
9.4, -0.0224112
9.6, -0.0213103
9.8, -0.0212814
10, -0.0206013
10.2, -0.0211909
10.4, -0.0225849
10.6, -0.0233784
10.8, -0.0218726
11, -0.0239229
11.2, -0.0236888
11.4, -0.0234848
11.6, -0.0241534
11.8, -0.0259596
12, -0.0254739
12.2, -0.0251667
12.4, -0.0241907
12.6, -0.0244872
12.8, -0.0246118
13, -0.0246635
13.2, -0.0246307
13.4, -0.0263685
13.6, -0.0271689
13.8, -0.0269949
14, -0.0272357
14.2, -0.029034
14.4, -0.0277924
14.6, -0.0269021
14.8, -0.0282344
15, -0.027604
15.2, -0.0264303
15.4, -0.0269476
15.6, -0.0269618
15.8, -0.0269343
16, -0.0283766
16.2, -0.0293563
16.4, -0.0301319
16.6, -0.0301313
16.8, -0.0294201
17, -0.0294704
17.2, -0.028543
17.4, -0.0278707
17.6, -0.0272519
17.8, -0.0276033
18, -0.027332
18.2, -0.0270518
18.4, -0.0274732
18.6, -0.0285461
18.8, -0.0284336
19, -0.0288788
19.2, -0.0297746
19.4, -0.0305809
19.6, -0.0310293
19.8, -0.0311774
20, -0.0297164
20.2, -0.0302016
20.4, -0.0301186
20.6, -0.0301215
20.8, -0.0309148
21, -0.0315315
21.2, -0.0315601
21.4, -0.0317087
21.6, -0.0306831
21.8, -0.0317541
22, -0.0314336
22.2, -0.0313663
22.4, -0.031288
22.6, -0.0325314
22.8, -0.0309468
23, -0.033533
23.2, -0.0337733
23.4, -0.0333151
23.6, -0.0343255
23.8, -0.0352448
24, -0.0337932
24.2, -0.0340668
24.4, -0.0340619
24.6, -0.0337402
24.8, -0.0332035
25, -0.0345744
25.2, -0.0343603
25.4, -0.0356458
25.6, -0.0346498
25.8, -0.0359775
26, -0.0347811
26.2, -0.0348388
26.4, -0.0333485
26.6, -0.034793
26.8, -0.0345322
27, -0.0356053
27.2, -0.035576
27.4, -0.0374166
27.6, -0.0369188
27.8, -0.0362949
28, -0.0355235
28.2, -0.0352927
28.4, -0.034872
28.6, -0.0342598
28.8, -0.0342096
29, -0.0345084
29.2, -0.0351228
29.4, -0.0362884
29.6, -0.037167
29.8, -0.0364346
30, 0.210409, Step 2
30.2, 0.203568
30.4, 0.198463
30.6, 0.198937
30.8, 0.192394
31, 0.190571
31.2, 0.190833
31.4, 0.188254
31.6, 0.186846
31.8, 0.188738
32, 0.186072
