Time (s), Binding (nm)
0, 0, Step 1
0.2, 0.00636114
0.4, 0.00886115
0.6, 0.00854882
0.8, 0.00916744
1, 0.00918054
1.2, 0.00783226
1.4, 0.00638345
1.6, 0.005997
1.8, 0.00453518
2, 0.00434125
2.2, 0.00422704
2.4, 0.00523834
2.6, 0.00587742
2.8, 0.00705966
3, 0.00700549
3.2, 0.00694045
3.4, 0.00697093
3.6, 0.00664023
3.8, 0.00638053
4, 0.00667056
4.2, 0.00661658
4.4, 0.00643788
4.6, 0.00708336
4.8, 0.00734419
5, 0.00768028
5.2, 0.00739906
5.4, 0.00842299
5.6, 0.00872341
5.8, 0.00872418
6, 0.00867816
6.2, 0.00892176
6.4, 0.00750986
6.6, 0.00813968
6.8, 0.00765231
7, 0.0075798
7.2, 0.00772496
7.4, 0.00722068
7.6, 0.0053505
7.8, 0.00665787
8, 0.00679284
8.2, 0.00650691
8.4, 0.007037
8.6, 0.00886845
8.8, 0.00787281
9, 0.00720435
9.2, 0.00774501
9.4, 0.00786672
9.6, 0.00679287
9.8, 0.00696571
10, 0.00781905
10.2, 0.00718192
10.4, 0.00796849
10.6, 0.00716553
10.8, 0.00722639
11, 0.00552157
11.2, 0.00629874
11.4, 0.00603303
11.6, 0.00729917
11.8, 0.00643772
12, 0.00845249
12.2, 0.00729063
12.4, 0.00775738
12.6, 0.00786747
12.8, 0.00836801
13, 0.00724911
13.2, 0.00803471
13.4, 0.00668643
13.6, 0.00652064
13.8, 0.00707155
14, 0.00687845
14.2, 0.00768181
14.4, 0.00891349
14.6, 0.00882398
14.8, 0.00797392
15, 0.00846267
15.2, 0.00802745
15.4, 0.00863773
15.6, 0.00827746
15.8, 0.0102375
16, 0.00989406
16.2, 0.00945196
16.4, 0.0073107
16.6, 0.00765239
16.8, 0.00584086
17, 0.00666304
17.2, 0.00686063
17.4, 0.00834739
17.6, 0.00692357
17.8, 0.00866327
18, 0.00806971
18.2, 0.0067485
18.4, 0.00676702
18.6, 0.00883919
18.8, 0.00772752
19, 0.00768216
19.2, 0.00823632
19.4, 0.00875883
19.6, 0.00712257
19.8, 0.00793517
20, 0.00854652
20.2, 0.00998025
20.4, 0.00925383
20.6, 0.00955211
20.8, 0.0087303
21, 0.00853263
21.2, 0.00834356
21.4, 0.00839011
21.6, 0.00914318
21.8, 0.00913632
22, 0.00805597
22.2, 0.00815067
22.4, 0.00809375
22.6, 0.00932585
22.8, 0.00997161
23, 0.0101994
23.2, 0.010012
23.4, 0.00901555
23.6, 0.00781833
23.8, 0.00824309
24, 0.00979177
24.2, 0.00955129
24.4, 0.0102549
24.6, 0.0103654
24.8, 0.00907162
25, 0.0089002
25.2, 0.00906566
25.4, 0.00943358
25.6, 0.00882892
25.8, 0.00898232
26, 0.00764468
26.2, 0.00863496
26.4, 0.00786849
26.6, 0.00872644
26.8, 0.0093893
27, 0.00986669
27.2, 0.00885305
27.4, 0.00956977
27.6, 0.00862619
27.8, 0.00846174
28, 0.00973598
28.2, 0.0081979
28.4, 0.00816455
28.6, 0.00947624
28.8, 0.00893622
29, 0.00933813
29.2, 0.0113371
29.4, 0.0118107
29.6, 0.0113746
29.8, 0.0123351
30, 0.263527, Step 2
30.2, 0.258969
30.4, 0.265714
30.6, 0.251159
30.8, 0.254301
31, 0.252548
31.2, 0.250274
31.4, 0.250706
31.6, 0.24959
31.8, 0.250258
32, 0.248505
32.2, 0.248353
32.4, 0.24814
32.6, 0.248412
32.8, 0.248296
33, 0.250485
33.2, 0.252483
33.4, 0.24906
33.6, 0.251903
33.8, 0.251709
34, 0.250661
34.2, 0.251725
34.4, 0.253137
34.6, 0.25328
34.8, 0.254131
35, 0.25516
