Time (s), Binding (nm)
0, 0, Step 1
0.2, 0.00160358
0.4, 0.00283897
0.6, 0.00259185
0.8, 0.00373988
1, 0.00384291
1.2, 0.00405291
1.4, 0.00431086
1.6, 0.00531122
1.8, 0.00511838
2, 0.00567823
2.2, 0.00576585
2.4, 0.00605659
2.6, 0.00629344
2.8, 0.00652362
3, 0.00759293
3.2, 0.00770052
3.4, 0.00750213
3.6, 0.00686608
3.8, 0.00754028
4, 0.00636168
4.2, 0.0066014
4.4, 0.0068147
4.6, 0.00699346
4.8, 0.00681389
5, 0.0072755
5.2, 0.00761133
5.4, 0.00731004
5.6, 0.00809478
5.8, 0.00800478
6, 0.00896406
6.2, 0.00968574
6.4, 0.010622
6.6, 0.0110271
6.8, 0.0108939
7, 0.0102976
7.2, 0.00954304
7.4, 0.00961864
7.6, 0.00919792
7.8, 0.00934434
8, 0.0095636
8.2, 0.00898664
8.4, 0.00965115
8.6, 0.00899118
8.8, 0.00877736
9, 0.00859295
9.2, 0.00994093
9.4, 0.00944154
9.6, 0.00969075
9.8, 0.0096021
10, 0.0100683
10.2, 0.0102806
10.4, 0.0101429
10.6, 0.0107078
10.8, 0.0112998
11, 0.0112329
11.2, 0.0112845
11.4, 0.0119199
11.6, 0.0123495
11.8, 0.0126537
12, 0.0125453
12.2, 0.0122497
12.4, 0.0111474
12.6, 0.0111543
12.8, 0.0112645
13, 0.0118947
13.2, 0.0121791
13.4, 0.0129282
13.6, 0.0128982
13.8, 0.0125794
14, 0.0126969
14.2, 0.0115433
14.4, 0.0119423
14.6, 0.0125317
14.8, 0.0129059
15, 0.0121264
15.2, 0.0131498
15.4, 0.0125408
15.6, 0.0120208
15.8, 0.0117533
16, 0.0128185
16.2, 0.0123908
16.4, 0.0127004
16.6, 0.0135483
16.8, 0.0122746
17, 0.0121252
17.2, 0.0126832
17.4, 0.0130277
17.6, 0.0124961
17.8, 0.013329
18, 0.0131758
18.2, 0.0139017
18.4, 0.0138885
18.6, 0.0135025
18.8, 0.0142967
19, 0.0152344
19.2, 0.013945
19.4, 0.0140426
19.6, 0.0141264
19.8, 0.013781
20, 0.0130628
20.2, 0.0138575
20.4, 0.0146702
20.6, 0.0159971
20.8, 0.0165409
21, 0.0161767
21.2, 0.0156198
21.4, 0.0144646
21.6, 0.014379
21.8, 0.0144233
22, 0.0145326
22.2, 0.015431
22.4, 0.0159503
22.6, 0.0154779
22.8, 0.0160806
23, 0.0160552
23.2, 0.0161176
23.4, 0.0167581
23.6, 0.0157333
23.8, 0.0151938
24, 0.0150303
24.2, 0.0145755
24.4, 0.0131711
24.6, 0.014775
24.8, 0.0152884
25, 0.0166738
25.2, 0.0170979
25.4, 0.0180805
25.6, 0.0178964
25.8, 0.0181674
26, 0.0172783
26.2, 0.0174569
26.4, 0.0179812
26.6, 0.0180682
26.8, 0.017052
27, 0.0179064
27.2, 0.0187777
27.4, 0.0177445
27.6, 0.0177737
27.8, 0.017992
28, 0.0178419
28.2, 0.0167697
28.4, 0.0176278
28.6, 0.0172168
28.8, 0.0176562
29, 0.0173699
29.2, 0.0168762
29.4, 0.017164
29.6, 0.0169814
29.8, 0.0174012
30, 0.175875, Step 2
30.2, 0.167372
30.4, 0.172729
30.6, 0.168809
30.8, 0.169559
31, 0.168579
31.2, 0.169374
31.4, 0.168126
31.6, 0.169443
31.8, 0.170143
32, 0.172455
32.2, 0.176219
32.4, 0.181134
32.6, 0.185837
32.8, 0.191952
33, 0.198315
33.2, 0.205854
33.4, 0.213384
33.6, 0.220527
33.8, 0.228136
34, 0.234969
34.2, 0.241896
34.4, 0.248953
34.6, 0.257207
34.8, 0.264506
35, 0.272568
35.2, 0.279252
35.4, 0.285669
35.6, 0.29251
35.8, 0.301093
36, 0.306925
36.2, 0.31365
36.4, 0.32168
36.6, 0.328613
36.8, 0.334518
37, 0.341607
37.2, 0.349432
37.4, 0.355261
37.6, 0.361781
37.8, 0.367152
38, 0.374428
38.2, 0.381138
38.4, 0.387817
38.6, 0.394604
38.8, 0.402202
39, 0.406445
39.2, 0.412781
39.4, 0.418778
39.6, 0.423673
39.8, 0.429358
40, 0.436381
40.2, 0.441644
40.4, 0.446686
40.6, 0.452997
40.8, 0.458126
41, 0.463016
41.2, 0.469226
41.4, 0.474859
41.6, 0.479725
41.8, 0.484219
42, 0.490224
42.2, 0.494174
42.4, 0.500628
42.6, 0.505372
42.8, 0.511052
43, 0.514838
43.2, 0.521205
43.4, 0.524789
43.6, 0.530209
43.8, 0.534308
44, 0.539377
44.2, 0.543271
44.4, 0.547495
44.6, 0.55216
44.8, 0.556948
45, 0.560537
45.2, 0.56581
45.4, 0.56995
45.6, 0.573731
45.8, 0.577756
46, 0.583441
46.2, 0.587335
46.4, 0.591562
46.6, 0.596006
46.8, 0.600437
47, 0.603306
47.2, 0.607514
47.4, 0.611433
47.6, 0.615024
47.8, 0.619178
48, 0.62306
48.2, 0.625538
48.4, 0.629149
48.6, 0.633607
48.8, 0.637199
49, 0.641203
49.2, 0.644678
49.4, 0.648999
49.6, 0.652111
49.8, 0.655005
50, 0.659458
50.2, 0.663283
50.4, 0.666317
50.6, 0.669528
50.8, 0.67325
51, 0.675231
51.2, 0.679332
51.4, 0.682351
51.6, 0.685885
51.8, 0.689168
52, 0.692674
52.2, 0.695331
52.4, 0.698702
52.6, 0.701757
52.8, 0.704221
53, 0.707031
53.2, 0.710626
53.4, 0.714561
53.6, 0.718141
53.8, 0.720941
54, 0.724123
54.2, 0.726765
54.4, 0.729384
54.6, 0.731626
54.8, 0.734595
55, 0.736734
55.2, 0.739802
55.4, 0.742241
55.6, 0.7454
55.8, 0.748003
56, 0.75133
56.2, 0.75398
56.4, 0.756732
56.6, 0.75906
56.8, 0.761883
57, 0.764269
57.2, 0.765414
57.4, 0.767823
57.6, 0.770784
57.8, 0.774075
58, 0.777371
58.2, 0.780737
58.4, 0.783359
58.6, 0.785145
58.8, 0.787605
59, 0.790443
59.2, 0.793172
59.4, 0.794599
59.6, 0.797119
59.8, 0.798319
60, 0.800255
60.2, 0.802404
60.4, 0.804756
60.6, 0.807386
60.8, 0.809719
61, 0.811767
61.2, 0.81483
61.4, 0.81794
61.6, 0.821189
61.8, 0.823356
62, 0.824482
62.2, 0.824828
62.4, 0.827506
62.6, 0.828077
62.8, 0.830224
63, 0.832956
63.2, 0.836548
63.4, 0.838397
63.6, 0.840911
63.8, 0.843213
64, 0.845778
64.2, 0.847008
64.4, 0.848429
64.6, 0.850699
64.8, 0.851745
65, 0.852564
65.2, 0.855685
65.4, 0.85836
65.6, 0.860653
65.8, 0.863672
66, 0.866005
66.2, 0.867258
66.4, 0.868244
66.6, 0.869548
66.8, 0.872111
67, 0.873242
67.2, 0.874721
67.4, 0.877417
67.6, 0.878733
67.8, 0.879623
68, 0.881742
68.2, 0.88331
68.4, 0.884459
68.6, 0.886343
68.8, 0.887885
69, 0.890534
69.2, 0.892639
69.4, 0.893848
69.6, 0.895448
69.8, 0.896814
70, 0.897985
70.2, 0.898192
70.4, 0.901001
70.6, 0.903078
70.8, 0.905504
71, 0.907764
71.2, 0.910134
71.4, 0.911331
71.6, 0.91335
71.8, 0.914827
72, 0.916644
72.2, 0.918972
72.4, 0.919443
72.6, 0.922121
72.8, 0.923766
73, 0.924915
73.2, 0.926914
73.4, 0.929232
73.6, 0.929674
73.8, 0.930762
74, 0.932081
74.2, 0.932482
74.4, 0.933964
74.6, 0.935322
74.8, 0.937836
75, 0.939627
75.2, 0.940275
75.4, 0.941548
75.6, 0.943093
75.8, 0.942866
76, 0.94377
76.2, 0.94713
76.4, 0.94855
76.6, 0.949451
76.8, 0.951503
77, 0.952767
77.2, 0.954082
77.4, 0.955284
77.6, 0.955952
77.8, 0.957907
78, 0.959994
78.2, 0.960935
78.4, 0.962806
78.6, 0.965603
78.8, 0.966901
79, 0.967397
79.2, 0.969395
79.4, 0.969957
79.6, 0.971072
79.8, 0.972055
80, 0.973495
80.2, 0.973225
80.4, 0.974533
80.6, 0.975038
80.8, 0.977249
81, 0.97871
81.2, 0.980432
81.4, 0.981947
81.6, 0.983352
81.8, 0.984585
82, 0.985911
82.2, 0.987082
82.4, 0.988284
82.6, 0.989898
82.8, 0.989964
83, 0.990397
83.2, 0.992317
83.4, 0.992628
83.6, 0.993477
83.8, 0.995629
84, 0.996682
84.2, 0.99832
84.4, 1.00036
84.6, 1.00195
84.8, 1.00312
85, 1.00576
85.2, 1.00508
85.4, 1.00667
85.6, 1.00726
85.8, 1.0086
