Time (s), Binding (nm)
0, 0, Step 1
0.2, 0.000360628
0.4, -0.00236416
0.6, -0.00367485
0.8, -0.00472327
1, -0.00489748
1.2, -0.00557064
1.4, -0.00518634
1.6, -0.00531756
1.8, -0.0058868
2, -0.00611278
2.2, -0.0057686
2.4, -0.00589589
2.6, -0.00576738
2.8, -0.00488767
3, -0.00508068
3.2, -0.00528069
3.4, -0.0044884
3.6, -0.00475569
3.8, -0.00388401
4, -0.00447248
4.2, -0.00463857
4.4, -0.00561087
4.6, -0.00516989
4.8, -0.00601806
5, -0.00551967
5.2, -0.00541985
5.4, -0.00544693
5.6, -0.00475473
5.8, -0.00448343
6, -0.00410156
6.2, -0.00392145
6.4, -0.00286057
6.6, -0.00359686
6.8, -0.00371245
7, -0.00357833
7.2, -0.00303734
7.4, -0.003684
7.6, -0.00289385
7.8, -0.00258756
8, -0.00237128
8.2, -0.00245269
8.4, -0.00171876
8.6, -0.00155106
8.8, -0.00162426
9, -0.00199905
9.2, -0.00139288
9.4, -0.00147504
9.6, -0.00159519
9.8, -0.00183403
10, -0.00172344
10.2, -0.00210653
10.4, -0.00180776
10.6, -0.00207845
10.8, -0.00170398
11, -0.00055669
11.2, -0.00126765
11.4, -0.00198778
11.6, -0.00152325
11.8, -0.00135673
12, -0.00152889
12.2, -0.00132811
12.4, -0.000363434
12.6, -0.000406102
12.8, -0.000605668
13, -0.00100735
13.2, -0.000560877
13.4, -0.000640516
13.6, -0.000951099
13.8, -0.000627163
14, -0.000188284
14.2, -0.000822266
14.4, -0.000339117
14.6, 6.97634e-005
14.8, -0.000777556
15, -0.000861866
15.2, -0.000443357
15.4, -0.00152285
15.6, -0.00155728
15.8, -0.00102763
16, -0.00187096
16.2, -0.00148304
16.4, -0.00108984
16.6, -0.000726605
16.8, -0.000111143
17, 0.000227983
17.2, 0.000339592
17.4, 0.000685609
17.6, -4.81183e-006
17.8, -0.000219273
18, 0.000374529
18.2, 0.000179538
18.4, -0.000183467
18.6, 0.000137134
18.8, -0.000592627
19, -0.00140571
19.2, -0.00129745
19.4, -0.00050464
19.6, -0.000511378
19.8, -0.00059942
20, -0.000717521
20.2, -0.000965246
20.4, -0.00244513
20.6, -0.00267408
20.8, -0.0022586
21, -0.00156401
21.2, -0.00161075
21.4, -0.000593565
21.6, -0.000904707
21.8, -0.000573412
22, -0.00081991
22.2, -0.00122017
22.4, -0.00129168
22.6, -0.00127045
22.8, -0.00121117
23, -0.00136997
23.2, -0.000581023
23.4, -0.00119094
23.6, -0.000738682
23.8, -0.00128801
24, -0.00122827
24.2, -0.0019132
24.4, -0.00121184
24.6, -0.00112328
24.8, -0.000880652
25, -0.000568044
25.2, -0.000163207
25.4, -0.000399604
25.6, -0.000645865
25.8, 3.25127e-005
26, -0.000340756
26.2, -0.000202877
26.4, 0.000146087
26.6, -2.58044e-005
26.8, -0.000777275
27, -0.000481764
27.2, -0.000514612
27.4, -0.000448121
27.6, 4.82817e-005
27.8, -0.000129117
28, -0.000639796
28.2, -0.000381588
28.4, -0.00119392
28.6, -0.00166633
28.8, -0.00193813
29, -0.000977026
29.2, -0.00197798
29.4, -0.00107262
29.6, -0.000110269
29.8, 0.0012609
30, 0.083568, Step 2
30.2, 0.0774242
30.4, 0.0798532
30.6, 0.077798
30.8, 0.0732471
31, 0.0722813
31.2, 0.0728448
31.4, 0.0732997
31.6, 0.0760081
31.8, 0.081327
32, 0.0870544
32.2, 0.095038
32.4, 0.104094
32.6, 0.112321
32.8, 0.121605
33, 0.131649
33.2, 0.140545
33.4, 0.149268
33.6, 0.159511
33.8, 0.169516
34, 0.179407
34.2, 0.189408
34.4, 0.199863
34.6, 0.209936
34.8, 0.219303
35, 0.228701
35.2, 0.237612
35.4, 0.245799
35.6, 0.25325
35.8, 0.261185
36, 0.269035
36.2, 0.276801
36.4, 0.284834
36.6, 0.29309
36.8, 0.300189
37, 0.306599
37.2, 0.313705
37.4, 0.319542
37.6, 0.326497
37.8, 0.332336
38, 0.339151
38.2, 0.345478
38.4, 0.352289
38.6, 0.358405
38.8, 0.365995
39, 0.371428
39.2, 0.377306
39.4, 0.38387
39.6, 0.389313
39.8, 0.394593
40, 0.400702
40.2, 0.406315
40.4, 0.412156
40.6, 0.417803
40.8, 0.423949
41, 0.43085
41.2, 0.435946
41.4, 0.442215
41.6, 0.447825
41.8, 0.453321
42, 0.458864
42.2, 0.464411
42.4, 0.468529
42.6, 0.473856
42.8, 0.478763
43, 0.484264
43.2, 0.489126
43.4, 0.494375
43.6, 0.498647
