Time (s), Binding (nm)
0, 0, Step 1
0.2, -0.000776895
0.4, -0.000428341
0.6, -0.000255981
0.8, -0.000222782
1, 0.000541178
1.2, 0.00040071
1.4, 0.000487598
1.6, -0.000419629
1.8, -0.000467818
2, -0.00162679
2.2, -0.00187449
2.4, -0.00240289
2.6, -0.00218013
2.8, -0.00345682
3, -0.0030345
3.2, -0.00336514
3.4, -0.00297542
3.6, -0.00376093
3.8, -0.00307694
4, -0.0036263
4.2, -0.00345034
4.4, -0.0036954
4.6, -0.00366549
4.8, -0.00391497
5, -0.00394487
5.2, -0.0040425
5.4, -0.00568441
5.6, -0.00539028
5.8, -0.00481704
6, -0.00426725
6.2, -0.0047346
6.4, -0.00313801
6.6, -0.00324158
6.8, -0.00367973
7, -0.00405303
7.2, -0.0041929
7.4, -0.00514268
7.6, -0.00476397
7.8, -0.00513193
8, -0.00551115
8.2, -0.00527759
8.4, -0.00543236
8.6, -0.00572116
8.8, -0.0061761
9, -0.00595915
9.2, -0.00602763
9.4, -0.00624548
9.6, -0.00654165
9.8, -0.00602025
10, -0.00597063
10.2, -0.00584461
10.4, -0.00601162
10.6, -0.00580561
10.8, -0.00678674
11, -0.00696153
11.2, -0.00674737
11.4, -0.00657028
11.6, -0.00622098
11.8, -0.00535713
12, -0.00565484
12.2, -0.00612667
12.4, -0.00671598
12.6, -0.00704169
12.8, -0.00717703
13, -0.0083396
13.2, -0.0080348
13.4, -0.00746442
13.6, -0.00758956
13.8, -0.0078957
14, -0.00632112
14.2, -0.00633513
14.4, -0.00671927
14.6, -0.00726485
14.8, -0.00716651
15, -0.0074789
15.2, -0.00794641
15.4, -0.00803524
15.6, -0.00787661
15.8, -0.00804049
16, -0.00903983
16.2, -0.00940507
16.4, -0.00906796
16.6, -0.00903676
16.8, -0.00873205
17, -0.00861931
17.2, -0.0080434
17.4, -0.00845946
17.6, -0.0077978
17.8, -0.00868674
18, -0.00791739
18.2, -0.00851843
18.4, -0.0077256
18.6, -0.00783591
18.8, -0.00642881
19, -0.00730467
19.2, -0.00665721
19.4, -0.0079603
19.6, -0.00840106
19.8, -0.00944041
20, 0.087704, Step 2
20.2, 0.0859477
20.4, 0.0798621
20.6, 0.0760991
20.8, 0.0776068
21, 0.074717
21.2, 0.0723055
21.4, 0.0721366
21.6, 0.0721769
21.8, 0.0721163
22, 0.0716883
22.2, 0.0723657
22.4, 0.0729527
22.6, 0.0726499
22.8, 0.0726853
23, 0.0727026
23.2, 0.0721785
23.4, 0.0722528
23.6, 0.0714766
23.8, 0.0712764
24, 0.0720044
24.2, 0.072147
24.4, 0.0715191
24.6, 0.0723857
24.8, 0.0714017
25, 0.0713399
25.2, 0.0718401
25.4, 0.0713596
25.6, 0.0711282
25.8, 0.0723594
26, 0.0716605
26.2, 0.0711601
26.4, 0.071488
26.6, 0.0717741
26.8, 0.0702123
27, 0.070126
27.2, 0.0691098
27.4, 0.0691434
27.6, 0.0690601
27.8, 0.0692197
28, 0.0692533
28.2, 0.0703542
28.4, 0.0692807
28.6, 0.0695539
28.8, 0.068952
29, 0.0693212
29.2, 0.0695106
29.4, 0.0707615
29.6, 0.0705093
29.8, 0.0708139
30, 0.0708505
30.2, 0.0705161
30.4, 0.0694364
30.6, 0.0688085
30.8, 0.0692068
31, 0.067567
31.2, 0.068303
31.4, 0.0685826
31.6, 0.0691947
31.8, 0.069563
32, 0.0698114
32.2, 0.068836
32.4, 0.0693846
32.6, 0.068649
32.8, 0.0679349
33, 0.0699913
33.2, 0.0702349
33.4, 0.069114
33.6, 0.0701415
33.8, 0.0695615
34, 0.0689935
34.2, 0.0681472
34.4, 0.0690013
34.6, 0.068655
34.8, 0.0685366
35, 0.0677076
35.2, 0.068097
35.4, 0.0675779
35.6, 0.0668568
35.8, 0.0683462
36, 0.0683755
36.2, 0.0682831
36.4, 0.0689061
36.6, 0.0691726
36.8, 0.0671191
37, 0.0673659
37.2, 0.0680784
37.4, 0.0674973
37.6, 0.0673595
37.8, 0.0687911
38, 0.0681322
38.2, 0.0668494
38.4, 0.0673851
38.6, 0.0671656
38.8, 0.0668464
39, 0.0671285
39.2, 0.0680189
39.4, 0.0688597
39.6, 0.0683858
39.8, 0.0694174
40, 0.0683077
40.2, 0.0671962
40.4, 0.0661659
40.6, 0.0663731
40.8, 0.0648519
41, 0.066445
41.2, 0.0681402
41.4, 0.0665746
41.6, 0.0664564
41.8, 0.0669778
42, 0.0665976
42.2, 0.0662518
42.4, 0.067712
42.6, 0.0689444
42.8, 0.0693781
43, 0.0691103
43.2, 0.0680297
43.4, 0.0676739
43.6, 0.0668835
43.8, 0.0668998
44, 0.0663331
44.2, 0.0681209
44.4, 0.0684386
44.6, 0.0669092
44.8, 0.0658864
45, 0.0669384
45.2, 0.0659836
45.4, 0.0652747
45.6, 0.0662154
45.8, 0.0672133
46, 0.0663559
46.2, 0.0664483
46.4, 0.0668733
46.6, 0.0664608
46.8, 0.0656747
47, 0.066439
47.2, 0.0649059
47.4, 0.0651802
