Time (s), Binding (nm)
0, 0, Step 1
0.2, 0.00101607
0.4, 0.00107039
0.6, 0.00257513
0.8, 0.00264284
1, 0.00348334
1.2, 0.00448034
1.4, 0.0046729
1.6, 0.00432893
1.8, 0.00575917
2, 0.00619993
2.2, 0.00505623
2.4, 0.00553238
2.6, 0.00541058
2.8, 0.0046327
3, 0.00394148
3.2, 0.00493791
3.4, 0.00487036
3.6, 0.00516008
3.8, 0.00525269
4, 0.0055335
4.2, 0.00533866
4.4, 0.00523467
4.6, 0.00493939
4.8, 0.00438218
5, 0.00387328
5.2, 0.0042997
5.4, 0.00396007
5.6, 0.00464458
5.8, 0.00509784
6, 0.00533159
6.2, 0.00466304
6.4, 0.00461339
6.6, 0.00364356
6.8, 0.0038858
7, 0.00307107
7.2, 0.00270814
7.4, 0.00304603
7.6, 0.00337305
7.8, 0.00284118
8, 0.00322798
8.2, 0.00290105
8.4, 0.00219754
8.6, 0.00128073
8.8, 0.00181192
9, 0.00144957
9.2, 0.00177966
9.4, 0.00210755
9.6, 0.00192296
9.8, 0.00151129
10, 0.00156609
10.2, 0.00173287
10.4, 0.00170295
10.6, 0.00249212
10.8, 0.00233307
11, 0.00269764
11.2, 0.00208026
11.4, 0.00232653
11.6, 0.00305621
11.8, 0.00227805
12, 0.00238792
12.2, 0.00337177
12.4, 0.00305324
12.6, 0.00160715
12.8, 0.00192634
13, 0.00158499
13.2, 0.00100243
13.4, 0.00134962
13.6, 0.00190944
13.8, 0.00162649
14, 0.00210407
14.2, 0.00242399
14.4, 0.00183222
14.6, 0.00133737
14.8, 0.00218108
15, 0.00139009
15.2, 0.000616968
15.4, 0.00124812
15.6, 0.00158597
15.8, 0.000946986
16, 0.000918537
16.2, 0.00101364
16.4, 0.000280935
16.6, 0.000647192
16.8, 0.0003561
17, 0.000671009
17.2, 0.000512545
17.4, 0.00130015
17.6, 0.000829335
17.8, 0.00129004
18, 0.000522379
18.2, 0.000279254
18.4, 0.000446113
18.6, 0.00100433
18.8, 0.00130422
19, 0.00189949
19.2, 0.00259321
19.4, 0.00164127
19.6, 0.000722492
19.8, 0.00119495
20, 0.12406, Step 2
20.2, 0.125827
20.4, 0.122226
20.6, 0.123544
20.8, 0.117812
21, 0.118551
21.2, 0.118036
21.4, 0.117232
21.6, 0.116793
21.8, 0.117288
22, 0.115594
22.2, 0.114504
22.4, 0.11535
22.6, 0.115018
22.8, 0.115464
23, 0.117539
23.2, 0.118221
23.4, 0.118645
23.6, 0.118566
23.8, 0.117367
24, 0.116834
24.2, 0.116674
24.4, 0.115548
24.6, 0.115635
24.8, 0.116531
25, 0.115878
25.2, 0.115438
25.4, 0.115347
25.6, 0.115171
25.8, 0.115459
26, 0.115449
26.2, 0.115338
26.4, 0.115437
26.6, 0.115867
26.8, 0.115114
27, 0.115905
27.2, 0.116729
27.4, 0.116829
27.6, 0.11632
