Time (s), Binding (nm)
0, 0, Step 1
0.2, 0.00194188
0.4, 0.0039134
0.6, 0.00360021
0.8, 0.00383493
1, 0.00349215
1.2, 0.00316108
1.4, 0.00262745
1.6, 0.00328783
1.8, 0.00323017
2, 0.00449231
2.2, 0.0044976
2.4, 0.00478274
2.6, 0.00456206
2.8, 0.00477357
3, 0.0033467
3.2, 0.00316086
3.4, 0.00333155
3.6, 0.00283569
3.8, 0.00227763
4, 0.00300563
4.2, 0.00412881
4.4, 0.00254879
4.6, 0.0029541
4.8, 0.00386066
5, 0.00261743
5.2, 0.00106962
5.4, 0.00230456
5.6, 0.00211232
5.8, 0.00109769
6, 0.00191927
6.2, 0.00134576
6.4, 3.00698e-005
6.6, 0.000114282
6.8, 0.000287175
7, 0.000425275
7.2, 0.00114767
7.4, 0.00191036
7.6, 0.00143828
7.8, 0.000886665
8, 0.000462345
8.2, 0.000359347
8.4, 0.000320306
8.6, 0.000749853
8.8, 0.00150992
9, 0.00113417
9.2, 0.00161488
9.4, 0.00159891
9.6, 0.0014895
9.8, 0.00122013
10, 0.00134737
10.2, 0.00127059
10.4, 0.000809711
10.6, 0.000720217
10.8, -0.000241506
11, -0.000276947
11.2, -0.00115132
11.4, -0.00160078
11.6, -0.00122933
11.8, 0.000443313
12, 0.000532453
12.2, 0.00114021
12.4, 0.0013898
12.6, 0.00026582
12.8, -0.000466725
13, -0.000846327
13.2, -0.000696635
13.4, 0.000283509
13.6, 0.000998828
13.8, 0.000725103
14, 0.00183543
14.2, 0.00174513
14.4, 0.000640038
14.6, 0.000770262
14.8, 0.000708716
15, -0.000162699
15.2, -0.00118897
15.4, -0.000589171
15.6, -0.000695093
15.8, -0.000700241
16, -0.000968131
16.2, 0.000271514
16.4, -0.000231499
16.6, -0.00074936
16.8, 0.000258002
17, -2.1401e-005
17.2, -0.000110536
17.4, 0.000429433
17.6, 0.00029513
17.8, -0.000520313
18, 2.89357e-005
18.2, -7.97403e-005
18.4, 0.000386873
18.6, 0.000968076
18.8, 0.00119788
19, 0.00154607
19.2, 0.00124095
19.4, 0.00024631
19.6, -9.75183e-006
19.8, 7.29909e-005
20, 0.133754, Step 2
20.2, 0.130131
20.4, 0.121841
20.6, 0.124977
20.8, 0.124436
21, 0.122044
21.2, 0.121531
21.4, 0.122698
21.6, 0.12325
21.8, 0.124386
22, 0.126762
22.2, 0.128643
22.4, 0.130335
22.6, 0.131744
22.8, 0.133497
23, 0.133551
23.2, 0.135476
23.4, 0.136239
23.6, 0.135651
23.8, 0.136606
24, 0.137254
24.2, 0.136577
24.4, 0.136936
24.6, 0.137881
24.8, 0.136657
25, 0.137589
25.2, 0.137955
25.4, 0.13827
25.6, 0.138649
25.8, 0.138374
26, 0.137128
26.2, 0.13729
26.4, 0.137099
26.6, 0.137548
26.8, 0.138749
27, 0.139688
27.2, 0.140014
27.4, 0.140124
27.6, 0.140387
27.8, 0.140812
28, 0.140956
28.2, 0.141113
28.4, 0.1426
28.6, 0.143088
28.8, 0.14314
29, 0.143583
29.2, 0.144052
29.4, 0.143494
29.6, 0.143752
29.8, 0.143865
30, 0.1441
30.2, 0.144311
30.4, 0.145692
30.6, 0.145032
30.8, 0.145129
31, 0.145524
31.2, 0.145929
31.4, 0.145033
31.6, 0.146092
31.8, 0.146116
32, 0.14677
32.2, 0.146775
32.4, 0.147082
32.6, 0.14765
32.8, 0.148064
33, 0.147359
33.2, 0.147743
33.4, 0.147939
33.6, 0.148447
33.8, 0.149383
34, 0.149407
34.2, 0.148923
34.4, 0.14897
34.6, 0.148667
34.8, 0.147326
35, 0.148266
35.2, 0.148524
35.4, 0.149532
35.6, 0.150021
35.8, 0.150105
36, 0.149558
36.2, 0.150435
36.4, 0.150347
36.6, 0.149434
36.8, 0.150657
37, 0.151239
37.2, 0.151501
37.4, 0.151068
37.6, 0.151245
37.8, 0.151656
38, 0.152486
38.2, 0.152087
38.4, 0.151465
38.6, 0.151983
38.8, 0.151724
39, 0.150423
39.2, 0.150332
39.4, 0.151315
39.6, 0.151033
39.8, 0.150563
40, 0.151291
40.2, 0.151128
40.4, 0.152076
40.6, 0.152166
40.8, 0.152138
41, 0.152081
41.2, 0.152768
41.4, 0.152236
41.6, 0.152859
41.8, 0.15353
42, 0.152946
42.2, 0.152026
42.4, 0.1524
42.6, 0.152237
42.8, 0.152291
43, 0.152825
43.2, 0.15368
43.4, 0.153811
43.6, 0.155014
43.8, 0.155004
44, 0.155199
44.2, 0.155482
44.4, 0.155821
44.6, 0.154938
44.8, 0.156075
45, 0.156239
45.2, 0.155516
45.4, 0.155103
45.6, 0.154524
45.8, 0.152695
46, 0.153444
46.2, 0.153816
46.4, 0.154349
46.6, 0.155108
46.8, 0.1562
47, 0.156031
47.2, 0.15585
47.4, 0.154935
47.6, 0.15493
47.8, 0.15471
48, 0.154256
48.2, 0.15472
48.4, 0.154985
48.6, 0.154831
48.8, 0.155724
49, 0.155281
49.2, 0.15484
49.4, 0.155723
49.6, 0.155213
49.8, 0.154245
50, 0.155322
50.2, 0.155157
50.4, 0.154194
50.6, 0.154647
50.8, 0.154756
51, 0.154306
51.2, 0.154995
51.4, 0.15604
51.6, 0.155592
51.8, 0.156354
52, 0.156149
52.2, 0.156873
52.4, 0.156092
52.6, 0.157188
52.8, 0.156667
53, 0.156582
53.2, 0.156142
53.4, 0.156698
53.6, 0.157271
53.8, 0.15737
54, 0.15735
54.2, 0.156778
54.4, 0.156777
54.6, 0.155465
54.8, 0.155429
55, 0.156921
55.2, 0.157017
55.4, 0.157224
55.6, 0.158711
55.8, 0.158945
56, 0.158243
56.2, 0.158982
56.4, 0.158695
56.6, 0.158137
56.8, 0.158273
57, 0.158885
57.2, 0.159896
57.4, 0.160104
57.6, 0.160989
57.8, 0.160916
58, 0.161
58.2, 0.159609
58.4, 0.159924
58.6, 0.159236
58.8, 0.159294
59, 0.159049
59.2, 0.159531
59.4, 0.158423
59.6, 0.159108
59.8, 0.159555
60, 0.160115
60.2, 0.160158
60.4, 0.161387
60.6, 0.161556
60.8, 0.161661
61, 0.16103
61.2, 0.16184
61.4, 0.162018
61.6, 0.161037
61.8, 0.162036
62, 0.162279
62.2, 0.162431
62.4, 0.162322
62.6, 0.162804
62.8, 0.162116
63, 0.162896
63.2, 0.162456
63.4, 0.163541
63.6, 0.164144
63.8, 0.163644
64, 0.163927
64.2, 0.164988
64.4, 0.164583
64.6, 0.163767
64.8, 0.164428
65, 0.164293
65.2, 0.164476
65.4, 0.164634
65.6, 0.165636
65.8, 0.165154
66, 0.164858
66.2, 0.163146
66.4, 0.163548
66.6, 0.164455
66.8, 0.165156
67, 0.165919
67.2, 0.16677
67.4, 0.1665
67.6, 0.164488
67.8, 0.164682
68, 0.163781
68.2, 0.163164
68.4, 0.162957
68.6, 0.163354
68.8, 0.163189
69, 0.164224
69.2, 0.165371
69.4, 0.165803
69.6, 0.165952
69.8, 0.166527
70, 0.166186
70.2, 0.165331
70.4, 0.165185
70.6, 0.1665
70.8, 0.166081
71, 0.166323
71.2, 0.167287
71.4, 0.167858
71.6, 0.166951
71.8, 0.167598
72, 0.168169
72.2, 0.168027
72.4, 0.167976
72.6, 0.168538
72.8, 0.168739
73, 0.167798
73.2, 0.167709
73.4, 0.167487
73.6, 0.167341
73.8, 0.167194
74, 0.169204
74.2, 0.168906
74.4, 0.168539
74.6, 0.169266
74.8, 0.168961
75, 0.168076
75.2, 0.168365
75.4, 0.1689
75.6, 0.168885
75.8, 0.169784
76, 0.169739
76.2, 0.170739
76.4, 0.170463
76.6, 0.170768
76.8, 0.170502
77, 0.170258
77.2, 0.170362
77.4, 0.169912
77.6, 0.170721
77.8, 0.170687
78, 0.170612
78.2, 0.171195
78.4, 0.172577
78.6, 0.172116
78.8, 0.171613
79, 0.172886
79.2, 0.172233
79.4, 0.171729
79.6, 0.171664
79.8, 0.172877
80, 0.172319
80.2, 0.172006
80.4, 0.172067
80.6, 0.170805
80.8, 0.171628
81, 0.172311
81.2, 0.172898
81.4, 0.173039
81.6, 0.1757
81.8, 0.174272
82, 0.173807
82.2, 0.17307
82.4, 0.173607
82.6, 0.172482
82.8, 0.173137
83, 0.172771
83.2, 0.173077
83.4, 0.173196
83.6, 0.173724
83.8, 0.173481
84, 0.173895
84.2, 0.17417
84.4, 0.174091
84.6, 0.174221
84.8, 0.174281
85, 0.1743
85.2, 0.174856
85.4, 0.174597
85.6, 0.174659
85.8, 0.175222
86, 0.174657
86.2, 0.174134
86.4, 0.17459
86.6, 0.173871
86.8, 0.173529
87, 0.174551
87.2, 0.174665
87.4, 0.174633
87.6, 0.174682
87.8, 0.174684
88, 0.17454
88.2, 0.175372
88.4, 0.175213
88.6, 0.174903
88.8, 0.175499
89, 0.17594
89.2, 0.175743
89.4, 0.175946
89.6, 0.176819
89.8, 0.176389
90, 0.176349
